"id","ExtraCol17","ExtraCol18","ExtraCol19","ExtraCol20","ExtraCol21","ExtraCol22","ExtraCol23","ExtraCol24","ExtraCol25","ExtraCol26","ExtraCol27","ExtraCol28","ExtraCol29","ExtraCol30","ExtraCol31","ExtraCol32","ExtraCol33","ExtraCol34","ExtraCol35","ExtraCol36","ExtraCol37","storage_class","region","access_tier","other_details","event_date","login_time","logout_time","last_activity_ts","Headline_cnn","Description_cnn","Title_sc","Speaker (Party)(or nominated by)_sc","Speaker and title_sc","Statements_sc","DR1","DR2","DR3","DR4","DR5","DR6","DR7","DR8"
382,"Z","medium",498,"Z","medium",420,"X","high",269,"Y","low",351,"Y","",370,"X","medium",206,"Z","low",92,"","","","","08-04-2024","09:21:00","11:52:00","08-04-2024 11:43","Golf Black Professional","Hold Fastest Marathon","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Senator Graham.",1.8140594025616,1.59857488611231,0.985360414447707,-1.45366785437045,1.44932435230758,0.901187965020021,-0.79481241503954,-0.829643883635791
383,"Y","high",421,"Y","high",498,"X","high",10,"X","",38,"X","high",126,"X","high",303,"X","medium",145,"","","","","19-06-2024","18:59:00","21:18:00","19-06-2024 21:17","Golf Black Professional","Hold Fastest Marathon","Senator","R","Senator Lindsey Graham (SC)","Senator GRAHAM. Am I the last person?",0.317447944850111,-0.474027038465256,1.6491110144838,1.96199646410398,1.23422899728349,1.16503739961286,-0.190684532766471,1.39338480798749
384,"X","low",428,"Z","low",386,"Z","medium",495,"X","medium",73,"X","high",102,"X","high",409,"Z","low",113,"","","","","12-02-2024","11:53:00","12:26:00","12-02-2024 12:19","Golf Black Professional","Hold Fastest Marathon","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Yes.",-0.0293555409427655,0.588944078065919,0.202612846467376,-0.142136699942231,-0.0818654290547131,1.6425278345998,2.11951830233573,-1.19020126688972
385,"Y","high",415,"X","low",78,"Y","high",264,"Z","medium",464,"","low",39,"X","high",205,"X","low",301,"","","","","22-11-2024","13:39:00","17:17:00","22-11-2024 17:13","Golf Black Professional","Actor Bob Odenkirk","Senator","R","Senator Lindsey Graham (SC)","Senator GRAHAM. All right.",-1.99138128690356,-0.592902337511953,-0.178889313147918,0.511915701305778,2.05458145510031,-0.94392995012098,0.334650975323986,-0.584466117655549
386,"Y","medium",34,"Z","high",150,"Z","medium",415,"Y","medium",78,"Y","medium",78,"Y","medium",198,"Z","high",444,"","","","","02-02-2024","18:31:00","19:05:00","02-02-2024 19:02","Golf Black Professional","Point Tally Nba","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. But do not forget, we are going to hear from the nominee and his introducers before you can go home and go to bed. [Laughter.]",1.81329871374196,-1.29325364433727,0.375884805824099,0.375124477520257,-0.693281011908627,-1.98379758738187,-0.45268989899683,-0.493619981572678
387,"Y","medium",275,"Z","medium",1,"Z","high",388,"Y","medium",312,"Z","low",245,"X","medium",100,"X","low",439,"","","","","02-03-2024","19:19:00","22:44:00","02-03-2024 22:39","Golf Black Professional","Hold Fastest Marathon","Senator","R","Senator Lindsey Graham (SC)","Senator GRAHAM. Okay, thank you. I was going to ask you to take me to dinner, but that is not going to happen.",1.76242449379137,0.08034477925839,-0.808957503376803,-0.107544299929326,0.820179296632463,-1.71633136429069,-0.341607057852704,-1.61185655281154
388,"Z","high",282,"Z","medium",303,"Z","low",68,"","low",497,"Z","medium",138,"Z","low",249,"Y","high",,"","","","","10-08-2024","08:35:00","09:31:00","10-08-2024 09:27","Smitten Aussie Tennis","Lomachenko","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. You know the answer to that. [Laughter.]",0.0588107517256476,1.30704587749654,1.38392861223073,-1.2052206026817,0.0931506133789812,0.0371867817936781,-0.581014091812,-0.471098744584963
389,"Y","low",50,"Z","high",218,"X","low",229,"Y","medium",83,"X","",,"Z","low",228,"Y","medium",344,"","","","","25-05-2024","09:34:00","12:27:00","25-05-2024 12:19","Golf Black Professional","Hold Fastest Marathon","Senator","R","Senator Lindsey Graham (SC)","Senator GRAHAM. You know that. That is right. So, to my colleagues on the other side, I look forward to working with you, but we have a different view here. I think you got to be blind as to what is going on here. Have you heard of Justice Breyer? Do you know him? He cannot say anything, I guess. Where did he come from? He was Ted KennedyÕs Senate Judiciary person. Where do you think Republicans are going to go find a judge? The whole argument is, you can be a conservative Republican President, but you got to nominate a liberal to be fair to the country. That is absurd. Where do you think Ruth Bader Ginsburg came from? She was the general counsel of the ACLU. Wonderful person. What groups do you all use to pick from? This is shaping up to be the hypocrisy hearing, and that is hard to do in the Senate in todayÕs time to be hypocritical, but let me just point to a few of these things. Clinton. It did not bother anybody for Clinton to nominate Breyer while he was under investigation. We actually did it. It did not bother any of you all that a Ted Kennedy staff person was his pick. It did not bother me either because that is who I expected you to pick. This is ridiculous. You are one of the best choices any Republican could make. As I said with Justice Gorsuch, I am glad you are here because there were days I was wondering who he would have picked. [Laughter.] Senator GRAHAM. And this is a homerun from my point of view. Let us talk about Roe v. Wade. Who would ever play politics on the campaign trail with Roe v. Wade ? What a bastard Donald Trump is, until you hear about Hillary Clinton. February the 3rd, 2016, this is what Hillary Clinton said. When asked, does she have a litmus test for SCOTUS nominationsÑSupreme Court nominees, ÔÔI do have a litmus test. I have a bunch of litmus tests, because the next President could get as many as three appointments,ÕÕ and I hope she is right. ÔÔWe have got to make sure to preserve Roe v. Wade, not let it be nibbled away or repealed.ÕÕ She sounds very open-minded. October 2016, ÔÔWe need a Supreme Court that will stand up on behalf of womenÕs rights. It is important that we not reverse Roe v. Wade. I want a Supreme Court that will stick with Roe v. Wade and a womanÕs right to choose.ÕÕ I understand where she is coming from. Anybody running for President over there, I dare you to disagree with her. You will wind up like I did, getting 1 percent. [Laughter.] Senator GRAHAM. If you even suggest that you will pick a nominee that is not going to uphold Roe v. Wade, that is the end of you. But you have figured that out. You do not need me to tell you. So, this is the way we do politics. This is a big decision called Roe v. Wade. There are two sides and a bunch of nuances. Here is what I know about you. You are going to take it as precedent. You wrote a big book, which I will never read, and you are going to tell us what it takes to overturn longstanding precedent. Nobody on this side will care if you overturn Citizens United. As a matter of fact, they will cheer you on. Somebody will challenge Citizens United, and you will probably say, let me hear both sides of the story, then I will tell you whether or not I should uphold it. So, Hillary Clinton, we know where she is at, on Roe v. Wade, and that is just the way it is. Now, what other things? Executive power, this idea that Trump picked you to save him. Amazing concept, since you said what you said back in 1998 and 2008. The bottom line is, when Clinton was being impeached, my good friend, and this is true, he is my good friend, on February the 12th, 1999, introduced into the record dur- ing the deliberations of the Clinton impeachment trial, an article by Brett Kavanaugh suggesting that you should wait, if there is an indictment, until after the President is out of office. The same concept we are talking about here today, when the shoe was on the other foot, here is what Joe said about your thinking. ÔÔThe President is not simply another individual. He is unique. He is the embodiment of the Federal Government and the head of a political party. If he is to be removed, the entire Government likely would suffer, and the military or economic consequences to the Nation could be severe. . . . Those repercussions, if they are to occur, should not result from the judgment of a single prosecutorÑ whether it be the Attorney General or special counselÑand a single jury. Prosecution or nonprosecution of a President is, in short, inevitably and unavoidably a political act. Thus, as the Constitution suggests, the decision about the President while he is in office should be made where all great national political judgments in our country should be madeÑin the Congress of the United States,ÕÕ according to Joe BidenÑthe gift that keeps on giving for us. I think that is pretty hypocritical. During the Clinton days, you were right, but all of a sudden you are a danger to the republic. Let us talk aboutÑoh, there are so manyÑhow many minutes do I have here? The bottom line isÑÑ",1.0302224889698,-2.00398491761484,0.619973109731968,-0.0343785408202982,-1.39091214582269,-0.77122591803965,0.822818447844443,0.0776017646498864
390,"Z","low",73,"Z","high",237,"Z","high",295,"Z","high",22,"Z","medium",255,"X","medium",80,"Y","high",110,"","","","","02-05-2024","19:29:00","23:05:00","02-05-2024 22:58","Golf Black Professional","Hold Fastest Marathon","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Do not exceed what Whitehouse had.",0.661952295835109,-1.42776370809797,0.724646439635984,-1.60621446614445,-1.72005600568382,0.251769727382733,-0.214890280174756,0.00621946573730066
391,"Y","low",282,"Y","low",366,"Z","low",92,"Z","high",408,"Y","high",263,"Z","high",,"","low",199,"","","","","21-12-2024","06:51:00","08:04:00","21-12-2024 07:55","Bob Baffert Suspended","Actor Bob Odenkirk","Senator","R","Senator Lindsey Graham (SC)","Senator GRAHAM. I will not.",-0.438293354015737,-0.776017339584501,-0.069285648190866,1.47550392961919,-0.189249181335611,1.37340815314333,0.121037820298485,-0.0121531883252434
392,"X","high",357,"Z","medium",410,"X","high",290,"Y","medium",474,"Z","high",208,"X","medium",,"X","medium",,"","","","","06-04-2024","12:10:00","12:52:00","06-04-2024 12:47","Golf Black Professional","Hold Fastest Marathon","Senator","R","Senator John Cornyn (TX)","Senator CORNYN. That would be impossible.",0.477416376434633,2.31752459896517,0.935344970645213,0.0102281342084451,0.282692449768938,0.228339271679406,1.39363110428663,-0.12112914991917
393,"X","medium",104,"Z","medium",36,"X","low",308,"X","medium",257,"X","low",226,"X","medium",145,"Z","high",31,"","","","","10-03-2024","12:17:00","15:10:00","10-03-2024 15:09","Golf Black Professional","Point Tally Nba","Senator","R","Senator Lindsey Graham (SC)","Senator GRAHAM. Guns. Somehow you are going to make sure that CongressÑthe bottom line on gunsÑDianne Feinstein is a wonderful lady and has passion on this issue about assault weapons. She was able to succeed politically. After 10 years, the gun assault weapons ban expired and it has been hard to get it re-established. She introduced legislation in 2013 that got 60 ÔÔnoÕÕ votes, 16 Democrats. So, I do not believe they see you as a threat to the Nation if you come out on the idea that the Second Amendment has some meaning. In other words, the political process, when it comes to guns, is a work in progress, and I would rather us decide that than you. When it comes to the pillar of virtue, Comey. Harry Reid: That he has been a supporter of Comey and led the fight to get him confirmed as he believed Comey was a principled public servant. ÔÔWith the deepest regret, I now see that I was wrong.ÕÕ Mr. Nadler from New York: ÔÔThe President can fire him for cause and ought to. He violated all the guidelines and put his thumb on the scale of an election.ÕÕ Mr. Cohen from Tennessee, a Democrat, called on Comey to resign his position effective immediately. ÔÔI am sure upon reflection of this action, he will submit his letter of resignation for the NationÕs good.ÕÕ To my Democratic friends, you were all for getting rid of this guy. Now all of a sudden, the country is turning upside down because Trump did. There is a process to find out what happened in the 2016 election. It is called Mr. Mueller. And I will do everything I can to make sure he finishes his job without political interference. And I am here to tell anybody in the country who listens that this is so hypocritical of my friends on the other side. When it was their President, Kavanaugh was right. When you are talking about Roe v. Wade, it is okay to promise the Nation it will never be overturned. It is okay to pick a Democratic staff member of this Committee, but it is not okay to pick somebody who has been a lifelong Republican. People see through this. You had a chance and you lost. If you want to pick judges from your way of thinking, then you better win an election. I voted for two of your choices, Sotomayor and Kagan. Got a lot of crap. I would suggest you think long and hard if you got a political ambition of voting for this guy because it will not play well on your side. And why did I do it? I thought they were qualified by any reasonable measure given the history of the Senate. But we have turned the history of the Senate upside down. I found that they were different than I would have picked, Sotomayor and Kagan, but by any reasonable measure they are qualified. You have been on the court for 12 years. You have had 307 decisions. You have been approved before, so I hope people in the country understand this game. It is a game that I am sad to be part of. It has gotten really bad. The antidote to our problems in this country when it comes to judges and politics is not to deny you a place on the Supreme Court. This is exactly where you need to be. This is exactly the time you need to be there, and I am telling President Trump you do some things that drive me crazy, you do some great things. You have never done anything better in my view than to pick Gorsuch and Kavanaugh because you had an opportunity to put well-qualified conservatives on the Court, men steeped in the rule of law, who will apply analysis, not politics, to their decisionmaking, and you knocked it out of the park. And to my friends on the other side, you cannot lose the election and pick judges. If you want to pick judges, you better win.",1.60292871594004,1.43208746366138,-1.5249425817183,-0.455836423982404,-0.803351306993848,-1.64077517343579,0.184978224335381,-1.19836146348886
394,"Z","medium",242,"Y","medium",458,"Y","high",326,"Y","medium",116,"Y","",443,"","high",472,"Y","medium",400,"","","","","04-11-2024","11:52:00","13:18:00","04-11-2024 13:10","Smitten Aussie Tennis","Hold Fastest Marathon","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Let me tell you whatÑlet me tell everybody what the rest of the day holds for us. Judge Kavanaugh, you can take a break now that we had originally scheduled for 15 minutes, and it may take 15 minutes, but we got to put a different table in here for the people that are going to introduce you. So, if your staff will watch, and if we get done in less than 15 minutes, I would like to start just as soon as the table is set. So, we will take a 15-minute break now, and then we have the introducers, and then we will give the oath to the nominee, and then we will hear the statement from the nominee, and then we will adjourn until 9:30 tomorrow morning. And tomorrow morning, my approach is going to be the same for the 30 minutes as it would be for the 5 minutes that we normally have in just an otherwise normal hearing, and that is that if you got 1 second left, you can ask a question, but do not take all day to ask a question. And I hope you can give a short answer if their time is up. Then we willÑthen we willÑwe will move on to the next person. So, I want tomorrow not to happenÑmaybe I better speak to myself. I am not going to let happen tomorrow what I should not have let happen today because I have been instructing people that run Committees either you run the Committee or it runs you, and you guys have been very successful today in running the Committee. I do not want it to happen tomorrow. Take yourÑtake your time, sir, I mean, until we get the table set. Recess. [Whereupon the Committee was recessed and reconvened.] Chairman GRASSLEY. We are fortunate to have Condoleezza Rice, Senator Rob Portman, and Lisa Blatt to introduce the nominee. We will now start with Condoleezza Rice. INTRODUCTION OF HON. BRETT M. KAVANAUGH, NOMINEE TO BE AN ASSOCIATE JUSTICE OF THE SUPREME COURT OF THE UNITED STATES, BY HON. CONDOLEEZZA RICE, Ph.D., FORMER U.S. SECRETARY OF STATE; SENIOR FELLOW, HOOVER INSTITUTION; AND PROFESSOR, STANFORD UNIVERSITY, STANFORD, CALIFORNIA",1.29508573995316,1.64409520365951,0.0919029526088776,-0.184506476455632,0.0538826769076775,0.97113943597467,-2.1716662544357,0.738092931757282
395,"Y","high",37,"Z","high",186,"Z","medium",160,"Z","high",29,"Y","medium",141,"X","medium",136,"Y","high",289,"","","","","28-06-2024","18:55:00","20:05:00","28-06-2024 19:55","Cnn Montana Nonprofit","Niger State Television","Hon.","R","Hon. Condoleezza Rice, Ph.D.","Dr. RICE. Thank you very much. Chairman Grassley, Senator Feinstein, Members of the Committee, I am really honored to join Lisa Blatt and Rob Portman in introducing Brett Kavanaugh at these hearings to consider his confirmation as a Justice of the Supreme Court of the United States of America. My personal relationship with Judge Kavanaugh goes back 17 years to our time as White House colleagues in the administration of George W. Bush. Those were remarkable times, and I loved serving. They were, however, not easy times, and the guidance and counsel of those with whom I worked was both a joy and a blessing. I am so grateful to have had Brett Kavanaugh as a colleague. He was always supportive and strong and caring and someone whose integrity and good judgment I valued enormously. I knew Brett early in his years as a family member. As a matter of fact, I was there when he married Ashley. I remember well the birth of his children. He is a great father and husband and son. In short, he is just a very good human being. Since the nomination of Brett Kavanaugh, I have been able to reflect back on those times and what my experience tells me about Brett in this crucial role. Many have given testimony to his extraordinary legal mind, the depth of his experience, his intellect, and his good common sense. You have heard and you will hear from his clerks and other jurists and great legal figures, as well as colleagues from throughout his career. I do not need to repeat their praise, only to say that I know firsthand that Brett is really, really smart. Here is the Brett Kavanaugh that I know. He is hard-working. He has a sense of humor. He seeks truth in facts. There is no detail too small to gain his attention. He makes those around him better. Brett is wise. He is an old soul who is made to help steady us in these complicated times. Brett listens, especially to those with whom he disagrees. And in our charged environment, when we have become almost tribal, living in echo chambers and often finding comfort in the company of only those with whom we agree, this is an indispensable quality for the responsibilities of the Supreme Court. The only thing that would be better is if Brett had gone to the same college that his mentor and friend Anthony Kennedy went to. That would be Stanford University. But for that, I will forgive him, and I have to say Yale University seems to have done a pretty good job. In recent weeks, we have also had the chance to reflect on our Constitution, the Supreme Court itself, and the trust that we place in the Justices of it. As a scholar and as a diplomat, I have watched the struggle of people across the world to achieve democracy and to keep it. Every day, I am more amazed by the brilliance of the institutional design that the Framers left to us. They carefully balanced powers and responsibilities between the three branches of Government. Knowing that human beings are fallible, they constructed institutions that both enable and constrain those who would govern us. Scholars often speak of the American spirit of constitutionalism. We Americans believe that the Constitution is our personal protection. We take our rights very seriously, and we will go all the way to the Supreme Court if we think those rights have been violated. A democracy is only stable when there is that kind of trust in the institutions, a belief that those institutions will be fair and just and secure the rights of citizens. The strength of AmericaÕs institutions is a cause for optimism, but they cannot be taken for granted. The Supreme CourtÕs special role in protecting the careful balances that the Constitution seeks to achieve is crucial to our democratic stability. This is true even as times and customs change, and it is more important with every passing year in our increasingly complicated Nation. As a little girl born in segregated Birmingham, Alabama, who grew up to be Secretary of State, I know personally our countryÕs long journey to guarantee equal rights. I know the power of the Constitution, and I know the gift of our democracy. The Supreme Court is a crucial guardianÑboth of our Constitution and of our democracy. That is why I am so honored to introduce Brett Kavanaugh for these hearings. He will be an outstanding Supreme Court Justice. His intellect is unquestioned. His judgment is highly regarded, and I can personally attest to his character and integrity as a colleague. Brett Kavanaugh will thoroughly and faithfully uphold the trust that is our heritage, the Constitution of the United States of America, the most remarkable governing document in human history. Thank you.",0.291541387743803,-1.21129800051598,1.41288742208582,0.672005773273797,-0.87578040891501,-1.74323177289664,0.161531859933577,-0.018404039958997
396,"X","low",55,"X","high",376,"Z","medium",470,"X","medium",455,"Y","high",6,"X","medium",209,"Y","high",485,"","","","","10-02-2024","10:15:00","11:01:00","10-02-2024 10:52","Making Racism","Turned Movie Different","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Thank you, Secretary Rice. Now, our colleague, Senator Portman.",-0.0456154522130611,-0.402559654249694,-0.45793178606092,-0.62178174066664,-1.21004506647675,-0.210782748079781,1.48908106267764,2.14014410756814
397,"X","low",290,"Z","low",290,"X","medium",118,"Y","high",399,"Y","low",400,"X","high",65,"Y","high",420,"","","","","20-01-2024","14:54:00","17:57:00","20-01-2024 17:47","Reunion Netflix Cnn","Turned Movie Different","Senator","R","Senator Rob Portman (OH)","Senator PORTMAN. Chairman Grassley, Ranking Member Feinstein, and colleagues on this Committee on the Republican and the Democratic side, it is a privilege to join Condi Rice and Lisa Blatt here this afternoon in introducing a friend, Judge Brett Kavanaugh. I have known Brett and his wife, Ashley, since before they were married, and I had the opportunity to work with Brett during his service in the George W. Bush White House. As Secretary Rice has just said very well, those of us who worked with him universally praise his work ethic, his intelligence, and his integrity. I visited with George W. Bush a few days ago, and we talked about Brett. He put it simply: Brett Kavanaugh is a class act. In endorsing Brett, former lawyer to President Bill Clinton, Bob Bennett, called him ÔÔa strong advocate of decency and civility.ÕÕ By the way, of all the attributes you look for in a judge, what could be more important than good judgment? Brett definitely showed good judgment in marrying Ashley. So did she, and they are a great family. It is wonderful to have their daughters, Margaret and Liza, with us here today. BrettÕs parents, Edward and Martha, are also here. That is especially appropriate since BrettÕs first introduction to the law came from listening to his mom practice closing arguments at the dinner table. She was a trailblazer. She went to law school at age 34 and eventually became a trial judge. Brett has said, to him, Martha Kavanaugh will always have been the true Judge Kavanaugh. During the process of this hearing, there will be more spirited discussions about BrettÕs legal philosophy and his experience and background as a lawyer and a judge. I heard quite a bit of it already today, and there should be this discussion. This is about a lifetime appointment to the highest court in the land. In my view, there is not a better qualified person to be on that Court. Just last Friday, the American Bar Association gave Judge Kavanaugh a unanimous ÔÔwell qualifiedÕÕ rating, which is the highest rating they offer, unanimous. I saw how he conducted himself as Associate Counsel to the President in the White House CounselÕs office, the job I once had in the first Bush White House. And I have watched him for the past 12 years on the D.C. Circuit, where he has been praised as fair, smart, and independent. He has authored more than 300 published opinions, an impressive number. And the Supreme Court has adopted his reasoning a remarkable 13 times, a testament to his thoughtful and well-reasoned decisions and a record that few, if any, other appellate judges can match. Again, no one more qualified. For more than a decade, he has also taught classes at Harvard, Yale, and Georgetown Law Schools. He is a well-respected judge and a well-respected professor and a thought leader among his peers. That is why so many of his former students, his law clerks, his judicial colleagues, and legal scholarsÑby the way, from across the political spectrumÑhave come out in support of his nomination. Judge Kavanaugh is guided by the Constitution and by the rule of law. He has said the judgeÕs job is to interpret the law, not to make the law or make policy. I agree, and by the way, as do most of the people we represent. Judges should not be legislating from the bench. Clearly, Brett Kavanaugh has the right qualifications, and he has a judicial philosophy that is very much in the mainstream. Just as important to me is the kind of person you want on the Supreme Court. I have known Brett not so much as a legal scholar or a judge or a professor, but as a friend, a father, and a husband. He is thoughtful and compassionate and someone who has a big heart and the humility to listen. To me, that might be the single most important attribute for a member of the Supreme Court, the humility to listen. Throughout this confirmation hearing, I hope the American people will get to know the Brett Kavanaugh I have had the privilege of knowing. A couple days after he was announced, Brett came to my office one evening to discuss his confirmation, just as he has been to your offices. He then went straight from our meeting to serve dinner to the homeless through his church, a regular occurrence that was long scheduledÑscheduled long before his nomination. I only found out about it because that night someone recognized him and took a photo that got tweeted, and it was a photo of him in a baseball cap in the soup kitchen. It is classic Brett that he did not tell me this was where he was going after meeting with me. To my colleagues, I know the man. He does things because it is the right thing to do. Brett is also involved, as some of you know, in his daughtersÕ sports teams. Last season, MargaretÕs sixth grade girls basketball team he coached had an undefeated season and went on to win a citywide championship. Way to go, Margaret. [Laughter.] Senator PORTMAN. To show you where his priorities are, Judge Kavanaugh, or ÔÔCoach K,ÕÕ as he is known by his players, has the team photograph and trophy prominently displayed in his judicial chambers. Julie OÕBrien, whose daughter goes to school with Margaret, has another telling story about Brett. A few years ago, JulieÕs husband passed away. With no one to accompany her daughter to the annual father-daughter dance, Brett stepped up. That year and every year since, Brett has taken her daughter alongside his own to the dance. That is the kind of person he is. That is the Brett Kavanaugh I know. I am proud to introduce Brett Kavanaugh before this Committee, and I am proud to strongly support his nomination to be the next Associate Justice of the United States Supreme Court. I know these are partisan times here in Washington, but this is an extraordinary nominee in every respect. Based on his record, his qualifications, and his character, I believe he deserves broad support. My hope, Mr. Chairman, is that, as was the case with Justices Sotomayor and Kagan nominated by President Obama, this Committee will report his nomination favorably, and the full Senate will confirm him with a strong bipartisan vote that he deserves. Thank you, Mr. Chairman.",-0.176160738047836,0.354546416890937,-0.197941031643512,-0.172370234555437,-0.821620346717899,0.947424241861793,1.86754219037208,-1.26254030803243
398,"X","medium",278,"Z","medium",221,"X","medium",246,"X","low",448,"","low",40,"Y","low",306,"Y","medium",324,"","","","","19-02-2024","09:30:00","12:54:00","19-02-2024 12:52","Voice Cnn Masai","Said Alicia Keys","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Thank you, my colleague. Ms. Lisa Blatt. INTRODUCTION OF HON. BRETT M. KAVANAUGH, NOMINEE TO BE AN ASSOCIATE JUSTICE OF THE SUPREME COURT OF THE UNITED STATES, BY LISA S. BLATT, PARTNER, ARNOLD & PORTER, WASHINGTON, DC",1.83881571191332,1.87529674927809,-0.747974260623824,-0.373121129154512,0.101478367571231,-0.620396196845303,0.556457335473757,-0.923581409888854
399,"Z","high",375,"X","medium",106,"X","medium",419,"Y","",394,"","high",387,"X","medium",240,"Y","",21,"","","","","23-07-2024","13:38:00","17:31:00","23-07-2024 17:27","Making Racism","International Women","","","Lisa S. Blatt","Ms. BLATT. Thank you, Mr. Chairman and Committee Members. It is a privilege to appear before you today. My name is Lisa Blatt, and I know Judge Kavanaugh in my capacity as an appellate lawyer here in Washington. I have argued 35 cases before the Supreme Court of the United States, more than any other woman in history. I am also a liberal Democrat and an unapologetic defender of a womanÕs right to choose. My hero is Justice Ruth Bader Ginsburg, for whom I had the great fortune of serving as a law clerk. I proudly voted for Hillary Clinton. I voted for President Obama twice. And with my apologies, Mr. Chairman, for this one, I wish Senator Feinstein were chairing this Committee. And yet, I am here today to introduce Judge Kavanaugh and urge the Senate to confirm him as the next Associate Justice of the Supreme Court. I have received many angry calls from friends and even strangers for supporting Judge Kavanaugh. But I was raised to call it like I see it, and I do not see the choice before you as difficult. By any objective measure, Judge Kavanaugh is clearly qualified to serve on the Supreme Court. After law school, he clerked for Justice Anthony Kennedy, the Justice he would succeed. He spent 12 years on the NationÕs most prestigious court of appeals, the United States Court of Appeals for the District of Columbia Circuit. His opinions are invariably thoughtful and fair, and many are known as instant classics not just because they are important, but because they are written so clearly and well. The Supreme Court has adopted the reasoning in his opinions more than a dozen times. Judge KavanaughÕs judicial temperament and integrity are also flawless. He is meticulously prepared, and he treats litigants with respect, asking probing questions of both sides. He approaches judging by determining what the law requires, no matter his per- sonal preference. Judge Kavanaugh has taught at the NationÕs top law schools, published thoughtful Law Review articles, and co-authored a leading treatise on judicial precedent. And as just mentioned, the ABA strongly endorsed him because, ÔÔHe meets the very highest standards of integrity, professional competence, and judicial temperament.ÕÕ On a personal level, I just cannot say enough nice things about the Judge. I first met him almost 10 years ago when he emailed me completely out of the blue to say that he liked an article I had written about arguing before the Supreme Court. Since then, we have become friends, and he has become a mentor to me in my career. Judge Kavanaugh has spent countless hours listening to me talk about the challenges I have faced as a working mother in a profession dominated by men. He has been a great source of advice on these and many other issues about work/life balance. He understands that life is not always perfect, and he responds to lifeÕs challenges with a self-deprecating sense of humor. More generally, Judge Kavanaugh has been remarkably committed to promoting women in the legal profession. More than half of his law clerks have been women, something that is sadly by no means common. And almost all of his clerks, women and men, have gone on to clerk at the Supreme Court, including for Justices Kagan and Sotomayor. As his former women law clerks told this Committee, the legal profession is ÔÔfairer and more equal because of Judge Kavanaugh.ÕÕ He has mentored countless other women through the classes he teaches at Yale and Harvard Law Schools. Obviously, I know that Judge Kavanaugh has a conservative judicial outlook, and if he is confirmed, he will have one of nine votes to definitively decide the meaning of the Constitution, including just how far to read it to protect the reproductive rights of women. Now if it were up to me, Justice Ginsburg would have all nine votes. But that is not our system, and the reality is that the Presidency and the Senate are in Republican hands. Judge Kavanaugh is the best choice that liberals could reasonably hope for in these circumstances. I am sure that some Members of the Senate knew that they would disagree with Justice GinsburgÕs legal views when she was a nominee, but Justice Ginsburg was confirmed 96Ð3. This body has obviously treated some nominees differently since then, to the detriment of our courts. I strongly disagree with the SenateÕs treatment of Judge Garland. Judge Kavanaugh himself spoke glowingly of Judge Garland during his pending nomination, stating that, quote, ÔÔChief Judge Garland is a brilliant jurist. He is thoughtful. He is considerate. He is collegial. He works well with others. He is a good man, great integrity, and he is supremely qualified by the objective characteristics of experience, temperament, writing ability, scholarly ability for the Supreme Court.ÕÕ All of this is equally true of Judge Kavanaugh. I do not think it is fair to hold Judge Kavanaugh responsible for the fact that Judge Garland is not a Justice today. Instead, I would urge this Committee to treat him as we expect him to treat litigants that appear before him: on his own merits and with an open mind toward someone whose views may differ from our own. Our judicial system is not well served by tit-for-tat politics. At the end of the day, I enthusiastically support Judge Kavanaugh, and I am proud to introduce him because he is unquestionably qualified by his extraordinary intellect, experience, and temperament, and he does easily fit within the mainstream of legal thought. I look forward to the Committee over the next few days getting to know the Judge Kavanaugh that I know. And at the end of that process, I hope you will agree that he should be confirmed to succeed his former boss on the Supreme Court.",-1.15407600541995,0.810235732896657,-0.333951135226308,-1.64538138016695,1.56704993615507,-0.486254308850113,-0.81337791885256,0.381691102959007
400,"X","low",455,"X","medium",94,"Z","medium",38,"Z","medium",216,"Y","low",162,"X","high",133,"","low",221,"","","","","06-01-2024","12:11:00","12:45:00","06-01-2024 12:37","Assassination Question","International Women","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Thank you, Ms. Blatt. Thanks each of the panel for their introduction, and you are dismissed now. And then, Judge Kavanaugh, can you shake your head? I was told that you might want 5 minutes right now. Do you need that?",-0.120782475968154,0.67865582288226,-2.21701053834819,-1.23947645317829,1.26203015347328,0.309284776678374,1.68567531989064,0.406041588381469
401,"X","high",94,"Z","low",365,"Y","high",201,"Y","medium",241,"Y","medium",420,"X","medium",144,"X","low",237,"","","","","12-12-2024","20:44:00","21:59:00","12-12-2024 21:58","Abortion Travel","International Women","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. No.",-0.923468508194557,1.37736936008265,1.05998914839177,0.657294396919836,-1.38969698247656,-0.41901136516661,1.06909981914821,-0.781966490250549
