"id","ExtraCol22","ExtraCol23","ExtraCol24","ExtraCol25","ExtraCol26","ExtraCol27","ExtraCol28","ExtraCol29","ExtraCol30","ExtraCol31","ExtraCol32","ExtraCol33","ExtraCol34","ExtraCol35","ExtraCol36","ExtraCol37","storage_class","region","access_tier","other_details","event_date","login_time","logout_time","last_activity_ts","Headline_cnn","Description_cnn","Title_sc","Speaker (Party)(or nominated by)_sc","Speaker and title_sc","Statements_sc"
442,40,"X","high",272,"Y","medium",278,"Z","medium",131,"Y","medium",142,"Z","low",206,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","08-08-2024","07:59:00","09:13:00","08-08-2024 09:10","Assassination Question","International Women","Nominee","R","Brett M. Kavanaugh","Guns Roe Wade"
443,327,"Z","medium",170,"Y","low",211,"X","medium",366,"Y","medium",18,"X","medium",439,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","08-04-2024","19:17:00","20:16:00","08-04-2024 20:14","Abortion Travel","Said Alicia Keys","Senator","D","Senator Dianne Feinstein (CA)","Guns Roe Wade"
444,369,"Y","high",496,"X","low",108,"Y","high",4,"X","low",246,"Z","low",135,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","13-04-2024","12:32:00","15:02:00","13-04-2024 14:53","Abortion Travel","Niger State Television","Nominee","R","Brett M. Kavanaugh","Guns Roe Wade"
445,32,"X","medium",394,"Y","high",211,"X","medium",352,"X","low",295,"Y","high",381,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","07-02-2024","14:46:00","17:16:00","07-02-2024 17:07","Abortion Travel","Niger State Television","Senator","D","Senator Dianne Feinstein (CA)","Guns Roe Wade"
446,256,"Y","low",217,"Z","low",20,"Y","high",290,"Z","high",375,"Y","low",159,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","20-06-2024","11:45:00","15:45:00","20-06-2024 15:40","Abortion Travel","Ravaged Nicaragua Category","Nominee","R","Brett M. Kavanaugh","Guns Roe Wade"
447,59,"Z","high",382,"Z","low",76,"Z","high",329,"Z","low",262,"X","low",294,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","10-09-2024","14:26:00","16:23:00","10-09-2024 16:19","Cnn Montana Nonprofit","Actor Bob Odenkirk","Senator","D","Senator Dianne Feinstein (CA)","Guns Roe Wade"
448,219,"Y","medium",288,"Z","medium",472,"Z","low",245,"X","low",293,"Z","high",326,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","22-02-2024","11:10:00","15:01:00","22-02-2024 14:57","Abortion Travel","International Women","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
449,330,"Z","high",247,"X","low",97,"Z","low",295,"Z","high",11,"X","low",438,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","08-11-2024","19:37:00","20:05:00","08-11-2024 20:04","Abortion Travel","International Women","Senator","D","Senator Dianne Feinstein (CA)","Chairman Senator Feinstein"
450,435,"Z","medium",459,"Z","medium",283,"Z","medium",310,"Y","medium",381,"Z","medium",170,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","17-01-2024","09:33:00","11:26:00","17-01-2024 11:19","Voice Cnn Masai","International Women","Nominee","R","Brett M. Kavanaugh","Guns Roe Wade"
451,265,"Y","medium",293,"Y","high",51,"Y","medium",240,"X","low",164,"X","low",393,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","07-04-2024","15:31:00","15:55:00","07-04-2024 15:45","Assassination Question","Rwigara Mother Adeline","Senator","D","Senator Dianne Feinstein (CA)","Chairman Senator Feinstein"
452,217,"Z","low",241,"X","medium",300,"Z","low",245,"Y","medium",254,"Z","low",217,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","22-09-2024","06:59:00","09:42:00","22-09-2024 09:38","Abortion Travel","International Women","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
453,256,"Y","low",283,"Y","low",487,"Z","high",190,"X","medium",211,"X","medium",196,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","19-02-2024","19:50:00","22:23:00","19-02-2024 22:14","Voice Cnn Masai","International Women","Senator","D","Senator Dianne Feinstein (CA)","Chairman Senator Feinstein"
454,108,"Y","low",390,"X","high",228,"Z","medium",33,"Y","medium",35,"Y","high",39,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","23-06-2024","14:24:00","16:50:00","23-06-2024 16:46","Voice Cnn Masai","International Women","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
455,102,"Z","low",370,"Y","medium",63,"X","medium",12,"Z","low",247,"X","low",38,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","08-01-2024","18:52:00","21:22:00","08-01-2024 21:21","Abortion Travel","International Women","Senator","D","Senator Dianne Feinstein (CA)","Chairman Senator Feinstein"
456,233,"X","high",274,"Y","low",11,"X","medium",357,"Z","low",190,"X","medium",385,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","01-12-2024","07:15:00","09:55:00","01-12-2024 09:48","Voice Cnn Masai","International Women","Nominee","R","Brett M. Kavanaugh","Guns Roe Wade"
457,60,"Z","low",88,"Y","low",378,"X","medium",318,"X","high",116,"X","high",52,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","20-01-2024","17:30:00","19:15:00","20-01-2024 19:13","Abortion Travel","International Women","Senator","D","Senator Dianne Feinstein (CA)","Chairman Senator Feinstein"
458,11,"Y","low",318,"Z","low",51,"Z","medium",204,"Z","high",122,"Z","low",55,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","10-03-2024","06:54:00","08:21:00","10-03-2024 08:18","Abortion Travel","Said Alicia Keys","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
459,181,"Y","high",215,"X","high",158,"Z","low",373,"Y","medium",17,"X","high",92,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","28-08-2024","17:25:00","21:09:00","28-08-2024 21:00","Abortion Travel","Said Alicia Keys","Senator","D","Senator Dianne Feinstein (CA)","Chairman Senator Feinstein"
460,76,"Z","high",466,"Z","high",421,"X","high",236,"X","high",443,"X","high",168,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","10-07-2024","10:28:00","11:27:00","10-07-2024 11:19","Amid Inflation","Niger State Television","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
461,318,"Y","low",454,"Y","medium",268,"Z","high",127,"Z","high",146,"Y","high",81,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","06-11-2024","11:15:00","12:25:00","06-11-2024 12:22","Companies Pulling Russia","Help Russia","Senator","D","Senator Dianne Feinstein (CA)","Chairman Senator Feinstein"
462,274,"Z","high",0,"Z","high",436,"Z","high",292,"Y","high",437,"Z","medium",295,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","04-09-2024","18:29:00","20:55:00","04-09-2024 20:53","Abortion Travel","Niger State Television","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
463,242,"Y","low",499,"X","high",436,"Y","medium",188,"X","high",418,"X","high",411,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","12-12-2024","17:56:00","21:10:00","12-12-2024 21:07","Voice Cnn Masai","International Women","Senator","D","Senator Dianne Feinstein (CA)","Chairman Senator Feinstein"
464,248,"X","low",450,"Z","medium",330,"X","low",487,"X","high",228,"X","high",265,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","14-05-2024","06:50:00","09:42:00","14-05-2024 09:37","Assassination Question","Actor Bob Odenkirk","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
465,49,"Y","medium",453,"X","high",468,"X","high",360,"X","high",403,"X","medium",332,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","01-09-2024","12:23:00","16:23:00","01-09-2024 16:16","Assassination Question","Actor Bob Odenkirk","Senator","D","Senator Dianne Feinstein (CA)","Chairman Senator Feinstein"
466,201,"X","low",248,"Z","medium",18,"Z","medium",374,"Z","low",105,"X","low",446,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","29-05-2024","09:02:00","12:23:00","29-05-2024 12:22","Apology Cnn Vatican","Turned Movie Different","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
467,35,"Z","low",135,"Z","high",120,"Z","high",343,"Y","high",90,"X","high",447,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","12-06-2024","14:57:00","15:51:00","12-06-2024 15:41","Cnn Montana Nonprofit","Said Alicia Keys","Senator","D","Senator Dianne Feinstein (CA)","Chairman Senator Feinstein"
468,177,"X","high",303,"X","high",138,"Z","low",341,"Y","low",449,"Z","low",329,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","31-12-2024","14:36:00","16:27:00","31-12-2024 16:20","Basketball Legend Says","Point Tally Nba","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
469,338,"Y","high",441,"X","high",240,"Z","high",386,"X","low",323,"Y","high",34,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","11-01-2024","09:34:00","11:49:00","11-01-2024 11:43","Making Racism","Coronavirus Pandemic Late","Senator","D","Senator Dianne Feinstein (CA)","Chairman Senator Feinstein"
470,493,"Z","low",225,"X","medium",310,"Z","high",215,"X","low",344,"Z","medium",394,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","06-03-2024","07:28:00","10:23:00","06-03-2024 10:22","Making Racism","Turned Movie Different","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
471,148,"X","low",492,"X","medium",126,"Z","low",410,"Y","low",461,"X","medium",378,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","07-11-2024","11:39:00","13:22:00","07-11-2024 13:17","Amid Inflation","Turned Movie Different","Senator","D","Senator Dianne Feinstein (CA)","Chairman Senator Feinstein"
472,132,"Y","high",130,"Z","low",104,"Z","medium",17,"Z","high",6,"Y","high",151,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","07-04-2024","12:51:00","14:30:00","07-04-2024 14:23","Amid Inflation","Beating Forecasts Covid","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
473,334,"Y","high",426,"Y","medium",240,"X","medium",333,"X","low",254,"Z","medium",81,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","04-10-2024","17:51:00","20:23:00","04-10-2024 20:19","Amid Inflation","Turned Movie Different","Senator","D","Senator Dianne Feinstein (CA)","Chairman Senator Feinstein"
474,458,"Y","low",265,"Y","low",429,"X","medium",269,"Z","low",480,"X","high",66,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","24-08-2024","14:30:00","18:10:00","24-08-2024 18:04","Voice Cnn Masai","Said Alicia Keys","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
475,147,"Z","high",419,"Y","medium",7,"Y","low",4,"Z","high",64,"Z","high",138,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","17-10-2024","18:41:00","21:03:00","17-10-2024 21:02","Basketball Legend Says","Point Tally Nba","Senator","D","Senator Dianne Feinstein (CA)","Chairman Senator Feinstein"
476,419,"X","low",472,"Z","low",182,"Y","low",330,"Z","high",224,"X","low",371,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","01-10-2024","17:46:00","21:19:00","01-10-2024 21:13","Making Racism","Actor Bob Odenkirk","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
477,157,"Y","medium",351,"Z","medium",267,"Y","medium",1,"Z","low",11,"X","high",472,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","25-10-2024","16:27:00","17:26:00","25-10-2024 17:16","New Covid Lockdowns","Coronavirus Pandemic Late","Senator","D","Senator Dianne Feinstein (CA)","Chairman Senator Feinstein"
478,319,"X","high",311,"X","high",117,"Y","medium",352,"Y","medium",162,"X","low",76,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","30-08-2024","12:41:00","15:25:00","30-08-2024 15:21","Voice Cnn Masai","Turned Movie Different","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
479,104,"Y","medium",205,"Z","low",362,"Z","low",262,"X","low",86,"Y","low",207,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","17-11-2024","20:31:00","22:52:00","17-11-2024 22:43","Abortion Travel","Said Alicia Keys","Senator","D","Senator Dianne Feinstein (CA)","Chairman Senator Feinstein"
480,131,"Z","medium",436,"Y","medium",378,"Z","medium",303,"Z","high",127,"X","low",417,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","21-06-2024","13:13:00","14:36:00","21-06-2024 14:34","Abortion Travel","Niger State Television","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
481,491,"X","high",63,"Z","low",419,"Z","medium",304,"Y","high",406,"Y","low",42,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","19-05-2024","14:52:00","15:36:00","19-05-2024 15:32","Abortion Travel","Said Alicia Keys","Senator","R","Senator Orrin Hatch (UT)","Kavanaugh Dissents President"
482,194,"Y","medium",145,"Z","medium",393,"Z","high",150,"Y","medium",137,"Y","low",471,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","19-02-2024","09:44:00","13:35:00","19-02-2024 13:29","Voice Cnn Masai","Actor Bob Odenkirk","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
483,8,"X","high",65,"Y","low",420,"Y","medium",311,"Y","low",406,"Y","high",9,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","29-10-2024","07:42:00","10:13:00","29-10-2024 10:05","Cnn Montana Nonprofit","Niger State Television","Senator","R","Senator Orrin Hatch (UT)","Analyze Senator"
484,386,"X","high",138,"Y","low",182,"Y","low",110,"X","high",447,"X","medium",141,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","03-01-2024","19:45:00","22:27:00","03-01-2024 22:21","Cnn Montana Nonprofit","Turned Movie Different","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
485,63,"Z","low",261,"Y","medium",149,"Y","medium",379,"Y","low",270,"Z","medium",16,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","16-02-2024","21:11:00","22:17:00","16-02-2024 22:09","Cnn Montana Nonprofit","Ravaged Nicaragua Category","Senator","R","Senator Orrin Hatch (UT)","Kozinski Phone Senator"
486,55,"Z","high",167,"X","low",158,"Z","low",45,"Z","medium",269,"Y","medium",380,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","21-01-2024","21:31:00","22:28:00","21-01-2024 22:27","Apology Cnn Vatican","Coronavirus Pandemic Late","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
487,418,"Z","high",210,"X","high",426,"Z","low",70,"Y","high",166,"X","medium",213,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","12-08-2024","12:21:00","13:46:00","12-08-2024 13:40","Cnn Montana Nonprofit","Coronavirus Pandemic Late","Senator","R","Senator Orrin Hatch (UT)","Kozinski Phone Senator"
488,174,"Y","high",115,"Y","high",324,"Y","high",351,"Y","medium",333,"Z","high",218,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","16-12-2024","11:55:00","13:20:00","16-12-2024 13:13","Making Racism","Said Alicia Keys","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
489,69,"Y","medium",176,"Z","low",161,"Z","low",28,"X","low",254,"Y","high",273,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","06-02-2024","17:24:00","19:37:00","06-02-2024 19:34","Amid Inflation","Ravaged Nicaragua Category","Senator","R","Senator Orrin Hatch (UT)","Executive Privilege Limit"
490,256,"Z","medium",248,"Y","high",360,"X","low",485,"Y","high",431,"Z","low",149,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","16-01-2024","19:09:00","22:16:00","16-01-2024 22:06","Abortion Travel","Niger State Television","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
491,140,"Y","medium",106,"Y","medium",116,"Y","medium",15,"X","medium",97,"Y","medium",378,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","10-04-2024","07:54:00","10:13:00","10-04-2024 10:03","Voice Cnn Masai","Turned Movie Different","Senator","R","Senator Orrin Hatch (UT)","Kozinski Phone Senator"
492,316,"Z","high",265,"Y","medium",133,"Z","medium",262,"Y","low",343,"Y","low",215,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","20-03-2024","08:28:00","10:04:00","20-03-2024 09:54","Voice Cnn Masai","International Women","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
493,131,"X","medium",448,"X","high",0,"Z","high",492,"X","high",69,"Z","low",397,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","27-02-2024","16:14:00","20:07:00","27-02-2024 20:00","Amid Inflation","Niger State Television","Senator","R","Senator Orrin Hatch (UT)","Executive Privilege Limit"
494,290,"X","low",438,"Y","medium",483,"Y","high",336,"Z","high",245,"Z","low",323,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","12-05-2024","18:51:00","20:08:00","12-05-2024 20:02","Cnn Montana Nonprofit","Niger State Television","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
495,348,"Y","high",0,"Y","low",117,"X","low",316,"X","medium",44,"Z","high",337,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","22-04-2024","13:23:00","15:33:00","22-04-2024 15:29","Climate Action Opinion","Warming Caused Humans","Senator","R","Senator Orrin Hatch (UT)","Kavanaugh Dissents President"
496,378,"X","low",247,"Z","low",376,"Z","high",346,"X","high",275,"Y","high",494,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","18-04-2024","16:49:00","19:12:00","18-04-2024 19:02","Climate Action Opinion","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
497,256,"X","medium",397,"Z","medium",59,"Z","high",353,"Y","low",425,"Y","low",253,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","06-12-2024","07:11:00","09:32:00","06-12-2024 09:30","Climate Action Opinion","Warming Caused Humans","Senator","R","Senator Orrin Hatch (UT)","Kozinski Phone Senator"
498,307,"X","low",174,"Z","medium",18,"Y","low",80,"Y","high",408,"Y","high",150,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","24-01-2024","07:40:00","10:16:00","24-01-2024 10:08","Climate Action Opinion","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
499,420,"X","medium",115,"Y","high",240,"Z","medium",154,"Z","high",357,"Y","low",363,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","27-05-2024","10:42:00","13:29:00","27-05-2024 13:21","Climate Action Opinion","Warming Caused Humans","Senator","R","Senator Orrin Hatch (UT)","Kavanaugh Dissents President"
500,420,"Z","medium",305,"Z","medium",49,"Y","high",95,"Y","low",288,"Y","low",352,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","21-11-2024","13:52:00","17:12:00","21-11-2024 17:06","Climate Action Opinion","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
501,373,"Y","high",1,"X","medium",72,"Y","medium",105,"Y","high",312,"X","low",241,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","26-06-2024","13:55:00","16:31:00","26-06-2024 16:27","Amid Inflation","Warming Caused Humans","Senator","R","Senator Orrin Hatch (UT)","Kozinski Phone Senator"
502,199,"Z","high",265,"X","low",165,"X","medium",104,"Z","low",49,"Z","low",167,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","28-06-2024","13:41:00","15:52:00","28-06-2024 15:47","Climate Action Opinion","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
503,265,"X","medium",225,"Z","medium",292,"Y","high",318,"Y","medium",363,"X","medium",465,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","22-05-2024","15:18:00","19:15:00","22-05-2024 19:09","Climate Action Opinion","Warming Caused Humans","Senator","R","Senator Orrin Hatch (UT)","Kozinski Phone Senator"
504,483,"X","high",341,"Y","medium",9,"Y","medium",466,"Z","low",340,"X","medium",251,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","09-12-2024","19:17:00","20:28:00","09-12-2024 20:25","Climate Action Opinion","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
505,124,"Y","low",341,"X","medium",63,"Y","medium",279,"Y","medium",71,"X","low",39,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","15-03-2024","11:38:00","13:44:00","15-03-2024 13:41","Climate Action Opinion","Warming Caused Humans","Senator","R","Senator Orrin Hatch (UT)","Kozinski Phone Senator"
506,346,"Z","high",267,"Y","high",168,"X","low",7,"Z","medium",316,"X","medium",315,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","18-06-2024","06:12:00","08:30:00","18-06-2024 08:21","Climate Action Opinion","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
507,396,"Z","high",291,"Z","medium",352,"Y","medium",346,"X","high",192,"Y","medium",40,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","13-10-2024","06:37:00","08:52:00","13-10-2024 08:46","Cnn Montana Nonprofit","Warming Caused Humans","Senator","R","Senator Orrin Hatch (UT)","Kozinski Phone Senator"
508,240,"Z","medium",13,"X","low",48,"Z","low",270,"Z","low",254,"Z","medium",380,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","21-06-2024","13:47:00","15:08:00","21-06-2024 15:04","Climate Action Opinion","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
509,432,"Y","high",490,"Y","high",142,"Z","high",388,"Z","high",254,"X","high",421,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","12-11-2024","16:22:00","19:56:00","12-11-2024 19:46","Climate Action Opinion","Warming Caused Humans","Senator","R","Senator Orrin Hatch (UT)","Kozinski Phone Senator"
510,214,"Z","medium",38,"Z","medium",240,"X","low",188,"Y","high",161,"Z","medium",251,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","11-10-2024","10:21:00","12:39:00","11-10-2024 12:34","Climate Action Opinion","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
511,418,"X","high",488,"Z","medium",154,"Y","low",214,"X","low",458,"X","medium",118,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","27-03-2024","17:56:00","19:29:00","27-03-2024 19:23","Climate Action Opinion","Warming Caused Humans","Senator","R","Senator Orrin Hatch (UT)","Kozinski Phone Senator"
512,322,"Y","low",486,"Y","high",240,"X","medium",329,"Y","high",208,"Z","high",471,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","07-02-2024","15:38:00","16:00:00","07-02-2024 15:53","Climate Action Opinion","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
513,25,"X","high",358,"Z","medium",320,"Z","medium",353,"X","high",256,"Y","high",44,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","17-05-2024","07:30:00","10:34:00","17-05-2024 10:27","Climate Action Opinion","Warming Caused Humans","Senator","R","Senator Orrin Hatch (UT)","Kozinski Phone Senator"
514,411,"X","high",373,"Z","high",33,"Y","medium",110,"X","low",14,"Z","low",53,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","11-09-2024","10:34:00","12:57:00","11-09-2024 12:54","Climate Action Opinion","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
515,348,"Y","high",14,"Y","high",469,"Z","high",293,"Z","low",61,"Z","medium",152,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","04-04-2024","08:37:00","09:13:00","04-04-2024 09:04","Climate Action Opinion","Warming Caused Humans","Senator","R","Senator Orrin Hatch (UT)","Kozinski Phone Senator"
516,111,"Z","high",474,"Z","medium",122,"Y","low",480,"Y","high",140,"Z","low",270,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","07-06-2024","19:13:00","21:36:00","07-06-2024 21:29","Climate Action Opinion","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
517,351,"X","high",265,"Z","high",495,"X","high",32,"Y","medium",489,"Y","low",355,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","28-05-2024","14:04:00","17:39:00","28-05-2024 17:31","Climate Action Opinion","Warming Caused Humans","Senator","R","Senator Orrin Hatch (UT)","Kozinski Phone Senator"
518,255,"Z","high",169,"X","low",364,"Y","low",165,"Z","low",129,"X","low",145,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","20-03-2024","06:06:00","08:12:00","20-03-2024 08:11","Climate Action Opinion","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
519,471,"Y","low",334,"X","high",178,"Y","medium",266,"Z","medium",197,"Y","high",457,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","16-03-2024","12:20:00","16:18:00","16-03-2024 16:12","Abortion Travel","International Women","Senator","R","Senator Orrin Hatch (UT)","Kavanaugh Dissents President"
520,152,"Z","low",267,"Z","high",151,"Z","low",462,"Z","medium",427,"Z","high",408,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","14-08-2024","19:20:00","19:44:00","14-08-2024 19:40","Climate Action Opinion","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
521,131,"X","medium",180,"X","low",473,"Z","low",484,"X","high",159,"Y","medium",115,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","13-08-2024","20:51:00","21:24:00","13-08-2024 21:23","Climate Action Opinion","Warming Caused Humans","Senator","R","Senator Orrin Hatch (UT)","Kavanaugh Dissents President"
522,29,"Z","high",160,"Z","low",498,"Z","low",294,"X","low",406,"X","high",31,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","25-06-2024","07:55:00","10:20:00","25-06-2024 10:18","Climate Action Opinion","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
523,393,"X","low",59,"Z","low",306,"Z","low",273,"Z","low",59,"Y","high",350,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","11-03-2024","14:25:00","16:19:00","11-03-2024 16:16","Climate Action Opinion","Warming Caused Humans","Senator","R","Senator Orrin Hatch (UT)","Kozinski Phone Senator"
524,492,"Y","medium",454,"Z","low",23,"Y","medium",245,"X","low",66,"X","medium",87,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","08-05-2024","08:52:00","09:53:00","08-05-2024 09:50","Climate Action Opinion","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
525,344,"Z","low",332,"Y","high",240,"Y","high",222,"X","high",6,"Z","low",140,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","23-07-2024","16:40:00","19:47:00","23-07-2024 19:38","Companies Pulling Russia","Niger State Television","Senator","R","Senator Orrin Hatch (UT)","Analyze Senator"
