id,Parch,Ticket,Fare,Cabin,Embarked,ExtraCol3,ExtraCol4,ExtraCol5,ExtraCol6,ExtraCol7,ExtraCol8,ExtraCol9,ExtraCol10,ExtraCol11,ExtraCol19,ExtraCol20,ExtraCol21,ExtraCol22,ExtraCol23,ExtraCol24
585,0,3411,8.7125,,C,unknown,71,,high,29,C,medium,46,X,282,Z,low,449,Y,high
586,2,110413,79.65,E68,S,,,A,,,A,high,37,,122,,medium,156,X,medium
587,0,237565,15,,S,,,,,32,A,,41,Z,235,Z,low,,X,medium
588,1,13567,79.2,B41,C,medium,31,C,,3,,,1,Y,400,X,medium,41,X,medium
589,0,14973,8.05,,S,unknown,35,A,unknown,16,,medium,10,,367,Y,high,348,Z,low
590,0,A./5. 3235,8.05,,S,medium,,B,unknown,30,A,low,75,X,139,Z,high,459,X,low
591,0,STON/O 2. 3101273,7.125,,S,low,1,A,low,98,D,medium,36,Z,,,low,72,Y,medium
592,0,36947,78.2667,D20,C,high,,D,unknown,20,D,,,Y,2,Z,medium,408,Z,low
593,0,A/5 3902,7.25,,S,unknown,12,,,50,D,medium,39,,172,Y,low,377,Z,high
594,2,364848,7.75,,Q,low,,D,low,,B,medium,99,Y,9,,low,235,X,medium
595,0,SC/AH 29037,26,,S,medium,55,,,35,A,medium,,Z,64,Z,high,111,Z,medium
596,1,345773,24.15,,S,medium,,,high,91,,,18,,489,,,326,Z,medium
597,0,248727,33,,S,low,34,B,unknown,9,C,high,58,,427,Y,medium,297,Y,high
598,0,LINE,0,,S,high,77,,low,87,A,high,,Y,279,Y,high,405,X,medium
599,0,2664,7.225,,C,medium,,,,74,D,unknown,14,Z,387,X,high,282,Z,low
600,0,PC 17485,56.9292,A20,C,low,1,A,,,B,high,,Z,244,Y,low,24,Y,medium
601,1,243847,27,,S,medium,,D,medium,76,,high,,Y,300,Y,low,101,Y,low
602,0,349214,7.8958,,S,unknown,2,,,42,A,high,73,X,458,X,medium,190,Y,medium
603,0,113796,42.4,,S,unknown,52,D,unknown,97,B,high,56,Z,39,Y,high,245,X,medium
604,0,364511,8.05,,S,high,87,A,unknown,3,,low,65,Y,,X,low,174,Y,medium
605,0,111426,26.55,,C,medium,,D,medium,2,,medium,26,Y,59,Y,medium,439,X,medium
606,0,349910,15.55,,S,unknown,,,,,C,,28,Z,397,X,high,140,X,medium
607,0,349246,7.8958,,S,low,,B,high,93,D,low,63,Y,411,Z,high,340,Y,high
608,0,113804,30.5,,S,high,78,A,low,6,C,unknown,35,Y,360,Z,medium,180,X,high
609,2,SC/Paris 2123,41.5792,,C,,,,high,77,,,,X,304,Z,high,496,Z,high
610,0,PC 17582,153.4625,C125,S,high,28,,unknown,93,C,,15,Z,238,Z,high,458,Z,low
611,5,347082,31.275,,S,low,0,,,,,low,30,Y,11,X,high,392,Y,medium
612,0,SOTON/O.Q. 3101305,7.05,,S,high,44,B,low,86,,unknown,10,Z,387,Y,high,382,Y,low
613,0,367230,15.5,,Q,high,61,,low,75,D,low,8,X,446,X,high,321,X,medium
614,0,370377,7.75,,Q,unknown,,C,high,,C,,,Z,482,X,low,293,X,high
615,0,364512,8.05,,S,low,93,A,low,85,B,low,48,Y,170,Y,low,281,Z,medium
616,2,220845,65,,S,,,,unknown,69,B,unknown,14,X,100,Y,medium,13,Y,high
617,1,347080,14.4,,S,unknown,78,B,low,1,,low,9,X,326,X,high,,Z,high
618,0,A/5. 3336,16.1,,S,,2,,low,,,unknown,87,X,8,X,high,,X,high
619,1,230136,39,F4,S,high,85,,medium,,A,high,51,X,30,Y,high,263,X,high
620,0,31028,10.5,,S,low,75,A,unknown,,,low,71,Y,410,X,low,435,Y,high
621,0,2659,14.4542,,C,high,,C,,,,,72,Z,478,X,high,201,Z,high
622,0,11753,52.5542,D19,S,,58,D,medium,,B,unknown,10,Z,201,Y,,56,Y,low
623,1,2653,15.7417,,C,,,D,high,29,,low,,Z,253,X,low,417,Z,low
624,0,350029,7.8542,,S,low,90,,,19,D,unknown,,Y,,Z,high,254,X,medium
625,0,54636,16.1,,S,high,55,A,unknown,8,D,,44,Y,69,Z,high,470,Z,high
626,0,36963,32.3208,D50,S,,,,low,63,,,86,X,111,Z,medium,106,Y,medium
627,0,219533,12.35,,Q,medium,61,D,unknown,95,D,medium,,X,149,X,low,239,X,low
628,0,13502,77.9583,D9,S,,68,C,unknown,,D,,,Y,,Y,low,333,Y,high
629,0,349224,7.8958,,S,unknown,,C,,,D,medium,10,Z,,Z,high,68,Z,high
630,0,334912,7.7333,,Q,high,81,B,,,,unknown,61,X,360,Y,low,498,Z,medium
631,0,27042,30,A23,S,,20,C,medium,17,B,,88,X,97,X,medium,304,X,high
632,0,347743,7.0542,,S,,89,A,unknown,21,,,57,X,476,Z,low,85,Z,high
633,0,13214,30.5,B50,C,low,55,,unknown,28,D,unknown,80,X,441,X,low,370,X,high
634,0,112052,0,,S,high,32,,high,68,,medium,53,X,237,Z,high,439,Y,low
635,2,347088,27.9,,S,high,,,,29,D,low,41,X,112,X,high,186,,low
636,0,237668,13,,S,unknown,1,A,,82,,unknown,,X,488,Z,medium,,Z,medium
637,0,STON/O 2. 3101292,7.925,,S,unknown,74,A,high,36,C,,15,Y,404,X,medium,373,Y,high
638,1,C.A. 31921,26.25,,S,,37,,,10,A,,,Z,,Z,medium,72,,high
639,5,3101295,39.6875,,S,,84,D,unknown,9,B,,,X,133,Y,medium,265,Y,low
640,0,376564,16.1,,S,medium,23,C,high,40,C,unknown,,X,,,high,,Z,high
641,0,350050,7.8542,,S,,92,,high,40,A,unknown,,Z,185,Z,high,150,Z,medium
642,0,PC 17477,69.3,B35,C,high,94,B,low,,A,high,99,X,337,Z,low,149,X,high
643,2,347088,27.9,,S,unknown,10,C,,47,C,,23,Z,416,Z,low,314,Y,high
644,0,1601,56.4958,,S,,64,D,,16,A,medium,72,Y,244,Y,high,375,X,low
645,1,2666,19.2583,,C,,93,B,,21,,high,87,Z,24,,medium,194,Y,medium
646,0,PC 17572,76.7292,D33,C,,32,C,high,56,B,unknown,83,X,281,,medium,73,Y,low
647,0,349231,7.8958,,S,unknown,,C,medium,33,,low,,,429,X,high,393,Z,medium
648,0,13213,35.5,A26,C,high,,D,unknown,67,,,17,Y,111,X,medium,86,X,high
649,0,S.O./P.P. 751,7.55,,S,low,47,D,,92,,high,46,X,479,X,medium,,Z,high
650,0,CA. 2314,7.55,,S,low,2,C,low,35,C,high,77,X,181,Y,medium,161,Z,high
651,0,349221,7.8958,,S,unknown,84,C,,55,C,unknown,61,Z,342,Z,low,409,Y,medium
652,1,231919,23,,S,unknown,,D,medium,,B,,,X,350,Y,high,378,Y,low
653,0,8475,8.4333,,S,unknown,,,low,21,,low,21,Y,91,X,high,153,,medium
654,0,330919,7.8292,,Q,low,25,,,51,D,low,65,Z,,Y,high,259,X,medium
655,0,365226,6.75,,Q,high,1,C,high,30,D,unknown,42,X,474,X,medium,479,Z,medium
656,0,S.O.C. 14879,73.5,,S,unknown,,C,,62,D,,,X,350,Y,low,359,Y,low
657,0,349223,7.8958,,S,high,2,A,low,74,,high,93,Y,315,Z,medium,379,X,high
658,1,364849,15.5,,Q,high,79,C,unknown,14,C,medium,0,X,151,X,low,43,Y,
659,0,29751,13,,S,,51,,unknown,18,A,medium,23,Z,54,Z,high,120,Z,medium
660,2,35273,113.275,D48,C,low,,,high,2,D,unknown,91,X,135,X,medium,52,Z,low
661,0,PC 17611,133.65,,S,medium,81,C,low,1,A,,,X,273,Z,low,489,X,
662,0,2623,7.225,,C,,89,,,,,,30,X,346,X,medium,171,Z,medium
663,0,5727,25.5875,E58,S,low,12,D,high,70,D,unknown,,X,159,X,high,249,,medium
664,0,349210,7.4958,,S,low,,C,high,,,unknown,,X,107,Y,low,275,X,
665,0,STON/O 2. 3101285,7.925,,S,,12,B,,40,D,high,,Y,124,Y,medium,261,Y,high
666,0,S.O.C. 14879,73.5,,S,unknown,68,D,unknown,,B,low,30,Y,480,Y,high,26,Z,medium
667,0,234686,13,,S,high,56,B,unknown,72,,high,53,Y,,X,high,454,X,low
668,0,312993,7.775,,S,high,8,B,high,80,A,high,,X,495,Z,high,190,Y,low
669,0,A/5 3536,8.05,,S,,23,,,73,,high,,X,3,Z,medium,459,Y,low
670,0,19996,52,C126,S,low,53,D,high,,,low,79,X,229,Z,medium,382,X,low
671,1,29750,39,,S,medium,,C,low,52,B,,62,X,228,Z,medium,,X,high
672,0,F.C. 12750,52,B71,S,,34,,,52,A,unknown,,Z,200,Z,medium,351,Y,low
673,0,C.A. 24580,10.5,,S,unknown,,D,,64,A,medium,98,X,195,X,,489,X,high
674,0,244270,13,,S,,99,A,low,79,B,medium,,X,39,Y,low,151,X,medium
675,0,239856,0,,S,,76,,high,,,low,89,Y,16,Z,high,164,X,medium
676,0,349912,7.775,,S,medium,,C,high,67,C,unknown,,X,389,X,medium,335,X,high
677,0,342826,8.05,,S,medium,,D,,83,A,low,92,Y,220,Y,medium,116,,high
678,0,4138,9.8417,,S,unknown,,B,high,,,medium,78,Y,81,X,medium,401,X,low
679,6,CA 2144,46.9,,S,medium,51,D,unknown,41,C,medium,21,,,Z,medium,14,,high
680,1,PC 17755,512.3292,B51 B53 B55,C,unknown,44,A,unknown,,B,,20,X,466,Z,high,448,Z,low
681,0,330935,8.1375,,Q,,83,D,medium,2,,,54,,233,X,medium,173,Y,medium
682,0,PC 17572,76.7292,D49,C,,,A,,,D,unknown,50,Z,495,Z,medium,,Z,medium
683,0,6563,9.225,,S,,,,,80,B,unknown,23,Y,80,Y,medium,301,X,low
684,2,CA 2144,46.9,,S,medium,,,high,17,,high,26,X,61,Z,low,137,Z,medium
685,1,29750,39,,S,,6,D,low,,B,low,89,Y,281,X,low,152,X,medium
686,2,SC/Paris 2123,41.5792,,C,,69,D,,90,,unknown,,Y,341,X,,240,X,high
687,1,3101295,39.6875,,S,,65,,high,49,,medium,,Z,490,Z,,289,Z,high
688,0,349228,10.1708,,S,unknown,58,D,medium,48,B,,,Z,232,,,68,Y,medium
689,0,350036,7.7958,,S,low,5,B,high,42,A,medium,15,Y,100,X,low,24,Z,high
690,1,24160,211.3375,B5,S,low,49,C,low,37,,,,X,270,X,high,,Z,
691,0,17474,57,B20,S,high,89,A,medium,38,A,,,,153,Y,medium,177,Y,
692,1,349256,13.4167,,C,medium,23,A,high,55,C,,64,X,89,X,high,291,X,high
693,0,1601,56.4958,,S,,69,A,high,,A,,,Z,44,Z,medium,374,Y,high
694,0,2672,7.225,,C,low,85,C,unknown,,A,,23,Y,361,Z,high,307,Y,low
695,0,113800,26.55,,S,,,,unknown,86,D,medium,18,Y,321,Z,,52,Y,high
696,0,248731,13.5,,S,medium,51,D,,11,A,unknown,,,83,,high,498,X,low
697,0,363592,8.05,,S,medium,,,low,30,B,,7,Y,279,Y,low,357,Z,medium
698,0,35852,7.7333,,Q,high,69,C,,75,C,unknown,,Y,442,Y,low,24,Y,high
699,1,17421,110.8833,C68,C,,,,low,54,B,medium,86,X,409,,low,381,Z,high
700,0,348121,7.65,F G63,S,medium,,B,,33,B,medium,30,Y,226,Y,,440,Y,
701,0,PC 17757,227.525,C62 C64,C,low,,A,low,31,,low,,X,28,Y,medium,284,,high
702,0,PC 17475,26.2875,E24,S,high,71,,,11,,,,X,317,Y,high,416,X,low
703,1,2691,14.4542,,C,low,24,C,low,,D,low,25,X,258,Y,high,443,,
704,0,36864,7.7417,,Q,medium,75,,high,,C,medium,6,Y,460,Z,low,482,X,medium
705,0,350025,7.8542,,S,,54,C,,41,D,unknown,,Z,276,Y,medium,477,X,
706,0,250655,26,,S,low,93,D,high,,C,high,2,X,368,Z,medium,96,Z,medium
707,0,223596,13.5,,S,medium,65,C,high,27,,high,42,X,264,X,low,17,Y,low
708,0,PC 17476,26.2875,E24,S,,,A,low,,,unknown,3,Y,270,Y,medium,325,Y,medium
709,0,113781,151.55,,S,unknown,97,B,,,C,unknown,,X,158,Y,low,339,X,high
710,1,2661,15.2458,,C,unknown,99,D,unknown,40,C,unknown,,X,201,Z,high,,X,high
711,0,PC 17482,49.5042,C90,C,low,74,A,high,25,D,,32,Y,147,X,low,118,Y,medium
712,0,113028,26.55,C124,S,high,59,A,medium,63,,,,Y,231,X,low,474,X,low
713,0,19996,52,C126,S,high,11,D,unknown,54,B,,,X,475,Y,low,204,Y,high
714,0,7545,9.4833,,S,medium,,,,57,A,,,X,170,Z,,370,Z,high
715,0,250647,13,,S,medium,47,D,,,,high,,X,231,Y,high,311,Y,high
716,0,348124,7.65,F G73,S,,78,,low,72,,medium,36,Z,473,Y,high,447,Y,high
717,0,PC 17757,227.525,C45,C,medium,58,C,,,D,,,Y,75,X,high,356,X,high
718,0,34218,10.5,E101,S,low,43,C,,83,C,low,25,,126,Z,high,,Y,medium
719,0,36568,15.5,,Q,,,A,low,42,A,,,X,246,Z,medium,420,Z,high
720,0,347062,7.775,,S,medium,,,,40,C,medium,73,Z,204,X,low,27,Y,medium
721,1,248727,33,,S,,,,,38,B,low,75,,170,Z,medium,352,Z,high
722,0,350048,7.0542,,S,low,,D,medium,42,,unknown,51,Z,389,X,low,293,Z,low
723,0,12233,13,,S,low,,,low,66,B,medium,75,Z,249,Y,low,388,Z,low
724,0,250643,13,,S,unknown,87,D,low,49,C,medium,59,Y,182,Z,high,112,Y,low
725,0,113806,53.1,E8,S,low,11,D,unknown,12,A,medium,,Z,,Z,low,299,X,medium
726,0,315094,8.6625,,S,high,40,A,unknown,56,C,medium,35,Z,443,X,low,142,X,high
727,0,31027,21,,S,high,51,,,,D,unknown,51,Z,491,X,medium,58,Z,
728,0,36866,7.7375,,Q,high,,C,low,10,,high,,X,121,Z,low,287,Y,high
729,0,236853,26,,S,unknown,16,C,,,A,low,76,X,20,X,high,10,Z,high
730,0,STON/O2. 3101271,7.925,,S,,,D,,31,A,low,,Z,15,Z,high,46,Z,high
731,0,24160,211.3375,B5,S,,59,,medium,,,,5,Z,222,X,medium,264,Y,medium
732,0,2699,18.7875,,C,low,,,medium,17,D,,49,Y,314,X,low,449,X,low
733,0,239855,0,,S,,16,B,high,,D,,7,X,25,Y,high,357,Z,medium
734,0,28425,13,,S,high,42,D,,,,unknown,19,Y,254,Z,medium,7,X,low
735,0,233639,13,,S,unknown,72,D,,13,B,medium,37,Y,199,X,low,54,Y,low
736,0,54636,16.1,,S,medium,73,,unknown,,A,,0,Y,466,Z,high,215,X,high
737,3,W./C. 6608,34.375,,S,,19,C,unknown,31,B,low,22,Y,301,Z,high,214,X,
738,0,PC 17755,512.3292,B101,C,unknown,,,medium,58,B,medium,54,,211,X,medium,19,Y,high
739,0,349201,7.8958,,S,high,89,,,56,C,medium,37,Y,293,X,medium,128,Y,medium
740,0,349218,7.8958,,S,unknown,22,A,,,D,,89,Z,67,Y,high,63,Y,medium
741,0,16988,30,D45,S,,2,C,medium,58,D,,9,X,237,Y,low,,Y,high
742,0,19877,78.85,C46,S,medium,95,,unknown,56,,low,,Z,164,X,medium,329,Y,medium
743,2,PC 17608,262.375,B57 B59 B63 B66,C,,52,A,,8,A,high,59,Z,90,Y,medium,195,X,high
744,0,376566,16.1,,S,high,77,,,,,medium,64,Y,196,Z,medium,285,X,low
745,0,STON/O 2. 3101288,7.925,,S,low,32,,,11,B,medium,67,Y,319,X,,100,Z,medium
746,1,WE/P 5735,71,B22,S,unknown,,A,,43,B,low,5,Y,291,X,low,425,Z,
747,1,C.A. 2673,20.25,,S,low,,D,medium,36,C,low,79,Y,481,Z,low,2,,high
748,0,250648,13,,S,medium,,A,,,C,medium,33,Z,137,Y,medium,252,X,high
749,0,113773,53.1,D30,S,,47,C,unknown,,D,medium,65,,349,Z,high,160,Z,low
750,0,335097,7.75,,Q,high,,,unknown,,C,,,Y,275,Y,medium,225,Z,medium
751,1,29103,23,,S,high,,B,low,41,,unknown,39,,436,Z,low,258,,low
752,1,392096,12.475,E121,S,unknown,,A,unknown,6,A,,70,Y,454,Z,high,323,X,high
753,0,345780,9.5,,S,,91,,,0,,medium,93,Y,353,Y,medium,464,X,medium
754,0,349204,7.8958,,S,,,A,,54,D,,87,Y,211,Y,high,280,Z,low
755,2,220845,65,,S,,,,medium,,D,high,,Y,266,Y,low,113,Z,high
756,1,250649,14.5,,S,unknown,51,D,medium,54,B,medium,53,Y,325,X,low,,Y,high
757,0,350042,7.7958,,S,medium,,D,,72,,,52,Z,402,Y,high,256,X,low
758,0,29108,11.5,,S,,82,,unknown,75,A,,96,Z,114,Y,low,432,Y,low
759,0,363294,8.05,,S,unknown,72,D,,87,A,medium,20,Z,436,Z,low,283,X,low
760,0,110152,86.5,B77,S,,14,,,,C,,95,Y,400,Z,,434,X,low
761,0,358585,14.5,,S,low,58,D,medium,88,C,low,64,Z,44,Y,low,324,X,medium
762,0,SOTON/O2 3101272,7.125,,S,unknown,53,,low,79,C,unknown,,Z,134,Z,medium,285,X,high
763,0,2663,7.2292,,C,high,,,low,43,,,,X,117,Y,medium,164,X,low
764,2,113760,120,B96 B98,S,high,,B,medium,50,B,medium,81,Z,289,Y,low,128,Z,medium
765,0,347074,7.775,,S,unknown,,B,,61,A,high,,Z,104,X,medium,49,Y,medium
766,0,13502,77.9583,D11,S,medium,,,,,,,,Y,150,X,low,274,Y,high
767,0,112379,39.6,,C,,51,B,unknown,67,C,,,Z,94,Z,low,460,Y,medium
768,0,364850,7.75,,Q,high,,,unknown,58,B,medium,72,X,33,X,low,6,Z,high
769,0,371110,24.15,,Q,low,,A,high,52,C,unknown,91,Z,229,X,low,476,Z,high
770,0,8471,8.3625,,S,low,4,B,,,B,low,,Y,159,X,medium,429,Y,
771,0,345781,9.5,,S,,35,,unknown,68,C,unknown,,Z,252,Z,medium,219,Z,low
772,0,350047,7.8542,,S,,,D,medium,93,B,high,4,Y,106,X,low,156,Y,low
773,0,S.O./P.P. 3,10.5,E77,S,high,,A,medium,97,B,low,63,Y,143,X,medium,290,X,low
774,0,2674,7.225,,C,medium,,C,low,82,A,low,,Y,446,Y,high,427,Z,medium
775,3,29105,23,,S,low,,D,high,29,C,high,96,Y,402,Y,low,14,Z,low
776,0,347078,7.75,,S,high,44,D,low,,D,,,Z,133,Z,low,224,Y,medium
777,0,383121,7.75,F38,Q,unknown,75,D,high,29,C,low,91,Z,80,X,high,23,Y,low
778,0,364516,12.475,,S,medium,33,A,,,,high,,X,487,Y,medium,322,Z,
779,0,36865,7.7375,,Q,low,15,B,low,,,unknown,0,Y,,X,,38,Y,high
780,1,24160,211.3375,B3,S,,84,D,high,88,A,high,,X,246,X,medium,158,Y,medium
781,0,2687,7.2292,,C,,77,D,medium,68,D,high,63,X,349,X,medium,369,Z,medium
782,0,17474,57,B20,S,,,C,medium,68,A,low,,Z,110,X,low,375,X,
783,0,113501,30,D6,S,medium,,D,high,95,C,high,17,Z,214,Z,low,113,Y,low
784,2,W./C. 6607,23.45,,S,medium,77,C,,68,D,high,91,Z,195,Z,high,256,Z,medium
785,0,SOTON/O.Q. 3101312,7.05,,S,low,74,A,unknown,14,D,low,,Y,360,X,high,92,X,high
786,0,374887,7.25,,S,medium,,D,medium,,B,medium,41,Y,91,Y,high,295,X,low
787,0,3101265,7.4958,,S,unknown,,A,medium,35,D,,29,Z,244,X,low,4,Y,high
788,1,382652,29.125,,Q,medium,59,B,unknown,63,,unknown,,X,416,Z,high,406,X,
789,2,C.A. 2315,20.575,,S,high,,A,low,63,A,low,,,,,medium,11,Y,
790,0,PC 17593,79.2,B82 B84,C,low,77,C,,29,,high,11,,59,Y,medium,304,X,low
791,0,12460,7.75,,Q,low,46,A,unknown,,D,high,,Y,410,X,high,202,Y,low
792,0,239865,26,,S,high,90,,medium,8,D,high,98,Y,436,Y,medium,111,Y,low
793,2,CA. 2343,69.55,,S,low,,D,low,29,D,high,23,X,215,Z,,270,X,high
794,0,PC 17600,30.6958,,C,medium,,,medium,82,B,unknown,77,Y,22,Y,low,70,Y,
795,0,349203,7.8958,,S,medium,91,,unknown,65,B,,2,Z,270,Y,high,289,X,high
796,0,28213,13,,S,low,47,D,unknown,94,,high,89,X,149,Z,medium,322,X,low
797,0,17465,25.9292,D17,S,high,,B,unknown,,A,high,65,Y,293,Z,medium,,Y,high
798,0,349244,8.6833,,S,unknown,,C,,85,,high,22,X,69,X,medium,180,X,
799,0,2685,7.2292,,C,low,87,,,17,C,unknown,88,X,402,Y,low,229,Z,low
800,1,345773,24.15,,S,unknown,75,A,medium,,C,low,,Y,342,Y,medium,478,X,medium
801,0,250647,13,,S,high,16,A,,5,B,unknown,99,Y,322,Y,high,376,Y,high
802,1,C.A. 31921,26.25,,S,,49,A,unknown,9,D,high,59,Y,256,Y,low,2,X,low
803,2,113760,120,B96 B98,S,low,37,D,,23,C,unknown,44,X,110,Z,high,144,Y,low
804,1,2625,8.5167,,C,unknown,64,D,unknown,28,A,medium,5,Y,469,Z,low,12,X,medium
805,0,347089,6.975,,S,low,,,,1,,,26,X,132,X,low,118,Z,medium
806,0,347063,7.775,,S,,71,,,,D,,5,Y,183,Z,low,389,X,medium
807,0,112050,0,A36,S,high,74,,unknown,52,A,,85,Z,463,Z,medium,,Y,high
808,0,347087,7.775,,S,medium,,D,low,65,C,unknown,,Y,20,Y,low,228,Z,medium
809,0,248723,13,,S,low,15,,,65,A,,11,Z,62,,medium,,Y,high
810,0,113806,53.1,E8,S,,62,,,96,,low,,Y,380,X,medium,185,Z,low
811,0,3474,7.8875,,S,low,,,,,,high,97,Z,183,Y,medium,238,,low
812,0,A/4 48871,24.15,,S,high,94,,low,34,B,high,97,Z,289,X,high,414,X,low
813,0,28206,10.5,,S,unknown,77,B,,,,high,71,Z,290,Z,medium,137,Z,low
814,2,347082,31.275,,S,medium,95,,unknown,55,A,low,7,Y,413,X,low,159,X,low
815,0,364499,8.05,,S,,53,B,medium,52,C,,50,X,310,Y,high,68,Y,high
816,0,112058,0,B102,S,low,93,,medium,79,D,medium,94,Y,213,Y,low,109,,low
817,0,STON/O2. 3101290,7.925,,S,,1,,medium,56,B,high,9,Z,274,Z,high,18,Y,
818,1,S.C./PARIS 2079,37.0042,,C,low,28,,,23,D,unknown,79,Y,369,Z,,407,Y,low
819,0,C 7075,6.45,,S,low,0,B,high,,B,high,1,Z,189,Z,high,426,Z,low
820,2,347088,27.9,,S,high,67,,high,96,A,,,Z,85,X,low,210,Y,low
821,1,12749,93.5,B69,S,,51,A,,,C,unknown,,Z,243,X,medium,296,Z,low
822,0,315098,8.6625,,S,,28,,medium,59,D,,,,499,Y,high,124,Z,medium
823,0,19972,0,,S,,30,C,unknown,17,B,unknown,41,X,56,Y,medium,22,Z,low
824,1,392096,12.475,E121,S,,,,unknown,0,D,,,Y,86,X,low,257,Z,low
825,1,3101295,39.6875,,S,high,18,B,high,,C,unknown,84,Y,497,Z,low,79,,high
826,0,368323,6.95,,Q,,51,A,,2,,,32,Z,414,X,high,424,Y,low
827,0,1601,56.4958,,S,unknown,61,,medium,45,,,64,,58,X,medium,139,X,low
828,2,S.C./PARIS 2079,37.0042,,C,,23,,high,88,B,,46,X,106,Z,,368,X,
829,0,367228,7.75,,Q,,22,C,medium,,A,low,43,X,345,,low,131,Y,medium
830,0,113572,80,B28,,medium,,,,,,,79,Y,391,Y,medium,63,Y,high
831,0,2659,14.4542,,C,,,,,85,,low,22,X,366,X,medium,274,X,high
832,1,29106,18.75,,S,high,25,D,low,,C,medium,,Y,430,X,high,91,Z,high
833,0,2671,7.2292,,C,unknown,37,,,65,C,unknown,48,X,,X,high,199,Z,low
834,0,347468,7.8542,,S,unknown,54,C,,78,A,,,Z,438,,medium,146,X,medium
835,0,2223,8.3,,S,medium,18,B,low,,,low,,Y,298,Y,low,441,X,medium
836,1,PC 17756,83.1583,E49,C,,56,D,unknown,42,B,medium,34,Z,237,Y,high,251,,high
837,0,315097,8.6625,,S,low,13,,,39,C,,66,Y,318,Z,low,359,X,medium
838,0,392092,8.05,,S,unknown,14,B,unknown,,B,,47,X,214,Z,,294,X,high
839,0,1601,56.4958,,S,low,23,C,medium,40,D,,,X,303,Z,high,455,X,high
840,0,11774,29.7,C47,C,,28,,unknown,,A,high,52,Z,416,X,high,219,Z,high
841,0,SOTON/O2 3101287,7.925,,S,medium,2,D,,18,A,,,Y,479,Y,high,431,X,high
842,0,S.O./P.P. 3,10.5,,S,unknown,96,B,,17,B,low,,Z,289,X,low,,X,high
843,0,113798,31,,C,,,D,low,71,A,unknown,44,Z,2,X,,460,Y,
844,0,2683,6.4375,,C,medium,,,,76,A,,43,Y,310,Z,medium,347,Y,medium
845,0,315090,8.6625,,S,,,,medium,67,C,medium,27,Y,125,Y,low,490,Z,medium
846,0,C.A. 5547,7.55,,S,low,80,B,,,D,,,X,,Z,high,372,X,medium
847,2,CA. 2343,69.55,,S,,83,D,low,0,C,,,X,440,X,high,155,X,high
848,0,349213,7.8958,,C,low,10,C,unknown,,,medium,,X,223,Z,medium,78,Y,low
849,1,248727,33,,S,,37,,high,46,,,69,X,395,X,low,104,Y,medium
850,0,17453,89.1042,C92,C,medium,,D,unknown,,B,,41,Y,184,X,low,286,Y,medium
851,2,347082,31.275,,S,,57,,high,92,A,unknown,70,Z,303,X,medium,82,,medium
852,0,347060,7.775,,S,medium,0,D,low,86,D,medium,71,Y,332,X,low,118,Y,medium
853,1,2678,15.2458,,C,,,D,medium,77,,low,52,Y,446,Y,low,314,Z,low
854,1,PC 17592,39.4,D28,S,low,,,medium,2,B,,,Z,98,X,low,166,Z,high
855,0,244252,26,,S,,,,low,,,unknown,,Z,280,X,high,340,Z,low
856,1,392091,9.35,,S,,38,,unknown,43,C,high,15,,202,Z,medium,498,X,low
857,1,36928,164.8667,,S,,,B,unknown,,A,,,X,231,X,medium,43,Z,low
858,0,113055,26.55,E17,S,,30,A,,,A,unknown,95,Y,424,Y,medium,320,Z,medium
859,3,2666,19.2583,,C,,29,B,high,29,C,,40,X,67,Z,low,410,Y,
860,0,2629,7.2292,,C,unknown,34,A,high,11,,high,31,X,273,Y,medium,70,X,high
861,0,350026,14.1083,,S,high,30,C,high,32,C,medium,79,Y,193,X,high,391,Y,
862,0,28134,11.5,,S,,,C,low,79,B,high,60,Y,448,X,high,253,Z,medium
863,0,17466,25.9292,D17,S,medium,4,C,high,,A,unknown,,,108,Z,low,314,Y,high
864,2,CA. 2343,69.55,,S,high,27,C,unknown,,,low,9,X,116,Z,low,25,X,low
865,0,233866,13,,S,,31,B,,59,B,,80,Z,45,Y,high,217,,low
866,0,236852,13,,S,high,,C,high,9,,unknown,,Y,219,Z,high,183,,
867,0,SC/PARIS 2149,13.8583,,C,,87,D,,,,,,Y,5,X,high,76,Z,high
868,0,PC 17590,50.4958,A24,S,,67,A,high,15,,,,,250,X,medium,381,Y,medium
869,0,345777,9.5,,S,high,,B,,26,,,,X,111,Z,medium,252,Z,high
870,1,347742,11.1333,,S,high,,D,medium,97,,medium,,Y,200,Z,high,439,Z,medium
871,0,349248,7.8958,,S,medium,,,,50,A,low,,X,302,Y,high,79,Z,medium
872,1,11751,52.5542,D35,S,low,90,D,unknown,19,,low,63,X,342,Y,high,365,Y,high
873,0,695,5,B51 B53 B55,S,low,45,,low,50,A,low,84,Z,30,Z,,302,Z,high
874,0,345765,9,,S,,68,B,medium,7,B,,61,Z,74,Y,high,325,X,medium
875,0,P/PP 3381,24,,C,medium,38,A,,31,A,unknown,77,Y,158,Y,low,154,X,high
876,0,2667,7.225,,C,,49,D,,,D,,34,X,259,Y,low,345,Z,medium
877,0,7534,9.8458,,S,,48,,medium,,A,unknown,28,X,441,Y,medium,123,Z,medium
878,0,349212,7.8958,,S,,,A,high,89,,,26,Y,69,Y,medium,381,X,low
879,0,349217,7.8958,,S,medium,,A,low,,A,medium,11,,33,Y,medium,220,Y,low
