id,SibSp,Parch,Ticket,Fare,Cabin,Embarked,ExtraCol1,ExtraCol2,ExtraCol3,ExtraCol4,ExtraCol5,ExtraCol6,ExtraCol7,ExtraCol8,ExtraCol9,ExtraCol10
759,0,0,363294,8.05,,S,,D,unknown,72,D,,87,A,medium,20
760,0,0,110152,86.5,B77,S,,A,,14,,,,C,,95
761,0,0,358585,14.5,,S,17,B,low,58,D,medium,88,C,low,64
762,0,0,SOTON/O2 3101272,7.125,,S,55,,unknown,53,,low,79,C,unknown,
763,0,0,2663,7.2292,,C,,C,high,,,low,43,,,
764,1,2,113760,120,B96 B98,S,93,B,high,,B,medium,50,B,medium,81
765,0,0,347074,7.775,,S,36,C,unknown,,B,,61,A,high,
766,1,0,13502,77.9583,D11,S,78,,medium,,,,,,,
767,0,0,112379,39.6,,C,61,D,,51,B,unknown,67,C,,
768,0,0,364850,7.75,,Q,47,,high,,,unknown,58,B,medium,72
769,1,0,371110,24.15,,Q,,A,low,,A,high,52,C,unknown,91
770,0,0,8471,8.3625,,S,37,B,low,4,B,,,B,low,
771,0,0,345781,9.5,,S,65,A,,35,,unknown,68,C,unknown,
772,0,0,350047,7.8542,,S,98,D,,,D,medium,93,B,high,4
773,0,0,S.O./P.P. 3,10.5,E77,S,0,,high,,A,medium,97,B,low,63
774,0,0,2674,7.225,,C,,B,medium,,C,low,82,A,low,
775,1,3,29105,23,,S,,,low,,D,high,29,C,high,96
776,0,0,347078,7.75,,S,,,high,44,D,low,,D,,
777,0,0,383121,7.75,F38,Q,42,B,unknown,75,D,high,29,C,low,91
778,0,0,364516,12.475,,S,11,,medium,33,A,,,,high,
779,0,0,36865,7.7375,,Q,,A,low,15,B,low,,,unknown,0
780,0,1,24160,211.3375,B3,S,85,B,,84,D,high,88,A,high,
781,0,0,2687,7.2292,,C,87,B,,77,D,medium,68,D,high,63
782,1,0,17474,57,B20,S,63,D,,,C,medium,68,A,low,
783,0,0,113501,30,D6,S,12,D,medium,,D,high,95,C,high,17
784,1,2,W./C. 6607,23.45,,S,,D,medium,77,C,,68,D,high,91
785,0,0,SOTON/O.Q. 3101312,7.05,,S,,,low,74,A,unknown,14,D,low,
786,0,0,374887,7.25,,S,58,,medium,,D,medium,,B,medium,41
787,0,0,3101265,7.4958,,S,,B,unknown,,A,medium,35,D,,29
788,4,1,382652,29.125,,Q,68,B,medium,59,B,unknown,63,,unknown,
789,1,2,C.A. 2315,20.575,,S,,,high,,A,low,63,A,low,
790,0,0,PC 17593,79.2,B82 B84,C,,D,low,77,C,,29,,high,11
791,0,0,12460,7.75,,Q,,A,low,46,A,unknown,,D,high,
792,0,0,239865,26,,S,45,B,high,90,,medium,8,D,high,98
793,8,2,CA. 2343,69.55,,S,,C,low,,D,low,29,D,high,23
794,0,0,PC 17600,30.6958,,C,,C,medium,,,medium,82,B,unknown,77
795,0,0,349203,7.8958,,S,43,B,medium,91,,unknown,65,B,,2
796,0,0,28213,13,,S,29,C,low,47,D,unknown,94,,high,89
797,0,0,17465,25.9292,D17,S,96,,high,,B,unknown,,A,high,65
798,0,0,349244,8.6833,,S,,A,unknown,,C,,85,,high,22
799,0,0,2685,7.2292,,C,31,,low,87,,,17,C,unknown,88
800,1,1,345773,24.15,,S,,C,unknown,75,A,medium,,C,low,
801,0,0,250647,13,,S,1,,high,16,A,,5,B,unknown,99
802,1,1,C.A. 31921,26.25,,S,,,,49,A,unknown,9,D,high,59
803,1,2,113760,120,B96 B98,S,51,,low,37,D,,23,C,unknown,44
804,0,1,2625,8.5167,,C,91,C,unknown,64,D,unknown,28,A,medium,5
805,0,0,347089,6.975,,S,,C,low,,,,1,,,26
806,0,0,347063,7.775,,S,,,,71,,,,D,,5
807,0,0,112050,0,A36,S,,D,high,74,,unknown,52,A,,85
808,0,0,347087,7.775,,S,11,D,medium,,D,low,65,C,unknown,
809,0,0,248723,13,,S,,A,low,15,,,65,A,,11
810,1,0,113806,53.1,E8,S,99,D,,62,,,96,,low,
811,0,0,3474,7.8875,,S,4,A,low,,,,,,high,97
812,0,0,A/4 48871,24.15,,S,87,,high,94,,low,34,B,high,97
813,0,0,28206,10.5,,S,68,,unknown,77,B,,,,high,71
814,4,2,347082,31.275,,S,28,B,medium,95,,unknown,55,A,low,7
815,0,0,364499,8.05,,S,,,,53,B,medium,52,C,,50
816,0,0,112058,0,B102,S,83,B,low,93,,medium,79,D,medium,94
817,0,0,STON/O2. 3101290,7.925,,S,4,C,,1,,medium,56,B,high,9
818,1,1,S.C./PARIS 2079,37.0042,,C,10,A,low,28,,,23,D,unknown,79
819,0,0,C 7075,6.45,,S,66,C,low,0,B,high,,B,high,1
820,3,2,347088,27.9,,S,99,B,high,67,,high,96,A,,
821,1,1,12749,93.5,B69,S,,C,,51,A,,,C,unknown,
822,0,0,315098,8.6625,,S,66,D,,28,,medium,59,D,,
823,0,0,19972,0,,S,13,,,30,C,unknown,17,B,unknown,41
824,0,1,392096,12.475,E121,S,65,,,,,unknown,0,D,,
825,4,1,3101295,39.6875,,S,62,B,high,18,B,high,,C,unknown,84
826,0,0,368323,6.95,,Q,9,,,51,A,,2,,,32
827,0,0,1601,56.4958,,S,68,B,unknown,61,,medium,45,,,64
828,0,2,S.C./PARIS 2079,37.0042,,C,89,A,,23,,high,88,B,,46
829,0,0,367228,7.75,,Q,,C,,22,C,medium,,A,low,43
830,0,0,113572,80,B28,,2,B,medium,,,,,,,79
831,1,0,2659,14.4542,,C,,A,,,,,85,,low,22
832,1,1,29106,18.75,,S,,A,high,25,D,low,,C,medium,
833,0,0,2671,7.2292,,C,45,,unknown,37,,,65,C,unknown,48
834,0,0,347468,7.8542,,S,14,D,unknown,54,C,,78,A,,
835,0,0,2223,8.3,,S,85,,medium,18,B,low,,,low,
836,1,1,PC 17756,83.1583,E49,C,77,A,,56,D,unknown,42,B,medium,34
837,0,0,315097,8.6625,,S,80,B,low,13,,,39,C,,66
838,0,0,392092,8.05,,S,19,D,unknown,14,B,unknown,,B,,47
839,0,0,1601,56.4958,,S,1,C,low,23,C,medium,40,D,,
840,0,0,11774,29.7,C47,C,91,A,,28,,unknown,,A,high,52
841,0,0,SOTON/O2 3101287,7.925,,S,28,,medium,2,D,,18,A,,
842,0,0,S.O./P.P. 3,10.5,,S,65,B,unknown,96,B,,17,B,low,
843,0,0,113798,31,,C,90,D,,,D,low,71,A,unknown,44
844,0,0,2683,6.4375,,C,3,A,medium,,,,76,A,,43
845,0,0,315090,8.6625,,S,0,D,,,,medium,67,C,medium,27
846,0,0,C.A. 5547,7.55,,S,0,C,low,80,B,,,D,,
847,8,2,CA. 2343,69.55,,S,15,,,83,D,low,0,C,,
848,0,0,349213,7.8958,,C,5,,low,10,C,unknown,,,medium,
849,0,1,248727,33,,S,81,,,37,,high,46,,,69
850,1,0,17453,89.1042,C92,C,60,D,medium,,D,unknown,,B,,41
851,4,2,347082,31.275,,S,,A,,57,,high,92,A,unknown,70
852,0,0,347060,7.775,,S,,B,medium,0,D,low,86,D,medium,71
853,1,1,2678,15.2458,,C,96,A,,,D,medium,77,,low,52
854,0,1,PC 17592,39.4,D28,S,23,A,low,,,medium,2,B,,
855,1,0,244252,26,,S,,A,,,,low,,,unknown,
856,0,1,392091,9.35,,S,84,,,38,,unknown,43,C,high,15
857,1,1,36928,164.8667,,S,24,A,,,B,unknown,,A,,
858,0,0,113055,26.55,E17,S,,,,30,A,,,A,unknown,95
859,0,3,2666,19.2583,,C,66,A,,29,B,high,29,C,,40
860,0,0,2629,7.2292,,C,80,A,unknown,34,A,high,11,,high,31
861,2,0,350026,14.1083,,S,96,D,high,30,C,high,32,C,medium,79
862,1,0,28134,11.5,,S,92,A,,,C,low,79,B,high,60
863,0,0,17466,25.9292,D17,S,,,medium,4,C,high,,A,unknown,
864,8,2,CA. 2343,69.55,,S,77,A,high,27,C,unknown,,,low,9
865,0,0,233866,13,,S,84,A,,31,B,,59,B,,80
866,0,0,236852,13,,S,69,C,high,,C,high,9,,unknown,
867,1,0,SC/PARIS 2149,13.8583,,C,81,D,,87,D,,,,,
868,0,0,PC 17590,50.4958,A24,S,,C,,67,A,high,15,,,
869,0,0,345777,9.5,,S,,C,high,,B,,26,,,
870,1,1,347742,11.1333,,S,4,A,high,,D,medium,97,,medium,
871,0,0,349248,7.8958,,S,45,D,medium,,,,50,A,low,
872,1,1,11751,52.5542,D35,S,,A,low,90,D,unknown,19,,low,63
873,0,0,695,5,B51 B53 B55,S,11,C,low,45,,low,50,A,low,84
874,0,0,345765,9,,S,12,B,,68,B,medium,7,B,,61
875,1,0,P/PP 3381,24,,C,69,D,medium,38,A,,31,A,unknown,77
876,0,0,2667,7.225,,C,50,B,,49,D,,,D,,34
877,0,0,7534,9.8458,,S,,,,48,,medium,,A,unknown,28
878,0,0,349212,7.8958,,S,74,,,,A,high,89,,,26
879,0,0,349217,7.8958,,S,54,C,medium,,A,low,,A,medium,11
880,0,1,11767,83.1583,C50,C,63,D,high,73,C,medium,65,A,medium,27
881,0,1,230433,26,,S,8,C,,2,D,unknown,70,C,high,24
882,0,0,349257,7.8958,,S,85,,high,13,D,high,55,D,,75
883,0,0,7552,10.5167,,S,,B,low,84,D,unknown,3,A,,
884,0,0,C.A./SOTON 34068,10.5,,S,,C,medium,56,,low,91,A,unknown,
885,0,0,SOTON/OQ 392076,7.05,,S,81,B,,,D,medium,,B,medium,73
886,0,5,382652,29.125,,Q,73,,high,60,D,unknown,65,D,,
887,0,0,211536,13,,S,5,B,,,,,55,A,low,
888,0,0,112053,30,B42,S,19,A,low,89,B,,65,A,unknown,
889,1,2,W./C. 6607,23.45,,S,1,A,,66,D,medium,35,B,high,21
890,0,0,111369,30,C148,C,27,B,,,D,unknown,84,B,unknown,78
891,0,0,370376,7.75,,Q,,D,unknown,,A,medium,22,A,high,3
