id,ExtraCol2,ExtraCol3,ExtraCol4,ExtraCol5,ExtraCol6,ExtraCol7,ExtraCol8,ExtraCol9,ExtraCol10,ExtraCol11,ExtraCol12,ExtraCol13,ExtraCol14,ExtraCol15,ExtraCol16,ExtraCol17,ExtraCol18,ExtraCol4_quantile_bin,ExtraCol7_quantile_bin,ExtraCol10_quantile_bin,ExtraCol13_quantile_bin,ExtraCol3_freq,ExtraCol5_freq,ExtraCol6_freq,ExtraCol2_freq
319,C,high,53,D,unknown,NA,A,NA,17,NA,medium,495,Y,medium,458,Y,low,ExtraCol4_3,NA,ExtraCol10_1,ExtraCol13_5,452,448,159,153
320,A,high,51,B,low,53,NA,NA,NA,X,high,276,Z,high,189,Z,high,ExtraCol4_2,ExtraCol7_3,NA,ExtraCol13_3,452,147,140,441
321,D,low,51,D,high,NA,NA,low,NA,Z,medium,65,X,medium,415,Z,high,ExtraCol4_2,NA,NA,ExtraCol13_1,157,448,162,155
322,D,high,88,A,low,39,NA,NA,27,X,medium,303,Z,low,453,Y,low,ExtraCol4_4,ExtraCol7_2,ExtraCol10_2,ExtraCol13_3,452,144,140,155
323,C,high,51,B,NA,84,NA,low,11,Y,low,145,X,medium,55,Y,low,ExtraCol4_2,ExtraCol7_5,ExtraCol10_1,ExtraCol13_2,452,147,0,153
324,B,high,51,B,medium,25,NA,high,NA,Z,medium,306,X,medium,379,X,medium,ExtraCol4_2,ExtraCol7_2,NA,ExtraCol13_3,452,147,165,142
325,B,medium,70,D,high,96,B,high,65,Y,medium,190,NA,high,151,Z,medium,ExtraCol4_4,ExtraCol7_5,ExtraCol10_4,ExtraCol13_2,137,448,162,142
326,B,high,30,D,unknown,75,NA,NA,28,X,low,21,Y,medium,54,Z,low,ExtraCol4_1,ExtraCol7_4,ExtraCol10_2,ExtraCol13_1,452,448,159,142
327,C,unknown,99,A,low,89,B,low,13,X,high,318,Y,low,130,Y,low,ExtraCol4_4,ExtraCol7_5,ExtraCol10_1,ExtraCol13_3,145,144,140,153
328,A,high,25,D,high,50,NA,medium,57,Y,high,44,X,low,274,Y,medium,ExtraCol4_1,ExtraCol7_3,ExtraCol10_3,ExtraCol13_1,452,448,162,441
329,C,medium,29,D,low,22,A,low,NA,Z,high,163,Y,low,NA,Z,high,ExtraCol4_1,ExtraCol7_2,NA,ExtraCol13_2,137,448,140,153
330,D,medium,71,A,low,3,D,high,NA,Y,low,309,Z,medium,345,Y,medium,ExtraCol4_4,ExtraCol7_1,NA,ExtraCol13_3,137,144,140,155
331,A,high,78,C,NA,53,NA,low,38,X,low,440,X,NA,116,Y,high,ExtraCol4_4,ExtraCol7_3,ExtraCol10_2,ExtraCol13_5,452,152,0,441
332,C,medium,12,C,high,39,D,high,NA,Z,low,157,X,high,147,Z,NA,ExtraCol4_1,ExtraCol7_2,NA,ExtraCol13_2,137,152,162,153
333,A,high,55,D,low,11,C,unknown,24,Y,high,149,X,low,152,NA,medium,ExtraCol4_3,ExtraCol7_1,ExtraCol10_2,ExtraCol13_2,452,448,140,441
334,C,high,51,B,medium,NA,D,high,28,X,high,150,Y,medium,368,Z,high,ExtraCol4_2,NA,ExtraCol10_2,ExtraCol13_2,452,147,165,153
335,A,high,61,D,NA,97,NA,NA,14,Y,medium,287,Z,low,259,X,medium,ExtraCol4_3,ExtraCol7_5,ExtraCol10_1,ExtraCol13_3,452,448,0,441
336,A,unknown,55,D,medium,NA,D,NA,NA,X,low,96,X,high,11,NA,high,ExtraCol4_3,NA,NA,ExtraCol13_1,145,448,165,441
337,A,medium,51,B,unknown,NA,C,NA,14,Z,medium,NA,Z,medium,38,Y,high,ExtraCol4_2,NA,ExtraCol10_1,NA,137,147,159,441
338,A,medium,51,D,NA,NA,D,NA,68,Z,high,400,Z,medium,37,X,high,ExtraCol4_2,NA,ExtraCol10_4,ExtraCol13_4,137,448,0,441
339,A,high,65,D,NA,NA,NA,NA,NA,X,medium,NA,Y,medium,480,Z,low,ExtraCol4_3,NA,NA,NA,452,448,0,441
340,A,high,67,D,NA,62,NA,unknown,NA,Y,low,482,Z,low,252,Y,low,ExtraCol4_3,ExtraCol7_4,NA,ExtraCol13_5,452,448,0,441
341,A,unknown,51,C,high,41,C,unknown,NA,X,NA,265,NA,low,245,Z,high,ExtraCol4_2,ExtraCol7_3,NA,ExtraCol13_3,145,152,162,441
342,A,low,51,D,medium,NA,A,medium,63,Y,high,313,Z,high,380,NA,high,ExtraCol4_2,NA,ExtraCol10_4,ExtraCol13_3,157,448,165,441
343,B,unknown,72,B,NA,18,NA,medium,75,X,high,308,Y,low,95,Y,medium,ExtraCol4_4,ExtraCol7_1,ExtraCol10_4,ExtraCol13_3,145,147,0,142
344,C,high,77,D,medium,66,A,low,56,Z,medium,472,X,high,15,Y,low,ExtraCol4_4,ExtraCol7_4,ExtraCol10_3,ExtraCol13_5,452,448,165,153
345,A,high,12,B,low,98,A,NA,NA,X,high,332,Z,low,NA,Y,high,ExtraCol4_1,ExtraCol7_5,NA,ExtraCol13_4,452,147,140,441
346,C,high,88,D,low,85,NA,high,25,Z,low,441,Y,low,NA,NA,medium,ExtraCol4_4,ExtraCol7_5,ExtraCol10_2,ExtraCol13_5,452,448,140,153
347,A,unknown,51,D,medium,4,NA,NA,NA,X,high,142,X,high,399,X,low,ExtraCol4_2,ExtraCol7_1,NA,ExtraCol13_2,145,448,165,441
348,A,low,51,C,unknown,11,A,medium,NA,X,low,108,Z,high,409,Y,medium,ExtraCol4_2,ExtraCol7_1,NA,ExtraCol13_1,157,152,159,441
349,A,high,48,D,low,62,B,low,NA,Z,medium,321,Y,high,317,NA,low,ExtraCol4_2,ExtraCol7_4,NA,ExtraCol13_3,452,448,140,441
350,B,low,48,D,NA,92,B,low,49,Z,medium,76,Z,high,454,NA,low,ExtraCol4_2,ExtraCol7_5,ExtraCol10_3,ExtraCol13_1,157,448,0,142
351,A,low,91,D,medium,84,C,NA,90,X,high,55,Z,medium,232,Y,low,ExtraCol4_4,ExtraCol7_5,ExtraCol10_5,ExtraCol13_1,157,448,165,441
352,B,unknown,96,A,high,90,NA,low,27,X,low,105,X,low,120,Z,high,ExtraCol4_4,ExtraCol7_5,ExtraCol10_2,ExtraCol13_1,145,144,162,142
353,C,high,80,A,low,14,C,NA,51,Z,low,135,Z,medium,165,X,low,ExtraCol4_4,ExtraCol7_1,ExtraCol10_3,ExtraCol13_2,452,144,140,153
354,A,medium,65,B,low,51,B,NA,NA,Z,high,48,NA,medium,70,Z,medium,ExtraCol4_3,ExtraCol7_3,NA,ExtraCol13_1,137,147,140,441
355,C,high,10,B,low,72,D,NA,63,Y,medium,364,Z,high,450,Y,low,ExtraCol4_1,ExtraCol7_4,ExtraCol10_4,ExtraCol13_4,452,147,140,153
356,A,medium,91,C,medium,62,B,NA,NA,X,high,291,X,NA,302,NA,NA,ExtraCol4_4,ExtraCol7_4,NA,ExtraCol13_3,137,152,165,441
357,D,medium,13,A,NA,77,B,high,41,X,medium,100,Z,low,386,Z,high,ExtraCol4_1,ExtraCol7_4,ExtraCol10_3,ExtraCol13_1,137,144,0,155
358,C,medium,16,B,unknown,21,A,medium,0,X,medium,141,Z,medium,140,X,high,ExtraCol4_1,ExtraCol7_2,ExtraCol10_1,ExtraCol13_2,137,147,159,153
359,B,medium,6,D,NA,45,D,NA,NA,Z,high,464,Z,high,359,X,low,ExtraCol4_1,ExtraCol7_3,NA,ExtraCol13_5,137,448,0,142
360,C,unknown,94,D,NA,44,NA,low,NA,X,high,NA,Y,high,165,Y,medium,ExtraCol4_4,ExtraCol7_3,NA,NA,145,448,0,153
361,A,medium,51,D,NA,93,B,high,NA,Y,NA,61,Z,medium,223,Z,low,ExtraCol4_2,ExtraCol7_5,NA,ExtraCol13_1,137,448,0,441
362,A,medium,51,D,NA,20,B,unknown,NA,Z,high,306,NA,medium,325,X,medium,ExtraCol4_2,ExtraCol7_1,NA,ExtraCol13_3,137,448,0,441
363,D,high,8,A,medium,32,D,high,14,X,low,161,X,medium,490,Y,low,ExtraCol4_1,ExtraCol7_2,ExtraCol10_1,ExtraCol13_2,452,144,165,155
364,D,unknown,41,D,medium,NA,NA,medium,NA,NA,low,179,Z,medium,279,X,medium,ExtraCol4_2,NA,NA,ExtraCol13_2,145,448,165,155
365,A,medium,72,A,high,15,A,high,79,Z,high,299,Y,medium,355,X,medium,ExtraCol4_4,ExtraCol7_1,ExtraCol10_5,ExtraCol13_3,137,144,162,441
366,B,unknown,99,D,NA,NA,A,unknown,45,X,medium,492,X,low,297,Z,high,ExtraCol4_4,NA,ExtraCol10_3,ExtraCol13_5,145,448,0,142
367,A,medium,51,D,medium,84,C,low,5,X,low,291,Y,medium,211,X,medium,ExtraCol4_2,ExtraCol7_5,ExtraCol10_1,ExtraCol13_3,137,448,165,441
368,A,high,60,D,medium,NA,A,high,6,X,low,476,X,medium,466,Y,high,ExtraCol4_3,NA,ExtraCol10_1,ExtraCol13_5,452,448,165,441
369,B,unknown,83,C,high,70,NA,low,67,X,medium,410,Y,NA,NA,NA,low,ExtraCol4_4,ExtraCol7_4,ExtraCol10_4,ExtraCol13_5,145,152,162,142
370,A,high,90,B,high,59,A,NA,NA,X,medium,389,Y,high,155,X,high,ExtraCol4_4,ExtraCol7_3,NA,ExtraCol13_4,452,147,162,441
371,C,low,27,B,low,NA,D,unknown,NA,Z,high,395,Z,high,447,Z,high,ExtraCol4_1,NA,NA,ExtraCol13_4,157,147,140,153
372,A,high,51,D,NA,30,D,medium,40,X,high,395,Z,low,225,Y,high,ExtraCol4_2,ExtraCol7_2,ExtraCol10_3,ExtraCol13_4,452,448,0,441
373,D,high,51,D,high,99,NA,NA,49,X,high,127,Y,medium,369,NA,high,ExtraCol4_2,ExtraCol7_5,ExtraCol10_3,ExtraCol13_2,452,448,162,155
374,C,medium,93,C,high,NA,NA,medium,16,Z,medium,488,Z,medium,258,Z,low,ExtraCol4_4,NA,ExtraCol10_1,ExtraCol13_5,137,152,162,153
375,A,unknown,11,D,NA,71,B,low,NA,X,high,459,X,NA,383,Y,NA,ExtraCol4_1,ExtraCol7_4,NA,ExtraCol13_5,145,448,0,441
376,A,high,9,B,high,NA,NA,NA,76,X,high,300,Z,medium,435,Z,low,ExtraCol4_1,NA,ExtraCol10_4,ExtraCol13_3,452,147,162,441
377,C,high,51,B,high,NA,C,NA,42,X,high,355,X,NA,211,X,high,ExtraCol4_2,NA,ExtraCol10_3,ExtraCol13_4,452,147,162,153
378,A,high,67,D,medium,NA,NA,low,49,Z,medium,440,Z,high,350,X,medium,ExtraCol4_3,NA,ExtraCol10_3,ExtraCol13_5,452,448,165,441
379,A,low,17,B,high,84,C,low,NA,Z,low,76,Z,NA,253,X,medium,ExtraCol4_1,ExtraCol7_5,NA,ExtraCol13_1,157,147,162,441
380,A,medium,89,D,medium,63,A,unknown,NA,NA,low,32,X,high,399,Y,medium,ExtraCol4_4,ExtraCol7_4,NA,ExtraCol13_1,137,448,165,441
381,B,high,10,B,medium,28,B,NA,98,Z,high,497,X,high,95,Z,medium,ExtraCol4_1,ExtraCol7_2,ExtraCol10_5,ExtraCol13_5,452,147,165,142
382,D,low,51,B,low,96,NA,unknown,81,X,high,277,Z,high,364,Z,medium,ExtraCol4_2,ExtraCol7_5,ExtraCol10_5,ExtraCol13_3,157,147,140,155
383,B,medium,51,A,medium,70,NA,high,NA,Y,high,361,Z,high,297,Y,high,ExtraCol4_2,ExtraCol7_4,NA,ExtraCol13_4,137,144,165,142
384,A,high,51,C,low,42,NA,NA,NA,Y,NA,251,Z,medium,225,X,low,ExtraCol4_2,ExtraCol7_3,NA,ExtraCol13_3,452,152,140,441
385,A,unknown,51,B,NA,13,NA,medium,72,X,medium,258,X,medium,NA,Y,high,ExtraCol4_2,ExtraCol7_1,ExtraCol10_4,ExtraCol13_3,145,147,0,441
386,B,low,84,B,medium,97,B,NA,33,Z,low,18,Y,medium,350,Y,medium,ExtraCol4_4,ExtraCol7_5,ExtraCol10_2,ExtraCol13_1,157,147,165,142
387,B,unknown,10,C,high,NA,C,unknown,51,Y,low,144,Y,high,173,Y,medium,ExtraCol4_1,NA,ExtraCol10_3,ExtraCol13_2,145,152,162,142
388,A,medium,51,A,unknown,NA,NA,low,14,Z,high,43,Z,medium,16,Z,high,ExtraCol4_2,NA,ExtraCol10_1,ExtraCol13_1,137,144,159,441
389,B,high,61,D,low,83,NA,NA,NA,X,low,216,Z,high,474,Y,NA,ExtraCol4_3,ExtraCol7_5,NA,ExtraCol13_2,452,448,140,142
390,A,high,2,D,unknown,60,D,high,NA,Z,medium,10,Z,high,223,Z,low,ExtraCol4_1,ExtraCol7_3,NA,ExtraCol13_1,452,448,159,441
391,A,high,74,C,medium,NA,NA,unknown,72,X,high,401,Y,NA,82,Y,low,ExtraCol4_4,NA,ExtraCol10_4,ExtraCol13_4,452,152,165,441
392,A,unknown,51,C,NA,23,A,unknown,60,X,medium,147,X,medium,112,X,high,ExtraCol4_2,ExtraCol7_2,ExtraCol10_4,ExtraCol13_2,145,152,0,441
393,C,low,75,D,NA,7,A,low,NA,Y,high,370,Z,medium,414,X,medium,ExtraCol4_4,ExtraCol7_1,NA,ExtraCol13_4,157,448,0,153
394,D,low,51,C,unknown,NA,NA,NA,50,X,medium,26,X,high,165,Z,medium,ExtraCol4_2,NA,ExtraCol10_3,ExtraCol13_1,157,152,159,155
395,C,unknown,19,B,low,NA,C,NA,NA,X,high,16,X,low,140,Y,high,ExtraCol4_1,NA,NA,ExtraCol13_1,145,147,140,153
396,A,high,51,D,NA,NA,NA,low,NA,Z,low,NA,X,low,243,X,low,ExtraCol4_2,NA,NA,NA,452,448,0,441
397,A,unknown,6,A,NA,16,A,NA,1,Y,medium,394,Y,low,14,X,low,ExtraCol4_1,ExtraCol7_1,ExtraCol10_1,ExtraCol13_4,145,144,0,441
398,B,medium,53,C,NA,57,C,NA,NA,Y,low,406,X,NA,280,X,medium,ExtraCol4_3,ExtraCol7_3,NA,ExtraCol13_4,137,152,0,142
399,B,high,51,C,high,12,A,low,NA,X,NA,272,NA,high,20,Z,high,ExtraCol4_2,ExtraCol7_1,NA,ExtraCol13_3,452,152,162,142
400,A,low,51,D,medium,NA,A,NA,36,Z,high,306,X,high,417,X,low,ExtraCol4_2,NA,ExtraCol10_2,ExtraCol13_3,157,448,165,441
401,D,medium,20,D,medium,79,A,high,87,Z,medium,344,Z,medium,214,X,high,ExtraCol4_1,ExtraCol7_4,ExtraCol10_5,ExtraCol13_4,137,448,165,155
402,A,low,76,D,NA,NA,C,unknown,64,Z,medium,336,Y,low,109,Y,high,ExtraCol4_4,NA,ExtraCol10_4,ExtraCol13_4,157,448,0,441
403,C,unknown,69,D,NA,94,B,low,60,Y,medium,370,X,medium,227,Y,low,ExtraCol4_3,ExtraCol7_5,ExtraCol10_4,ExtraCol13_4,145,448,0,153
404,A,high,51,C,NA,31,B,NA,NA,Y,low,15,Z,high,87,X,low,ExtraCol4_2,ExtraCol7_2,NA,ExtraCol13_1,452,152,0,441
405,D,unknown,51,D,unknown,94,C,low,50,X,low,214,Y,low,160,X,high,ExtraCol4_2,ExtraCol7_5,ExtraCol10_3,ExtraCol13_2,145,448,159,155
406,A,low,6,D,NA,78,A,high,70,X,NA,419,X,medium,65,NA,low,ExtraCol4_1,ExtraCol7_4,ExtraCol10_4,ExtraCol13_5,157,448,0,441
407,A,low,44,A,unknown,33,NA,unknown,NA,X,low,219,Y,medium,334,X,high,ExtraCol4_2,ExtraCol7_2,NA,ExtraCol13_2,157,144,159,441
408,B,high,51,B,unknown,NA,NA,unknown,60,Y,medium,73,NA,NA,488,Z,high,ExtraCol4_2,NA,ExtraCol10_4,ExtraCol13_1,452,147,159,142
409,A,high,11,D,medium,10,C,medium,17,Z,low,332,Z,medium,242,Y,low,ExtraCol4_1,ExtraCol7_1,ExtraCol10_1,ExtraCol13_4,452,448,165,441
410,B,medium,55,B,high,NA,NA,medium,67,Z,high,151,Y,medium,49,X,NA,ExtraCol4_3,NA,ExtraCol10_4,ExtraCol13_2,137,147,162,142
411,A,medium,51,D,NA,20,C,NA,7,X,low,255,NA,high,37,NA,medium,ExtraCol4_2,ExtraCol7_1,ExtraCol10_1,ExtraCol13_3,137,448,0,441
412,A,high,51,D,NA,26,NA,unknown,31,X,medium,258,X,high,416,Z,medium,ExtraCol4_2,ExtraCol7_2,ExtraCol10_2,ExtraCol13_3,452,448,0,441
413,B,high,51,D,high,41,A,NA,91,X,high,348,Z,medium,174,Y,high,ExtraCol4_2,ExtraCol7_3,ExtraCol10_5,ExtraCol13_4,452,448,162,142
414,A,low,8,B,medium,NA,C,low,NA,X,medium,464,Z,high,148,Z,medium,ExtraCol4_1,NA,NA,ExtraCol13_5,157,147,165,441
415,A,high,67,C,high,80,A,unknown,90,Y,medium,346,Y,high,50,Z,NA,ExtraCol4_3,ExtraCol7_4,ExtraCol10_5,ExtraCol13_4,452,152,162,441
416,A,low,33,D,medium,69,B,NA,35,Z,NA,499,Y,medium,331,X,low,ExtraCol4_2,ExtraCol7_4,ExtraCol10_2,ExtraCol13_5,157,448,165,441
417,A,low,51,D,high,15,NA,unknown,68,X,medium,9,Y,high,31,X,low,ExtraCol4_2,ExtraCol7_1,ExtraCol10_4,ExtraCol13_1,157,448,162,441
418,B,high,19,C,medium,16,NA,low,70,Z,low,NA,X,medium,452,Z,low,ExtraCol4_1,ExtraCol7_1,ExtraCol10_4,NA,452,152,165,142
419,A,medium,97,D,medium,NA,C,NA,NA,Y,medium,208,Z,medium,104,X,medium,ExtraCol4_4,NA,NA,ExtraCol13_2,137,448,165,441
420,C,high,25,D,NA,94,D,medium,NA,Y,medium,364,Z,low,34,Z,low,ExtraCol4_1,ExtraCol7_5,NA,ExtraCol13_4,452,448,0,153
421,A,medium,68,D,NA,NA,C,high,96,Z,high,42,Z,high,NA,X,high,ExtraCol4_3,NA,ExtraCol10_5,ExtraCol13_1,137,448,0,441
422,A,medium,51,B,NA,NA,B,medium,11,Z,medium,263,X,low,177,Z,high,ExtraCol4_2,NA,ExtraCol10_1,ExtraCol13_3,137,147,0,441
423,D,medium,18,D,low,14,A,medium,NA,NA,high,14,Z,high,348,Z,high,ExtraCol4_1,ExtraCol7_1,NA,ExtraCol13_1,137,448,140,155
424,A,high,30,D,low,23,C,medium,44,Y,low,332,NA,high,19,NA,high,ExtraCol4_1,ExtraCol7_2,ExtraCol10_3,ExtraCol13_4,452,448,140,441
425,B,high,1,B,NA,NA,D,unknown,67,X,medium,108,Z,high,430,Z,low,ExtraCol4_1,NA,ExtraCol10_4,ExtraCol13_1,452,147,0,142
426,A,low,51,C,NA,20,B,NA,55,Z,medium,72,Z,low,154,NA,high,ExtraCol4_2,ExtraCol7_1,ExtraCol10_3,ExtraCol13_1,157,152,0,441
427,A,medium,33,D,low,61,NA,NA,NA,Z,high,39,Z,medium,378,Z,medium,ExtraCol4_2,ExtraCol7_4,NA,ExtraCol13_1,137,448,140,441
428,A,low,49,A,unknown,92,NA,low,9,Z,medium,134,Z,high,467,Z,high,ExtraCol4_2,ExtraCol7_5,ExtraCol10_1,ExtraCol13_2,157,144,159,441
429,A,medium,15,B,NA,NA,C,high,51,Y,high,NA,X,medium,267,Y,high,ExtraCol4_1,NA,ExtraCol10_3,NA,137,147,0,441
430,A,high,82,D,high,60,C,high,83,X,low,492,X,medium,167,NA,medium,ExtraCol4_4,ExtraCol7_3,ExtraCol10_5,ExtraCol13_5,452,448,162,441
431,B,medium,21,B,low,NA,A,high,NA,NA,high,40,X,medium,156,NA,low,ExtraCol4_1,NA,NA,ExtraCol13_1,137,147,140,142
432,C,low,51,D,unknown,NA,A,low,27,Y,high,489,Y,low,343,X,high,ExtraCol4_2,NA,ExtraCol10_2,ExtraCol13_5,157,448,159,153
433,B,high,87,C,high,0,NA,unknown,86,Y,medium,293,Z,medium,2,Y,medium,ExtraCol4_4,ExtraCol7_1,ExtraCol10_5,ExtraCol13_3,452,152,162,142
434,A,low,71,D,NA,11,B,unknown,35,X,low,161,NA,high,73,Y,medium,ExtraCol4_4,ExtraCol7_1,ExtraCol10_2,ExtraCol13_2,157,448,0,441
435,A,low,60,B,NA,NA,NA,unknown,56,Z,medium,471,Y,low,323,Y,medium,ExtraCol4_3,NA,ExtraCol10_3,ExtraCol13_5,157,147,0,441
436,D,high,51,A,medium,NA,B,unknown,NA,Y,high,120,Z,low,12,Y,high,ExtraCol4_2,NA,NA,ExtraCol13_2,452,144,165,155
437,A,unknown,51,D,NA,32,NA,medium,52,X,medium,90,X,NA,144,Y,medium,ExtraCol4_2,ExtraCol7_2,ExtraCol10_3,ExtraCol13_1,145,448,0,441
438,C,unknown,96,D,unknown,52,C,NA,NA,Y,low,114,NA,medium,NA,X,low,ExtraCol4_4,ExtraCol7_3,NA,ExtraCol13_2,145,448,159,153
439,D,high,51,D,NA,57,A,medium,NA,Z,medium,72,Y,low,125,Z,high,ExtraCol4_2,ExtraCol7_3,NA,ExtraCol13_1,452,448,0,155
440,A,high,40,A,high,66,NA,NA,47,Y,high,242,X,medium,465,X,medium,ExtraCol4_2,ExtraCol7_4,ExtraCol10_3,ExtraCol13_3,452,144,162,441
441,D,high,25,C,high,NA,NA,medium,NA,NA,low,70,Y,high,487,Y,low,ExtraCol4_1,NA,NA,ExtraCol13_1,452,152,162,155
442,A,high,51,D,unknown,37,NA,high,65,Z,medium,111,Z,low,16,Z,medium,ExtraCol4_2,ExtraCol7_2,ExtraCol10_4,ExtraCol13_2,452,448,159,441
443,B,high,97,D,medium,88,A,unknown,41,Y,medium,185,Z,low,87,Y,high,ExtraCol4_4,ExtraCol7_5,ExtraCol10_3,ExtraCol13_2,452,448,165,142
444,A,unknown,69,D,low,5,A,high,52,Y,high,NA,NA,low,453,Z,NA,ExtraCol4_3,ExtraCol7_1,ExtraCol10_3,NA,145,448,140,441
445,C,high,3,C,NA,NA,C,unknown,NA,X,medium,429,Z,NA,16,Y,low,ExtraCol4_1,NA,NA,ExtraCol13_5,452,152,0,153
446,A,low,46,A,high,95,NA,unknown,86,Z,medium,37,Y,high,243,X,medium,ExtraCol4_2,ExtraCol7_5,ExtraCol10_5,ExtraCol13_1,157,144,162,441
447,A,medium,51,C,NA,17,A,low,12,Z,medium,315,X,NA,474,Z,high,ExtraCol4_2,ExtraCol7_1,ExtraCol10_1,ExtraCol13_3,137,152,0,441
448,C,unknown,51,D,medium,99,NA,unknown,87,Y,medium,51,Z,low,294,X,medium,ExtraCol4_2,ExtraCol7_5,ExtraCol10_5,ExtraCol13_1,145,448,165,153
449,D,medium,77,A,high,28,A,unknown,NA,X,medium,495,Y,low,153,Z,medium,ExtraCol4_4,ExtraCol7_2,NA,ExtraCol13_5,137,144,162,155
450,B,low,70,D,NA,36,A,NA,NA,Y,low,138,Y,high,3,X,low,ExtraCol4_4,ExtraCol7_2,NA,ExtraCol13_2,157,448,0,142
451,A,unknown,6,D,NA,NA,C,NA,2,Z,low,428,X,low,196,Z,low,ExtraCol4_1,NA,ExtraCol10_1,ExtraCol13_5,145,448,0,441
452,B,high,55,A,unknown,94,A,NA,NA,X,high,388,NA,medium,270,X,high,ExtraCol4_3,ExtraCol7_5,NA,ExtraCol13_4,452,144,159,142
453,D,high,51,D,NA,NA,A,unknown,5,Y,medium,162,Z,medium,40,NA,high,ExtraCol4_2,NA,ExtraCol10_1,ExtraCol13_2,452,448,0,155
454,D,medium,48,D,high,16,D,NA,NA,Y,medium,161,Z,low,264,Y,medium,ExtraCol4_2,ExtraCol7_1,NA,ExtraCol13_2,137,448,162,155
455,A,low,51,B,NA,48,A,low,NA,Y,NA,158,X,medium,202,X,high,ExtraCol4_2,ExtraCol7_3,NA,ExtraCol13_2,157,147,0,441
456,C,medium,51,D,medium,15,C,low,76,Y,high,235,Z,low,162,X,high,ExtraCol4_2,ExtraCol7_1,ExtraCol10_4,ExtraCol13_3,137,448,165,153
457,D,medium,86,D,high,78,D,low,70,Z,high,221,Y,medium,486,NA,medium,ExtraCol4_4,ExtraCol7_4,ExtraCol10_4,ExtraCol13_2,137,448,162,155
458,B,unknown,46,B,low,NA,D,NA,84,X,medium,328,X,low,446,Z,medium,ExtraCol4_2,NA,ExtraCol10_5,ExtraCol13_4,145,147,140,142
459,A,high,53,A,NA,49,D,unknown,0,Y,low,232,Y,high,347,Y,low,ExtraCol4_3,ExtraCol7_3,ExtraCol10_1,ExtraCol13_3,452,144,0,441
460,A,low,62,D,high,39,B,high,78,Z,high,NA,Y,high,295,X,low,ExtraCol4_3,ExtraCol7_2,ExtraCol10_5,NA,157,448,162,441
461,A,high,65,A,high,3,D,low,31,Z,low,233,Y,low,236,X,NA,ExtraCol4_3,ExtraCol7_1,ExtraCol10_2,ExtraCol13_3,452,144,162,441
462,A,unknown,63,D,medium,5,NA,NA,NA,Y,low,153,X,medium,35,X,NA,ExtraCol4_3,ExtraCol7_1,NA,ExtraCol13_2,145,448,165,441
463,A,medium,78,C,high,51,NA,medium,76,Z,NA,163,Y,medium,153,X,high,ExtraCol4_4,ExtraCol7_3,ExtraCol10_4,ExtraCol13_2,137,152,162,441
464,A,medium,98,C,low,39,A,NA,68,X,medium,365,Z,low,5,Z,low,ExtraCol4_4,ExtraCol7_2,ExtraCol10_4,ExtraCol13_4,137,152,140,441
465,A,high,82,A,high,12,C,NA,41,Y,medium,70,Z,high,183,Y,low,ExtraCol4_4,ExtraCol7_1,ExtraCol10_3,ExtraCol13_1,452,144,162,441
466,B,high,13,D,unknown,13,D,medium,61,Z,low,143,Z,medium,236,Y,low,ExtraCol4_1,ExtraCol7_1,ExtraCol10_4,ExtraCol13_2,452,448,159,142
467,B,medium,51,C,unknown,NA,NA,NA,46,Y,low,155,Y,low,305,X,high,ExtraCol4_2,NA,ExtraCol10_3,ExtraCol13_2,137,152,159,142
468,B,unknown,51,D,unknown,NA,D,NA,62,Y,low,322,Z,medium,177,Y,high,ExtraCol4_2,NA,ExtraCol10_4,ExtraCol13_3,145,448,159,142
469,B,high,50,B,NA,60,NA,medium,45,Y,medium,64,X,high,127,Y,low,ExtraCol4_2,ExtraCol7_3,ExtraCol10_3,ExtraCol13_1,452,147,0,142
470,B,low,52,D,low,83,D,high,39,Y,low,NA,Z,medium,NA,X,high,ExtraCol4_3,ExtraCol7_5,ExtraCol10_2,NA,157,448,140,142
471,C,high,71,D,high,6,C,NA,20,Z,medium,337,Y,high,75,Y,high,ExtraCol4_4,ExtraCol7_1,ExtraCol10_2,ExtraCol13_4,452,448,162,153
472,D,unknown,51,B,low,NA,B,NA,38,Y,medium,463,Y,low,62,Y,medium,ExtraCol4_2,NA,ExtraCol10_2,ExtraCol13_5,145,147,140,155
473,C,medium,26,C,medium,NA,A,NA,NA,X,high,218,Y,high,348,Z,NA,ExtraCol4_1,NA,NA,ExtraCol13_2,137,152,165,153
474,C,high,45,B,high,20,NA,unknown,87,X,high,491,NA,low,292,Y,NA,ExtraCol4_2,ExtraCol7_1,ExtraCol10_5,ExtraCol13_5,452,147,162,153
475,D,high,51,D,high,53,NA,NA,NA,Z,medium,303,X,medium,434,X,low,ExtraCol4_2,ExtraCol7_3,NA,ExtraCol13_3,452,448,162,155
476,D,high,31,C,high,NA,B,medium,18,Y,medium,387,Y,medium,369,NA,low,ExtraCol4_2,NA,ExtraCol10_2,ExtraCol13_4,452,152,162,155
477,A,unknown,2,D,unknown,NA,C,low,50,X,low,121,Z,low,450,Y,NA,ExtraCol4_1,NA,ExtraCol10_3,ExtraCol13_2,145,448,159,441
478,C,low,97,D,low,NA,NA,NA,NA,X,medium,457,Y,high,332,NA,low,ExtraCol4_4,NA,NA,ExtraCol13_5,157,448,140,153
