"id","Fare","Cabin","Embarked","ExtraCol1","ExtraCol2","ExtraCol3","ExtraCol4","ExtraCol5","ExtraCol6","ExtraCol7","ExtraCol8","ExtraCol9","ExtraCol10","ExtraCol11","ExtraCol12","ExtraCol13","ExtraCol14","ExtraCol15","ExtraCol16","ExtraCol17","ExtraCol18","ExtraCol19","ExtraCol20","ExtraCol21","ExtraCol22","ExtraCol4_ef_bin","ExtraCol4_ef_bin_num","ExtraCol7_ef_bin","ExtraCol7_ef_bin_num","ExtraCol10_ef_bin","ExtraCol10_ef_bin_num"
272,0,"Missing","S","Missing","D","",42,"A","low",62,"B","",NA,"Z","low",382,"Y","high",239,"Z","low",338,"Y","medium",3,"ExtraCol4_2",2,"ExtraCol7_4",4,NA,NA
273,19.5,"Missing","S","15","A","unknown",NA,"B","low",31,"D","",7,"Y","medium",20,"Z","",122,"Y","medium",1,"X","low",90,NA,NA,"ExtraCol7_2",2,"ExtraCol10_1",1
274,29.7,"C118","C","95","C","low",5,"B","",97,"","",48,"X","high",352,"X","",492,"X","medium",377,"Z","high",482,"ExtraCol4_1",1,"ExtraCol7_5",5,"ExtraCol10_3",3
275,7.75,"Missing","Q","41","B","",3,"D","unknown",25,"D","unknown",8,"Y","medium",247,"Z","low",264,"X","high",96,"","medium",111,"ExtraCol4_1",1,"ExtraCol7_2",2,"ExtraCol10_1",1
276,77.9583,"D7","S","48","C","low",9,"","medium",NA,"B","medium",11,"Y","high",441,"Z","low",408,"Y","high",92,"X","low",124,"ExtraCol4_1",1,NA,NA,"ExtraCol10_1",1
277,7.75,"Missing","S","Missing","","low",69,"","high",63,"","low",46,"Z","medium",119,"","medium",357,"Y","high",271,"Z","medium",429,"ExtraCol4_4",4,"ExtraCol7_4",4,"ExtraCol10_3",3
278,0,"Missing","S","78","","",78,"","",NA,"C","unknown",NA,"X","high",446,"Z","medium",350,"Y","medium",120,"X","medium",117,"ExtraCol4_4",4,NA,NA,NA,NA
279,29.125,"Missing","Q","Missing","C","",NA,"B","unknown",75,"A","medium",99,"X","",435,"Z","",176,"X","low",481,"Z","high",232,NA,NA,"ExtraCol7_4",4,"ExtraCol10_5",5
280,20.25,"Missing","S","Missing","","high",7,"","medium",24,"A","low",NA,"X","medium",139,"Z","low",213,"","high",73,"Y","high",185,"ExtraCol4_1",1,"ExtraCol7_2",2,NA,NA
281,7.75,"Missing","Q","Missing","B","medium",41,"","medium",26,"","low",27,"X","low",216,"","high",NA,"X","medium",75,"Y","medium",NA,"ExtraCol4_2",2,"ExtraCol7_2",2,"ExtraCol10_2",2
282,7.8542,"Missing","S","Missing","","",98,"","",34,"","medium",32,"Y","high",320,"Z","medium",NA,"Y","low",380,"X","high",297,"ExtraCol4_5",5,"ExtraCol7_2",2,"ExtraCol10_2",2
283,9.5,"Missing","S","67","D","medium",NA,"D","low",68,"A","low",NA,"X","medium",120,"Z","",359,"X","medium",143,"X","low",257,NA,NA,"ExtraCol7_4",4,NA,NA
284,8.05,"Missing","S","49","A","low",NA,"A","unknown",39,"C","",NA,"X","low",499,"X","high",99,"Y","medium",357,"Z","high",250,NA,NA,"ExtraCol7_2",2,NA,NA
285,26,"A19","S","44","B","medium",53,"C","",56,"A","high",51,"Y","low",NA,"Y","medium",113,"Y","medium",340,"Y","medium",417,"ExtraCol4_3",3,"ExtraCol7_3",3,"ExtraCol10_3",3
286,8.6625,"Missing","C","Missing","C","high",NA,"B","medium",55,"D","",76,"Z","medium",121,"","medium",24,"Z","medium",94,"","medium",290,NA,NA,"ExtraCol7_3",3,"ExtraCol10_4",4
287,9.5,"Missing","S","Missing","","high",NA,"","high",19,"D","",84,"Y","medium",250,"Y","low",NA,"Y","high",289,"Y","",254,NA,NA,"ExtraCol7_1",1,"ExtraCol10_5",5
288,7.8958,"Missing","S","57","D","medium",47,"C","high",23,"","low",5,"X","low",236,"X","high",334,"X","low",268,"Z","low",443,"ExtraCol4_3",3,"ExtraCol7_2",2,"ExtraCol10_1",1
289,13,"Missing","S","Missing","B","",NA,"","",30,"A","unknown",28,"X","medium",25,"Z","high",105,"X","high",47,"X","high",46,NA,NA,"ExtraCol7_2",2,"ExtraCol10_2",2
290,7.75,"Missing","Q","47","D","high",NA,"","high",NA,"B","",25,"Z","",455,"","low",355,"Z","low",382,"Z","",416,NA,NA,NA,NA,"ExtraCol10_2",2
291,78.85,"Missing","S","Missing","","",NA,"D","unknown",NA,"","",55,"Y","high",120,"Z","high",1,"Z","low",428,"Z","high",98,NA,NA,NA,NA,"ExtraCol10_3",3
292,91.0792,"B49","C","26","C","medium",5,"","",NA,"","high",NA,"Y","low",51,"X","high",433,"X","high",473,"Y","low",165,"ExtraCol4_1",1,NA,NA,NA,NA
293,12.875,"D","C","95","C","",0,"","",NA,"C","",NA,"Z","",259,"X","medium",345,"Z","low",43,"X","low",6,"ExtraCol4_1",1,NA,NA,NA,NA
294,8.85,"Missing","S","33","A","unknown",41,"A","",67,"C","",91,"Y","high",464,"Y","high",341,"Y","high",89,"Z","high",285,"ExtraCol4_2",2,"ExtraCol7_4",4,"ExtraCol10_5",5
295,7.8958,"Missing","S","Missing","A","",NA,"D","",NA,"C","unknown",33,"Y","low",1,"X","medium",353,"","high",412,"Z","high",415,NA,NA,NA,NA,"ExtraCol10_2",2
296,27.7208,"Missing","C","Missing","","",NA,"","unknown",68,"","high",NA,"Z","low",244,"Y","",179,"Y","",152,"","low",190,NA,NA,"ExtraCol7_4",4,NA,NA
297,7.2292,"Missing","C","84","C","",7,"B","medium",NA,"A","medium",43,"X","",455,"Y","low",497,"Z","medium",312,"Y","low",331,"ExtraCol4_1",1,NA,NA,"ExtraCol10_3",3
298,151.55,"C22 C26","S","Missing","","high",67,"D","",NA,"","unknown",NA,"Y","high",446,"X","low",NA,"X","high",174,"Z","medium",196,"ExtraCol4_4",4,NA,NA,NA,NA
299,30.5,"C106","S","28","A","high",45,"","high",89,"","medium",88,"Y","high",85,"Z","medium",90,"Z","high",108,"X","low",379,"ExtraCol4_3",3,"ExtraCol7_5",5,"ExtraCol10_5",5
300,247.5208,"B58 B60","C","2","","",23,"","",20,"D","",NA,"X","medium",NA,"X","low",461,"X","medium",312,"X","medium",499,"ExtraCol4_2",2,"ExtraCol7_1",1,NA,NA
301,7.75,"Missing","Q","36","D","unknown",20,"D","medium",16,"C","low",33,"","high",417,"Z","high",369,"Z","low",102,"Y","low",357,"ExtraCol4_2",2,"ExtraCol7_1",1,"ExtraCol10_2",2
302,23.25,"Missing","Q","82","","unknown",66,"D","unknown",39,"B","low",NA,"Z","medium",335,"X","low",155,"X","medium",68,"Y","low",170,"ExtraCol4_4",4,"ExtraCol7_2",2,NA,NA
303,0,"Missing","S","0","B","unknown",52,"B","unknown",83,"C","unknown",38,"X","high",328,"Y","high",473,"X","low",265,"Y","low",412,"ExtraCol4_3",3,"ExtraCol7_5",5,"ExtraCol10_2",2
304,12.35,"E101","Q","89","","unknown",NA,"B","medium",96,"C","",NA,"Y","high",386,"Z","medium",124,"X","low",96,"Y","low",18,NA,NA,"ExtraCol7_5",5,NA,NA
305,8.05,"Missing","S","Missing","D","unknown",28,"","medium",NA,"","",30,"Y","high",226,"X","high",322,"Z","high",96,"Z","low",493,"ExtraCol4_2",2,NA,NA,"ExtraCol10_2",2
306,151.55,"C22 C26","S","14","B","",52,"A","",NA,"B","",10,"X","medium",33,"Z","high",335,"Y","medium",390,"Y","medium",419,"ExtraCol4_3",3,NA,NA,"ExtraCol10_1",1
307,110.8833,"Missing","C","Missing","B","low",86,"C","",23,"C","",NA,"X","medium",319,"X","high",481,"Z","high",264,"Y","low",326,"ExtraCol4_5",5,"ExtraCol7_2",2,NA,NA
308,108.9,"C65","C","55","C","",31,"","medium",59,"A","",65,"","low",313,"Z","medium",285,"X","high",271,"Z","low",310,"ExtraCol4_2",2,"ExtraCol7_3",3,"ExtraCol10_4",4
309,24,"Missing","C","31","A","low",39,"D","",18,"A","high",93,"Z","high",425,"Z","high",497,"Z","low",71,"X","low",126,"ExtraCol4_2",2,"ExtraCol7_1",1,"ExtraCol10_5",5
310,56.9292,"E36","C","Missing","D","low",16,"","low",53,"A","",0,"Y","low",461,"X","low",142,"Z","high",80,"Z","high",215,"ExtraCol4_1",1,"ExtraCol7_3",3,"ExtraCol10_1",1
311,83.1583,"C54","C","66","D","unknown",NA,"C","",NA,"","medium",63,"Y","medium",168,"Y","medium",400,"Y","high",195,"Z","low",50,NA,NA,NA,NA,"ExtraCol10_4",4
312,262.375,"B57 B59 B63 B66","C","67","","unknown",3,"C","medium",7,"A","low",56,"Y","medium",478,"Z","low",122,"Z","low",NA,"Y","high",169,"ExtraCol4_1",1,"ExtraCol7_1",1,"ExtraCol10_3",3
313,26,"Missing","S","Missing","C","high",24,"C","unknown",96,"B","unknown",62,"Z","",4,"X","low",499,"X","medium",225,"Y","low",294,"ExtraCol4_2",2,"ExtraCol7_5",5,"ExtraCol10_4",4
314,7.8958,"Missing","S","28","C","high",NA,"A","unknown",89,"","unknown",98,"Z","high",484,"X","medium",381,"X","high",67,"Y","low",181,NA,NA,"ExtraCol7_5",5,"ExtraCol10_5",5
315,26.25,"Missing","S","24","","",1,"B","unknown",NA,"B","medium",39,"X","high",NA,"X","low",312,"X","low",449,"X","medium",385,"ExtraCol4_1",1,NA,NA,"ExtraCol10_2",2
316,7.8542,"Missing","S","Missing","D","",98,"","",62,"A","",NA,"Y","high",322,"","medium",33,"X","",181,"Y","high",426,"ExtraCol4_5",5,"ExtraCol7_4",4,NA,NA
317,26,"Missing","S","Missing","","unknown",40,"B","",NA,"D","low",1,"Y","",341,"Z","medium",NA,"Z","medium",408,"Z","low",280,"ExtraCol4_2",2,NA,NA,"ExtraCol10_1",1
318,14,"Missing","S","Missing","","medium",NA,"D","high",57,"B","",NA,"X","medium",316,"Y","",72,"Y","high",200,"","low",170,NA,NA,"ExtraCol7_3",3,NA,NA
319,164.8667,"C7","S","93","C","high",53,"","unknown",NA,"A","",17,"","medium",495,"Y","medium",458,"Y","low",236,"X","high",151,"ExtraCol4_3",3,NA,NA,"ExtraCol10_1",1
320,134.5,"E34","C","Missing","","",NA,"B","low",53,"","",NA,"X","high",276,"Z","high",189,"Z","high",56,"Y","low",273,NA,NA,"ExtraCol7_3",3,NA,NA
321,7.25,"Missing","S","Missing","D","low",NA,"","high",NA,"","low",NA,"Z","medium",65,"X","medium",415,"Z","high",338,"X","low",359,NA,NA,NA,NA,NA,NA
322,7.8958,"Missing","S","Missing","D","",88,"A","low",39,"","",27,"X","medium",303,"Z","low",453,"Y","low",29,"Z","low",63,"ExtraCol4_5",5,"ExtraCol7_2",2,"ExtraCol10_2",2
323,12.35,"Missing","Q","Missing","C","",NA,"B","",84,"","low",11,"Y","low",145,"X","medium",55,"Y","low",373,"Y","high",223,NA,NA,"ExtraCol7_5",5,"ExtraCol10_1",1
324,29,"Missing","S","91","B","",NA,"B","medium",25,"","high",NA,"Z","medium",306,"X","medium",379,"X","medium",440,"","high",220,NA,NA,"ExtraCol7_2",2,NA,NA
325,69.55,"Missing","S","Missing","B","medium",70,"D","high",96,"B","high",65,"Y","medium",190,"","high",151,"Z","medium",180,"Y","high",143,"ExtraCol4_4",4,"ExtraCol7_5",5,"ExtraCol10_4",4
326,135.6333,"C32","C","23","B","high",30,"","unknown",75,"","",28,"X","low",21,"Y","medium",54,"Z","low",443,"Y","medium",118,"ExtraCol4_2",2,"ExtraCol7_4",4,"ExtraCol10_2",2
327,6.2375,"Missing","S","23","C","unknown",99,"A","low",89,"B","low",13,"X","high",318,"Y","low",130,"Y","low",349,"Y","low",420,"ExtraCol4_5",5,"ExtraCol7_5",5,"ExtraCol10_1",1
328,13,"D","S","3","","high",25,"","high",50,"","medium",57,"Y","high",44,"X","low",274,"Y","medium",1,"Y","low",216,"ExtraCol4_2",2,"ExtraCol7_3",3,"ExtraCol10_3",3
329,20.525,"Missing","S","Missing","C","medium",29,"","low",22,"A","low",NA,"Z","high",163,"Y","low",NA,"Z","high",101,"Z","high",288,"ExtraCol4_2",2,"ExtraCol7_2",2,NA,NA
330,57.9792,"B18","C","55","D","medium",71,"A","low",3,"D","high",NA,"Y","low",309,"Z","medium",345,"Y","medium",320,"Z","high",19,"ExtraCol4_4",4,"ExtraCol7_1",1,NA,NA
331,23.25,"Missing","Q","54","","high",78,"C","",53,"","low",38,"X","low",440,"X","",116,"Y","high",350,"X","low",141,"ExtraCol4_4",4,"ExtraCol7_3",3,"ExtraCol10_2",2
332,28.5,"C124","S","Missing","C","medium",12,"C","high",39,"D","high",NA,"Z","low",157,"X","high",147,"Z","",46,"X","high",111,"ExtraCol4_1",1,"ExtraCol7_2",2,NA,NA
333,153.4625,"C91","S","30","","high",55,"","low",11,"C","unknown",24,"Y","high",149,"X","low",152,"","medium",342,"Z","high",164,"ExtraCol4_3",3,"ExtraCol7_1",1,"ExtraCol10_2",2
334,18,"Missing","S","82","C","",NA,"B","medium",NA,"D","high",28,"X","high",150,"Y","medium",368,"Z","high",405,"Y","high",420,NA,NA,NA,NA,"ExtraCol10_2",2
335,133.65,"Missing","S","Missing","","",61,"","",97,"","",14,"Y","medium",287,"Z","low",259,"X","medium",45,"X","high",NA,"ExtraCol4_4",4,"ExtraCol7_5",5,"ExtraCol10_1",1
336,7.8958,"Missing","S","80","","unknown",55,"","medium",NA,"D","",NA,"X","low",96,"X","high",11,"","high",439,"Y","medium",451,"ExtraCol4_3",3,NA,NA,NA,NA
337,66.6,"C2","S","96","","medium",NA,"B","unknown",NA,"C","",14,"Z","medium",NA,"Z","medium",38,"Y","high",266,"X","low",211,NA,NA,NA,NA,"ExtraCol10_1",1
338,134.5,"E40","C","31","","medium",NA,"","",NA,"D","",68,"Z","high",400,"Z","medium",37,"X","high",308,"X","",385,NA,NA,NA,NA,"ExtraCol10_4",4
339,8.05,"Missing","S","20","","high",65,"","",NA,"","",NA,"X","medium",NA,"Y","medium",480,"Z","low",25,"X","low",80,"ExtraCol4_4",4,NA,NA,NA,NA
340,35.5,"T","S","95","","",67,"D","",62,"","unknown",NA,"Y","low",482,"Z","low",252,"Y","low",306,"X","",407,"ExtraCol4_4",4,"ExtraCol7_4",4,NA,NA
341,26,"F2","S","63","","unknown",NA,"C","high",41,"C","unknown",NA,"X","",265,"","low",245,"Z","high",227,"X","high",305,NA,NA,"ExtraCol7_3",3,NA,NA
342,263,"C23 C25 C27","S","29","","low",NA,"","medium",NA,"A","medium",63,"Y","high",313,"Z","high",380,"","high",185,"Z","low",19,NA,NA,NA,NA,"ExtraCol10_4",4
343,13,"Missing","S","62","B","unknown",72,"B","",18,"","medium",75,"X","high",308,"Y","low",95,"Y","medium",390,"Y","high",344,"ExtraCol4_4",4,"ExtraCol7_1",1,"ExtraCol10_4",4
344,13,"Missing","S","51","C","",77,"","medium",66,"A","low",56,"Z","medium",472,"X","high",15,"Y","low",NA,"Y","high",239,"ExtraCol4_4",4,"ExtraCol7_4",4,"ExtraCol10_3",3
345,13,"Missing","S","Missing","A","",12,"B","low",98,"A","",NA,"X","high",332,"Z","low",NA,"Y","high",29,"Z","medium",NA,"ExtraCol4_1",1,"ExtraCol7_5",5,NA,NA
346,13,"F33","S","25","C","high",88,"","low",85,"","high",25,"Z","low",441,"Y","low",NA,"","medium",249,"Z","low",423,"ExtraCol4_5",5,"ExtraCol7_5",5,"ExtraCol10_2",2
347,13,"Missing","S","99","","unknown",NA,"","medium",4,"","",NA,"X","high",142,"X","high",399,"X","low",371,"Z","low",268,NA,NA,"ExtraCol7_1",1,NA,NA
348,16.1,"Missing","S","Missing","","low",NA,"C","unknown",11,"A","medium",NA,"X","low",108,"Z","high",409,"Y","medium",66,"X","high",303,NA,NA,"ExtraCol7_1",1,NA,NA
349,15.9,"Missing","S","Missing","","high",48,"","low",62,"B","low",NA,"Z","medium",321,"Y","high",317,"","low",492,"Z","low",NA,"ExtraCol4_3",3,"ExtraCol7_4",4,NA,NA
350,8.6625,"Missing","S","16","B","low",48,"","",92,"B","low",49,"Z","medium",76,"Z","high",454,"","low",336,"Z","high",NA,"ExtraCol4_3",3,"ExtraCol7_5",5,"ExtraCol10_3",3
351,9.225,"Missing","S","Missing","A","low",91,"","medium",84,"C","",90,"X","high",55,"Z","medium",232,"Y","low",467,"X","low",166,"ExtraCol4_5",5,"ExtraCol7_5",5,"ExtraCol10_5",5
352,35,"C128","S","Missing","B","unknown",96,"A","high",90,"","low",27,"X","low",105,"X","low",120,"Z","high",235,"Z","medium",350,"ExtraCol4_5",5,"ExtraCol7_5",5,"ExtraCol10_2",2
353,7.2292,"Missing","C","29","C","high",80,"A","low",14,"C","",51,"Z","low",135,"Z","medium",165,"X","low",61,"Z","medium",169,"ExtraCol4_5",5,"ExtraCol7_1",1,"ExtraCol10_3",3
354,17.8,"Missing","S","43","A","medium",65,"B","low",51,"B","",NA,"Z","high",48,"","medium",70,"Z","medium",88,"Z","low",444,"ExtraCol4_4",4,"ExtraCol7_3",3,NA,NA
355,7.225,"Missing","C","96","C","high",10,"B","low",72,"D","",63,"Y","medium",364,"Z","high",450,"Y","low",250,"Y","high",158,"ExtraCol4_1",1,"ExtraCol7_4",4,"ExtraCol10_4",4
356,9.5,"Missing","S","99","A","medium",91,"C","medium",62,"B","",NA,"X","high",291,"X","",302,"","",294,"X","high",NA,"ExtraCol4_5",5,"ExtraCol7_4",4,NA,NA
357,55,"E33","S","15","D","medium",13,"A","",77,"B","high",41,"X","medium",100,"Z","low",386,"Z","high",367,"Z","low",222,"ExtraCol4_1",1,"ExtraCol7_4",4,"ExtraCol10_3",3
358,13,"Missing","S","89","C","medium",16,"B","unknown",21,"A","medium",0,"X","medium",141,"Z","medium",140,"X","high",397,"Y","high",9,"ExtraCol4_1",1,"ExtraCol7_2",2,"ExtraCol10_1",1
359,7.8792,"Missing","Q","Missing","B","medium",6,"D","",45,"D","",NA,"Z","high",464,"Z","high",359,"X","low",381,"Z","high",405,"ExtraCol4_1",1,"ExtraCol7_3",3,NA,NA
360,7.8792,"Missing","Q","Missing","C","unknown",94,"D","",44,"","low",NA,"X","high",NA,"Y","high",165,"Y","medium",294,"","high",67,"ExtraCol4_5",5,"ExtraCol7_3",3,NA,NA
361,27.9,"Missing","S","84","A","medium",NA,"D","",93,"B","high",NA,"Y","",61,"Z","medium",223,"Z","low",9,"X","medium",234,NA,NA,"ExtraCol7_5",5,NA,NA
362,27.7208,"Missing","C","Missing","A","medium",NA,"","",20,"B","unknown",NA,"Z","high",306,"","medium",325,"X","medium",264,"Z","medium",453,NA,NA,"ExtraCol7_1",1,NA,NA
363,14.4542,"Missing","C","22","D","high",8,"A","medium",32,"D","high",14,"X","low",161,"X","medium",490,"Y","low",409,"Y","medium",496,"ExtraCol4_1",1,"ExtraCol7_2",2,"ExtraCol10_1",1
364,7.05,"Missing","S","89","D","unknown",41,"","medium",NA,"","medium",NA,"","low",179,"Z","medium",279,"X","medium",423,"","",115,"ExtraCol4_2",2,NA,NA,NA,NA
365,15.5,"Missing","Q","Missing","","medium",72,"A","high",15,"A","high",79,"Z","high",299,"Y","medium",355,"X","medium",417,"Z","",188,"ExtraCol4_4",4,"ExtraCol7_1",1,"ExtraCol10_5",5
366,7.25,"Missing","S","Missing","B","unknown",99,"","",NA,"A","unknown",45,"X","medium",492,"X","low",297,"Z","high",5,"Y","low",282,"ExtraCol4_5",5,NA,NA,"ExtraCol10_3",3
367,75.25,"D37","C","46","A","medium",NA,"","medium",84,"C","low",5,"X","low",291,"Y","medium",211,"X","medium",217,"X","",349,NA,NA,"ExtraCol7_5",5,"ExtraCol10_1",1
368,7.2292,"Missing","C","31","","high",60,"D","medium",NA,"A","high",6,"X","low",476,"X","medium",466,"Y","high",NA,"Z","high",125,"ExtraCol4_3",3,NA,NA,"ExtraCol10_1",1
369,7.75,"Missing","Q","Missing","B","unknown",83,"C","high",70,"","low",67,"X","medium",410,"Y","",NA,"","low",NA,"Z","medium",274,"ExtraCol4_5",5,"ExtraCol7_4",4,"ExtraCol10_4",4
370,69.3,"B35","C","77","","",90,"B","high",59,"A","",NA,"X","medium",389,"Y","high",155,"X","high",204,"Y","medium",417,"ExtraCol4_5",5,"ExtraCol7_3",3,NA,NA
371,55.4417,"E50","C","33","C","low",27,"B","low",NA,"D","unknown",NA,"Z","high",395,"Z","high",447,"Z","high",48,"Z","high",381,"ExtraCol4_2",2,NA,NA,NA,NA
372,6.4958,"Missing","S","66","A","high",NA,"D","",30,"D","medium",40,"X","high",395,"Z","low",225,"Y","high",96,"X","high",411,NA,NA,"ExtraCol7_2",2,"ExtraCol10_3",3
373,8.05,"Missing","S","41","D","",51,"D","high",99,"","",49,"X","high",127,"Y","medium",369,"","high",2,"","high",444,"ExtraCol4_3",3,"ExtraCol7_5",5,"ExtraCol10_3",3
374,135.6333,"Missing","C","Missing","C","medium",93,"C","high",NA,"","medium",16,"Z","medium",488,"Z","medium",258,"Z","low",489,"X","low",430,"ExtraCol4_5",5,NA,NA,"ExtraCol10_1",1
375,21.075,"Missing","S","Missing","","unknown",11,"D","",71,"B","low",NA,"X","high",459,"X","",383,"Y","",429,"Y","low",255,"ExtraCol4_1",1,"ExtraCol7_4",4,NA,NA
376,82.1708,"Missing","C","9","","",9,"B","high",NA,"","",76,"X","high",300,"Z","medium",435,"Z","low",201,"Y","low",487,"ExtraCol4_1",1,NA,NA,"ExtraCol10_4",4
377,7.25,"Missing","S","Missing","C","high",NA,"B","high",NA,"C","",42,"X","high",355,"X","",211,"X","high",2,"Y","low",247,NA,NA,NA,NA,"ExtraCol10_3",3
378,211.5,"C82","C","74","","high",67,"D","medium",NA,"","low",49,"Z","medium",440,"Z","high",350,"X","medium",167,"X","medium",354,"ExtraCol4_4",4,NA,NA,"ExtraCol10_3",3
379,4.0125,"Missing","C","37","A","low",17,"B","high",84,"C","low",NA,"Z","low",76,"Z","",253,"X","medium",217,"Z","high",471,"ExtraCol4_1",1,"ExtraCol7_5",5,NA,NA
380,7.775,"Missing","S","Missing","","medium",89,"D","medium",63,"A","unknown",NA,"","low",32,"X","high",399,"Y","medium",84,"Y","medium",21,"ExtraCol4_5",5,"ExtraCol7_4",4,NA,NA
381,227.525,"Missing","C","0","B","high",10,"B","medium",28,"B","",98,"Z","high",497,"X","high",95,"Z","medium",330,"Y","high",466,"ExtraCol4_1",1,"ExtraCol7_2",2,"ExtraCol10_5",5
382,15.7417,"Missing","C","Missing","D","low",NA,"B","low",96,"","unknown",81,"X","high",277,"Z","high",364,"Z","medium",498,"Z","medium",NA,NA,NA,"ExtraCol7_5",5,"ExtraCol10_5",5
383,7.925,"Missing","S","94","B","medium",NA,"A","medium",70,"","high",NA,"Y","high",361,"Z","high",297,"Y","high",421,"Y","high",498,NA,NA,"ExtraCol7_4",4,NA,NA
384,52,"Missing","S","Missing","","",NA,"C","low",42,"","",NA,"Y","",251,"Z","medium",225,"X","low",428,"Z","low",386,NA,NA,"ExtraCol7_3",3,NA,NA
385,7.8958,"Missing","S","3","A","unknown",NA,"B","",13,"","medium",72,"X","medium",258,"X","medium",NA,"Y","high",415,"X","low",78,NA,NA,"ExtraCol7_1",1,"ExtraCol10_4",4
386,73.5,"Missing","S","12","B","low",84,"B","medium",97,"B","",33,"Z","low",18,"Y","medium",350,"Y","medium",34,"Z","high",150,"ExtraCol4_5",5,"ExtraCol7_5",5,"ExtraCol10_2",2
387,46.9,"Missing","S","6","B","unknown",10,"C","high",NA,"C","unknown",51,"Y","low",144,"Y","high",173,"Y","medium",275,"Z","medium",1,"ExtraCol4_1",1,NA,NA,"ExtraCol10_3",3
388,13,"Missing","S","83","A","medium",NA,"A","unknown",NA,"","low",14,"Z","high",43,"Z","medium",16,"Z","high",282,"Z","medium",303,NA,NA,NA,NA,"ExtraCol10_1",1
389,7.7292,"Missing","Q","89","B","high",61,"","low",83,"","",NA,"X","low",216,"Z","high",474,"Y","",50,"Z","high",218,"ExtraCol4_4",4,"ExtraCol7_5",5,NA,NA
390,12,"Missing","C","15","","high",2,"D","unknown",60,"D","high",NA,"Z","medium",10,"Z","high",223,"Z","low",73,"Z","high",237,"ExtraCol4_1",1,"ExtraCol7_3",3,NA,NA
391,120,"B96 B98","S","74","A","",74,"C","medium",NA,"","unknown",72,"X","high",401,"Y","",82,"Y","low",282,"Y","",366,"ExtraCol4_4",4,NA,NA,"ExtraCol10_4",4
392,7.7958,"Missing","S","17","","unknown",NA,"C","",23,"A","unknown",60,"X","medium",147,"X","medium",112,"X","high",357,"Z","medium",410,NA,NA,"ExtraCol7_2",2,"ExtraCol10_4",4
393,7.925,"Missing","S","36","C","low",75,"","",7,"A","low",NA,"Y","high",370,"Z","medium",414,"X","medium",104,"Z","medium",36,"ExtraCol4_4",4,"ExtraCol7_1",1,NA,NA
394,113.275,"D36","C","59","D","low",NA,"C","unknown",NA,"","",50,"X","medium",26,"X","high",165,"Z","medium",242,"Y","medium",458,NA,NA,NA,NA,"ExtraCol10_3",3
395,16.7,"G6","S","Missing","C","unknown",19,"B","low",NA,"C","",NA,"X","high",16,"X","low",140,"Y","high",37,"Z","high",186,"ExtraCol4_1",1,NA,NA,NA,NA
396,7.7958,"Missing","S","87","A","high",NA,"","",NA,"","low",NA,"Z","low",NA,"X","low",243,"X","low",55,"X","high",376,NA,NA,NA,NA,NA,NA
397,7.8542,"Missing","S","4","","unknown",6,"A","",16,"A","",1,"Y","medium",394,"Y","low",14,"X","low",290,"Z","low",290,"ExtraCol4_1",1,"ExtraCol7_1",1,"ExtraCol10_1",1
398,26,"Missing","S","19","B","medium",53,"C","",57,"C","",NA,"Y","low",406,"X","",280,"X","medium",278,"Z","medium",221,"ExtraCol4_3",3,"ExtraCol7_3",3,NA,NA
399,10.5,"Missing","S","Missing","B","",NA,"C","high",12,"A","low",NA,"X","",272,"","high",20,"Z","high",375,"X","medium",106,NA,NA,"ExtraCol7_1",1,NA,NA
400,12.65,"Missing","S","31","A","low",NA,"","medium",NA,"A","",36,"Z","high",306,"X","high",417,"X","low",455,"X","medium",94,NA,NA,NA,NA,"ExtraCol10_2",2
401,7.925,"Missing","S","99","D","medium",20,"","medium",79,"A","high",87,"Z","medium",344,"Z","medium",214,"X","high",94,"","low",365,"ExtraCol4_2",2,"ExtraCol7_4",4,"ExtraCol10_5",5
402,8.05,"Missing","S","77","","low",76,"D","",NA,"C","unknown",64,"Z","medium",336,"Y","low",109,"Y","high",170,"X","medium",160,"ExtraCol4_4",4,NA,NA,"ExtraCol10_4",4
403,9.825,"Missing","S","Missing","C","unknown",69,"","",94,"B","low",60,"Y","medium",370,"X","medium",227,"Y","low",427,"Z","high",114,"ExtraCol4_4",4,"ExtraCol7_5",5,"ExtraCol10_4",4
404,15.85,"Missing","S","97","","",NA,"C","",31,"B","",NA,"Y","low",15,"Z","high",87,"X","low",25,"Y","low",2,NA,NA,"ExtraCol7_2",2,NA,NA
405,8.6625,"Missing","S","Missing","D","unknown",NA,"D","unknown",94,"C","low",50,"X","low",214,"Y","low",160,"X","high",414,"Y","medium",420,NA,NA,"ExtraCol7_5",5,"ExtraCol10_3",3
406,21,"Missing","S","Missing","A","low",6,"","",78,"A","high",70,"X","",419,"X","medium",65,"","low",472,"","high",197,"ExtraCol4_1",1,"ExtraCol7_4",4,"ExtraCol10_4",4
407,7.75,"Missing","S","43","","low",44,"A","unknown",33,"","unknown",NA,"X","low",219,"Y","medium",334,"X","high",49,"Y","medium",174,"ExtraCol4_3",3,"ExtraCol7_2",2,NA,NA
408,18.75,"Missing","S","14","B","",NA,"B","unknown",NA,"","unknown",60,"Y","medium",73,"","",488,"Z","high",NA,"Z","medium",185,NA,NA,NA,NA,"ExtraCol10_4",4
