"id","ExtraCol17","ExtraCol18","ExtraCol19","ExtraCol20","ExtraCol21","ExtraCol22","ExtraCol23","ExtraCol24","ExtraCol25","ExtraCol26","ExtraCol27","ExtraCol28","ExtraCol29","ExtraCol30","ExtraCol31","ExtraCol32","ExtraCol33","ExtraCol34","ExtraCol35","ExtraCol36","ExtraCol37","storage_class","region","access_tier","other_details","event_date","login_time","logout_time","last_activity_ts","Headline_cnn","Description_cnn","Title_sc","Speaker (Party)(or nominated by)_sc","Speaker and title_sc","Statements_sc","DR1","DR2","DR3","DR4","DR5","DR6","DR7","DR8"
299,"b","high",108,"X","low",379,"X","medium",429,"X","high",386,"X","high",64,"Y","low",56,"Z","high",359,"","","","","03-01-2024","09:25:00","10:24:00","03-01-2024 10:14","Barcelona suffers record defeat against Bayern Munich in Champions League - CNN","Bayern Munich scored eight times against Barcelona as the German side inflicted a record defeat on the Catalans in an astonishing 8-2 win in the Champions League quarterfinals. ","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Senator Sasse.",-1.78044166847876,1.44984598998991,0.237383941234159,-1.98927510179832,-1.10033782258555,0.265171100176097,0.794723597763698,-0.0685531765901384
300,"a","medium",312,"X","medium",499,"X","medium",80,"Y","low",323,"Y","low",150,"Z","low",NA,"Y","medium",445,"","","","","14-03-2024","13:11:00","14:55:00","14-03-2024 14:46","Mbappe and Neymar prove their worth as PSG reaches first Champions Leage semifinal in 25 years - CNN","It took a whirlwind 149 seconds for Paris Saint-Germain's Champions League fortunes to take a dramatic turn on Wednesday, a last-gasp victory over Atalanta ensuring the club could yet shed its status as the competition's most high-profile underachiever. ","Senator","R","Senator Ben Sasse (NE)","Senator SASSE. Thank you, Mr. Chairman. We need to get to Judge Kavanaugh, but I really want to riff with Amy for a while. Senator Klobuchar, you did Madison, LinManuel Miranda, the Magna Carta, and your dadÑÑ",1.28220393047919,-0.326323029340536,1.35384202122408,-0.916795642573183,-1.52281552411246,-0.285986159450752,-0.200432834854045,0.151905999678114
301,"b","low",102,"Y","low",357,"Y","medium",292,"Y","",169,"X","high",54,"Y","medium",109,"Z","low",465,"","","","","29-10-2024","11:57:00","13:36:00","29-10-2024 13:32","FC Dallas' Reggie Cannon criticizes booing of players kneeling during national anthem - CNN","US international Reggie Cannon has described the booing of players who took a knee during the national anthem before a Major League Soccer match as ""absolutely disgusting.""","Senator","D","Senator Amy Klobuchar (MN)","Senator KLOBUCHAR. Thank you. Thank you, IÑÑ",-1.83244730362458,-0.608479750318705,-0.789302330083506,-1.23403226910354,0.7632999597588,0.788041741098288,-0.61379054976582,0.333636668552949
302,"a","medium",68,"Y","low",170,"Z","low",230,"X","low",320,"Y","medium",250,"Y","medium",173,"Y","high",260,"","","","","03-09-2024","20:01:00","21:28:00","03-09-2024 21:19","PSG produces stunning comeback to knock Atalanta out of the Champions League - CNN","Paris Saint-Germain produced yet another memorable moment in the rich history of the UEFA Champions League after completing a late comeback against Atalanta on Wednesday.","Senator","R","Senator John Cornyn (TX)","Senator SASSE [continuing]. Taking you to court.",0.188482041905024,-2.30698698584013,1.03138973740184,-1.06664034376559,1.49141377802267,-1.31012341896073,0.0221431621925447,0.03733561567095
303,"a","low",265,"Y","low",412,"Z","high",439,"Z","high",147,"Z","medium",27,"","medium",NA,"Z","",66,"","","","","16-06-2024","11:41:00","13:53:00","16-06-2024 13:48","Jadon Sancho: Borussia Dortmund digs heel to stop Manchester United signing star - CNN","Borussia Dortmund says youngster Jadon Sancho will remain at the club next season after Manchester United was reportedly close to signing the starlet. ","Senator","D","Senator Amy Klobuchar (MN)","Senator KLOBUCHAR [continuing]. Appreciate that.",0.085581959527709,-0.635156886868045,1.19788555669768,0.132554402120128,0.976482609923028,-0.807234953055371,-0.124014494745895,2.50185957554052
304,"a","low",96,"Y","low",18,"Y","low",102,"Y","low",NA,"Y","high",NA,"Z","high",236,"X","",85,"","","","","23-10-2024","15:53:00","18:18:00","23-10-2024 18:16","Lionel Messi lifts Barcelona in Champions League last 8 - CNN","Lionel Messi scored a spellbinding goal as Barcelona beat Napoli 3-1 (4-2 on aggregate) in the Camp Nou on Saturday night to advance to the quarterfinals of the Champions League.","Senator","R","Senator Ben Sasse (NE)","Senator SASSE. Well done.",-1.83828323129349,-1.6771043571923,0.157364066691306,0.128648449419246,2.00313457291831,-0.482922862660957,-2.04273004562929,0.252746254381039
305,"b","high",96,"Z","low",493,"X","medium",409,"X","low",190,"Y","medium",314,"Z","high",349,"Z","low",313,"","","","","04-02-2024","07:06:00","08:41:00","04-02-2024 08:37","Players can be red carded for deliberate coughing under English football's new Covid-19 guidelines - CNN","Footballers who deliberately cough towards an opponent could receive a red card under new Covid-19 guidelines published by the English Football Association (FA).","Senator","D","Senator Amy Klobuchar (MN)","Senator KLOBUCHAR. Thank you.",-0.452794104681554,2.07321956445601,-0.050695892222328,-2.74898338948247,-0.738890854533786,0.502429729142928,0.382907496863999,0.139957973108092
306,"b","medium",390,"Y","medium",419,"Z","high",239,"Z","high",243,"X","high",126,"Y","high",223,"X","high",448,"","","","","15-07-2024","08:31:00","10:27:00","15-07-2024 10:19","Yao Ming: Chinese basketball legend says Peng Shuai in 'pretty good condition' during December meeting - CNN","Chinese basketball legend Yao Ming has for the first time addressed his encounter last month with tennis star Peng Shuai, describing her as in ""pretty good condition."" ","Senator","R","Senator Ben Sasse (NE)","Senator SASSE. I had all that on my bingo card. [Laughter.] Senator SASSE. I have little kids, and I have taken my two little girls to court a few times, too, mostly to juvie just to scare them straight, not to turn them into attorneys but that is notÑÑ",2.16097181727358,-0.9565515813647,1.03165452357132,0.715514866610787,0.313939616743151,-0.818972658655988,1.23702578819552,-0.438571902895876
307,"b","high",264,"Y","low",326,"Y","high",466,"Y","medium",90,"Y","",189,"Y","medium",422,"Z","low",493,"","","","","14-06-2024","13:24:00","15:16:00","14-06-2024 15:09","Novak Djokovic arrives back in Belgrade after deportation from Australia - CNN","Novak Djokovic has arrived back in Serbia's capital Belgrade after his deportation from Australia ended the world No. 1 tennis player's hopes of playing in the Australian Open.","Senator","D","Senator Amy Klobuchar (MN)","Senator KLOBUCHAR. Who said that that was not what my dad was doing, Senator Sasse? [Laughter.]",-1.4989530805205,0.848412717283363,1.2445649559454,0.436178893776829,0.901097866330696,0.516923998606686,0.23324443964646,-0.483525890035796
308,"a","high",271,"Z","low",310,"X","medium",229,"Y","",478,"Y","low",167,"X","high",241,"Y","medium",360,"","","","","07-09-2024","11:18:00","13:19:00","07-09-2024 13:10","The Naomi Osaka fiasco is a sign that we're nowhere near finished with work on mental health - CNN","It's the modern day equivalent of the Roman Empire's gladiatorial shows. After playing for several hours, often in hot and humid conditions, with their emotional reserves ebbing and stress levels sky rocketing, tennis stars enter the media's ice cold inner sanctum -- the post-match press conference.","Senator","R","Senator Ben Sasse (NE)","Senator SASSE. That was wisdom in Minnesota. Congratulations, Judge, on your nomination. Actually, congratulations and condolences. This process has to stink. I am glad your daughters could get out of the room, and I hope they still get the free day from school. Let us do some good news/bad news, the bad news first. Judge, since your nomination in July, you have been accused of hating women, hating children, hating clean air, wanting dirty water. You have been declared a quote/unquote ÔÔexistential threatÕÕ to our Nation. Alumni of Yale Law School, incensed that faculty members at your alma mater praised your selection, wrote a public letter to the school saying, quote, ÔÔPeople will die if Brett Kavanaugh is confirmed.ÕÕ This drivel is patently absurd, and I worry that we are going to hear more of it over the next few days. But the good news is it is absurd, and the American people do not believe any of it. This stuff is not about Brett Kavanaugh when screamers say this stuff for cable TV news. The people who know you better, not those who are trying to get on TV, they tell a completely different story about who Brett Kavanaugh is. You have earned high praise from the many lawyers, both right and left, who have appeared before you during your 12 years on the D.C. Circuit and those who have had you as a professor at Yale Law and at Harvard Law. People in legal circles invariably applaud your mind, your work, your temperament, your collegiality. That is who Brett Kavanaugh is. And to quote Lisa Blatt, a Supreme Court attorney from the left who has known you for a decade, quote, ÔÔSometimes a superstar is just a superstar, and that is the case with this judge. The Senate should confirm him,ÕÕ close quote. It is pretty obvious to most people going about their work today that the deranged comments actually do not have anything to do with you, so we should figure out why do we talk like this about Supreme Court nominations now? There is a bunch that is atypical in the last 19, 20 months in America. Senator Klobuchar is right. The comments from the White House yesterday about trying to politicize the Department of Justice, they were wrong, and they should be condemned. And my guess is Brett Kavanaugh would condemn them. But really the reason these hearings do not work is not because of Donald Trump. It is not because of anything in the last 20 months. These confirmation hearings have not worked for 31 years in America. People are going to pretend that Americans have no historical memory and supposedly there have not been screaming protestors saying women are going to die at every hearing for decades, but this has been happening since Robert Bork. This is a 31year tradition. There is nothing really new the last 18 months. So the fact that the hysteria has nothing to do with you means that we should ask what is the hysteria coming from? The hysteria around Supreme Court confirmation hearings is coming from the fact that we have a fundamental misunderstanding of the role of the Supreme Court in American life now. Our political commentary talks about the Supreme Court like they are people wearing red and blue jerseys. That is a really dangerous thing. And, by the way, if they have red and blue jerseys, I would welcome my colleagues to introduce the legislation that ends lifetime tenure for the judiciary because if they are just politicians, then the people should have power, and they should not have lifetime appointments. So until you introduce that legislation, I do not believe you really want the Supreme Court to be a politicized body, though that is the way we constantly talk about it now. We can and we should do better than this. It is predictable that every confirmation hearing now is going to be an overblown politicized circus, and it is because we have accepted a new theory about how our three branches of Government should work and, in particular, how the judiciary should work. What Supreme Court confirmation hearings should be about is, an opportunity to go back and do ÔÔSchoolhouse Rock!ÕÕ civics for our kids. We should be talking about how a bill becomes a law and what the job of Article II is, and what the job of Article III is, so let us try just a little bit. How did we get here, and how can we fix it? I want to make just four brief points. Number one: In our system, the legislative branch is supposed to be the center of our politics. Number two: It is not. Why not? Because for the last century, and increasing by the decade right now, more and more legislative authority is delegated to the executive branch every year. Both parties do it. The legislature is impotent, the legislature is weak, and most people here want their jobs more than they really want to do legislative work, and so they punt most of the work to the next branch. Third consequence is that this transfer of power means the people yearn for a place where politics can actually be done, and when we do not do a lot of big actual political debating here, we transfer it to the Supreme Court, and that is why the Supreme Court is increasingly a substitute political battleground in America. It is not healthy, but it is what happens, and it something that our Founders would not be able to make any sense of. And fourth and finally, we badly need to restore the proper duties and the balance of power from our constitutional system. So, point one: The legislative branch is supposed to be the locus of our politics properly understood. Since we are here in this room today because this is a Supreme Court confirmation hearing, we are tempted to start with Article III, but really, we need Article III as part of the Constitution that sets up the judiciary. We really should be starting with Article I, which is us. What is the legislatureÕs job? The ConstitutionÕs drafters began with the legislature. These are equal branches, but Article I comes first for a reason, and that is because policymaking is supposed to be done in the body that makes laws. That means that this is supposed to be the institution dedicated to political fights. If we see lots and lots of protests in front of the Supreme Court, that is a pretty good litmus-test barometer of the fact that our republic is not healthy because people should not be thinking they are protesting in front of the Supreme Court. They should be protesting in front of this body. The legislature is designed to be controversial, noisy, sometimes even rowdy because making laws means we have to hash out the reality that we do not all agree. Government is about power. Government is not just another word for things we do together. The reason we have limited government in America is because we believe in freedom. We believe in souls. We believe in persuasion. We believe in love. And those things are not done by power. But the Government acts by power. And since the Government acts by power, we should be reticent to use power. And so it means when you differ about power, you have to have a debate. And this institution is supposed to be dedicated to debate and should be based on the premise that we know since we do not all agree, we should try to constrain that power just a little bit, but then we should fight about it and have a vote in front of the American people. And then what happens? The people get to decide whether they want to hire us or fire us. They do not have to hire us again. This body is the political branch where policymaking fights should happen. And if we are the easiest people to fire, it means the only way the people can maintain power in our system is if almost all the politicized decisions happen here, not in Article II or Article III. So that brings us to a second point. How do we get to a place where the legislature decided to give away its power? We have been doing it for a long time. Over the course of the last century but especially since the 1930s and then ramping up since the 1960s, a whole lot of the responsibility in this body has been kicked to a bunch of alphabet-soup bureaucracies. All the acronyms that people know about their Government or do not know about their Government are the places where most actual policymakingÑkind of, in a way, lawmakingÑis happening right now. This is not what ÔÔSchoolhouse Rock!ÕÕ says. There is no verse of ÔÔSchoolhouse Rock!ÕÕ that says give a whole bunch of power to the alphabet-soup agencies and let them decide what the governance decisions should be for the people because the people do not have any way to fire the bureaucrats. And so what we mostly do around this body is not pass laws. What we mostly do is decide to give permission to the Secretary or the Administrator of bureaucracy X, Y, or Z to make lawlike regulations. That is mostly what we do here. We go home and we pretend we make laws. No, we do not. We write giant pieces of legislation, 1,200 pages, 1,500 pages long that people have not read filled with all these terms that are undefined and we say the Secretary of such-and-such shall promulgate rules that do the rest of our dang jobs. That is why there are so many fights about the executive branch and about the judiciary because this body rarely finishes its work. And the House is even worse. I do not really believe that. It just seemed like you needed to try to unite us in some way. So I admit that there are rational arguments that one could make for this new system. The Congress cannot manage all the nitty-gritty details of everything about modern government, and this system tries to give power and control to experts in their fields where most of us in Congress do not know much of anything about technical matters for sure, but you could also impugn our wisdom if you want. But when you are talking about technical complicated matters, it is true that the Congress would have a hard time sorting out every final dot and tittle about every detail. But the real reason at the end of the day that this institution punts most of its power to executive branch agencies is because it is a convenient way for legislators to be able to avoid taking responsibility for controversial and often unpopular decisions. If people want to get reelected over and over again and that is your highest goal, if your biggest long-term thought around here is about your own incumbency, then actually giving away your power is a pretty good strategy. It is not a very good life, but it is a pretty good strategy for incumbency. And so at the end of the day, a lot of the power delegation that happens from this branch is because the Congress has decided to self-neuter. Well, guess what? The important thing is not whether the Congress has lame jobs. The important thing is that when the Congress neuters itself and gives power to an unaccountable fourth branch of government, it means the people are cut out of the process. There is nobody in Nebraska, there is nobody in Minnesota or Delaware who elected the deputy assistant administrator of plant quarantine at the USDA. And yet if the deputy assistant administrator of plant quarantine does something to make NebraskansÕ lives really difficult, which happens to farmers and ranchers in Nebraska. Who do they protest to? Where do they go? How do they navigate the complexity and the thicket of all the lobbyists in this town to do executive-agency lobbying. They cannot. And so what happens is they do not have any ability to speak out and to fire people through an election. And so, ultimately, when the Congress is neutered, when the administrative state grows, when there is this fourth branch of Government, it makes it harder and harder for the concerns of citizens to be represented and articulated by people that the people know that they have power over. All the power right now or almost all the power right now happens off-stage, and that leaves a lot of people wondering who is looking out for me? And that brings us to the third point. The Supreme Court becomes our substitute political battleground. It is only nine people. You can know them. You can demonize them. You can try to make them messiahs, but ultimately, because people cannot navigate their way through the bureaucracy, they turn to the Supreme Court looking for politics. And knowing that our elected officials no longer care enough to do the hard work of reasoning through the places where we differ and deciding to shroud our power at times, it means that we look for nine Justices to be super-legislators. We look for nine Justices to try to right the wrongs from other places in the process. When people talk about wanting to have empathy from their Justices, this is what they are talking about. They are talking about trying to make the Justices do something that the Congress refuses to do, as it constantly abdicates its responsibility. The hyperventilating that we see in this process and the way that todayÕs hearing started with 90 minutes of theatrics that are preplanned with certain Members of the other side here, it shows us a system that is wildly out of whack. And thus, a fourth and final point. The solution here is not to try to find judges who will be policymakers. The solution is not to try to turn the Supreme Court into an election battle for TV. The solution is to restore a proper constitutional order with a balance of powers. We need ÔÔSchoolhouse Rock!ÕÕ back. We need a Congress that writes laws and then stands before the people and suffers the consequences and gets to go back to our own Mount Vernon if that is what the electors decide. We need an executive branch that has a humble view of its job as enforcing the law, not trying to write laws in the CongressÕ absence. And we need a judiciary that tries to apply written laws to facts and cases that are actually before it. This is the elegant and the fair process that the Founders created. It is the process where the people who are elected, two and 6 years in this institution, 4 years in the executive branch, can be fired because the Justices and the judges, the men and women who serve AmericaÕs people by wearing black robes. They are insulated from politics. This is why we talk about an independent judiciary. This is why they wear robes. This is why we should not talk about Republican and Democratic judges and Justices. This is why we say justice is blind. This is why we give judges lifetime tenure. And this is why this is the last job interview Brett Kavanaugh will ever have because he is going to a job where he is not supposed to be a super-legislator. So the question before us today is not what does Brett Kavanaugh think 11 years ago on some policy matter. The question before us whether or not he has the temperament and the character to take his policy views and his political preferences and put them in a box marked irrelevant and set it aside every morning when he puts on the black robe. The question is does he have the character and temperament to do that. If you do not think he does, vote no, but if you think he does, stop the charades because, at the end of the day, I think all of us know that Brett Kavanaugh understands his job is not to rewrite laws as he wishes they were. He understands that he is not being interviewed to be a super-legislator. He understands that his job is not to seek popularity. His job is to be fair and dispassionate. It is not to exercise empathy. It is to follow written laws. Contrary to The Onion-like smears that we hear outside, Judge Kavanaugh does not hate women and children. Judge Kavanaugh does not lust after dirty water and stinky air. No. Looking at his record, it seems to me that what he actually dislikes are legislators that are too lazy and too risk-averse to do our actual jobs. It seems to me that if you read his 300-plus opinions, what his opinions reveal to me is a dissatisfactionÑI think he would argue a constitutionally compelled dissatisfactionÑwith power-hungry executive branch bureaucrats doing our job when we fail to do it. And in this view, I think he is aligned with the Founders. For our Constitution places power not in the hands of this cityÕs bureaucracy, which cannot be fired, but our Constitution places the policymaking power in the 535 of our hands because the voters can hire and fire us. And if the voters are going to retain their power, they need a legislature that is responsive to politics, not a judiciary that is responsive to politics. It seems to me that Judge Kavanaugh is ready to do his job. The question for us is whether we are ready to do our job. Thank you, Mr. Chairman.",-0.271251213990226,1.33247874286122,0.646858785898355,-1.39768831570597,-0.812797766062551,-1.04795087982612,-0.225866201184066,1.0623976968866
309,"b","low",71,"X","low",126,"Y","high",172,"Y","low",NA,"Z","high",NA,"X","high",496,"Y","medium",440,"","","","","07-09-2024","14:20:00","16:00:00","07-09-2024 15:58","Lydia Ko: 'Sometimes results are so overrated,' says former world No. 1 - CNN","The 24-year-old Lydia Ko has had more success than most golfers can imagine. ","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Yes. The example I always use to back up what Senator Sasse says about the Congress not doing its job and delegating too much is the Obamacare legislation that was 2,700 pages and there was 1,693 delegations of authority to bureaucrats to write regulations because Congress did not know how to reorganize health care. Senator Coons.",-2.49648872357499,-0.23470330033416,-0.221999349798194,0.753537087186545,-0.709090676287445,1.19218264207457,-0.950850302601921,-0.160294615129333
310,"b","high",80,"Z","high",215,"Z","low",422,"Y","",53,"Z","low",231,"Z","medium",499,"Z","medium",NA,"","","","","06-02-2024","06:10:00","09:16:00","06-02-2024 09:06","How Iceland could reshape the world of golf - CNN","Iceland may seem like an unlikely golfing power. ","Senator","D","Senator Chris Coons (DE)","Senator COONS. Thank you, Mr. Chairman. Welcome, Judge Kavanaugh. Welcome to you and to your family and to your friends who are here. As you know well, we went to the same law school. We clerked in the same courthouse in Wilmington, Delaware, so I have known you and your reputation for nearly 30 years, and I know well that you have a reputation as a good friend, a good classmate, a good roommate, as a good husband and family man, that you have contributed to your community. I think we will hear later today that you have even been a great youth basketball coach. But frankly, we are not here to consider you as the president of our neighborhood civic association or even to review whether you have been a great youth basketball coach. We are here to consider you for a lifetime appointment to the United States Supreme Court where you will help shape the future of this country and have an impact on the lives of millions of Americans for literally decades to come. And to make that decision to exercise our constitutional role, we have to look closely at your decisions, your statements, your writings to understand how you might interpret our Constitution. The next Justice will play a pivotal role in defining a wide range of critical issues, including the scope of the PresidentÕs power in determining whether the President might be above the law. The next Justice will impact essential rights enshrined in our modern understanding of the Constitution, including the right to privacy, rights to contraception, intimacy, abortion, marriage, the freedom to worship as we choose, the ability to participate in our democracy as full citizens, and the promise of equal protection. That is because the cases that come before the Court are not just academic or esoteric or theoretical. They involve real people and have real and lasting consequences. With stakes this high, I deeply regret the process that has gotten us to this point, the excesses and partisan gamesmanship of the last few years, and that history bears briefly repeating. When Justice Scalia passed in February 2016, I called the White House and urged then-President Obama to nominate a jurist who could gain support from both sides of the aisle and help build a strong center on the Court, and he did just that when he nominated Merrick Garland, chief judge of the D.C. Circuit, whom I know you also admire. But my Republicans refused to even meet with him, must less hold a hearing or vote on his confirmation. During the 400 days that the Majority refused to fill the Supreme Court vacancy, then-Candidate Trump also released a list of potential nominees to the Court, a list compiled by two highly partisan organizations: the Federalist Society and the Heritage Foundation. And after our President was elected, he picked from that list and nominated Neil Gorsuch to the Supreme Court. When Judge Gorsuch testified before this very Committee, he told us repeatedly how deeply he understood and respected precedent. He even cited a book on precedent he co-authored with you. But in his first 15 months of service, Justice Gorsuch has already voted to overrule at least five important Supreme Court precedents and to question many others. To name just one, given it was just Labor Day, Justice Gorsuch voted to gut public-sector unions, overturning a 41-year-old precedent on which there were great reliance interests in impacting millions of workers across the country. My point is, that Justice Gorsuch was confirmed to the Court in one of the most concerningly partisan processes in Senate history, and only after the Majority deployed the nuclear option to end the filibuster for Supreme Court nominations. This brings us, Judge, to today and your nomination. When Justice Kennedy announced his retirement, I once again called the White House and urged, through White House Counsel, that President Trump consider selecting someone for this seat who could win broad support from both sides of the aisle. And, Judge Kavanaugh, I am concerned you may not be that nominee. Your record prior to joining the bench places you in the midst of some of the most pitched and partisan battles in our lifetimes, from Ken StarrÕs investigation of President Clinton, to the 2000 election recount, to the controversies of the Bush administration, including surveillance, torture, access to justice, and the culture wars. So, Judge, it is critical that this Committee and the American people fully examine your record to understand what kind of Justice you would be. And, unfortunately, as we have all discussed at length here today, that has been rendered impossible. The Majority has blocked access to millions of pages of documents from your service in a critical role in the White House. For the first time since Watergate, the nonpartisan National Archives has been cut out of the process for reviewing and producing your records. Senate Republicans have worked to keep ÔÔcommittee confidentialÕÕ nearly 200,000 pages of documents so that the public cannot view them, and we cannot question based on them, and your former deputy is in charge of designating which documents this Committee and the American people get to see. Not only that, but for the first time in our history, the President has invoked executive privilege to withhold more than 100,000 pages of documents on a Supreme Court nominee from the Judiciary Committee. This leads to a difficult but important question, which is, ÔÔWhat might President Trump or the Majority be trying to hide?ÕÕ Mr. Chairman, I want to make an appeal to work together to restore the integrity of this Committee. We are better than this process. We are better than proceeding with a nominee without engaging in a full and transparent process. This Committee is failing the American people by proceeding in this way, and I fully support the motions made by my colleagues earlier in this hearing and regret that we proceeded without observing the rules of this Committee. That said, Judge Kavanaugh, I have reviewed the parts of your record that I have been able to access and what I have been able to see from available speeches, writings, and decisions, and I have to say it troubles me. While serving on the bench, you have dissented at a higher rate than any circuit judge elevated to the Supreme Court since 1980, and that includes Judge Bork. Your dissents reveal some views and positions that fall well outside the mainstream of legal thought. You have suggested, as has been referenced, that the President has the authority to refuse to enforce a law such as the Affordable Care Act were he to decide it was un- constitutional. You have voted to strike down net neutrality rules, gun safety laws, the organization of the Consumer Financial Protection Bureau, and many of your dissents would undercut environmental protections or workersÕ rights or any antidiscrimination laws, and you have recently praised Justice RehnquistÕs dissent in Roe. You have embraced an approach to substantive due process that would undermine the rights and protections of millions of Americans, from basic protections for LGBT Americans to access to contraception, to health care and the ability for Americans to love and marry whom they wish. I am concerned your writings demonstrate a hostility to affirmative action and civil rights. And, most importantly, I believe you have repeatedly and enthusiastically embraced an interpretation of Presidential power so expansive that it could result in a dangerously unaccountable President at the very time when we are most in need of checks and balances. I want to pause for a moment on this last point, because the context of your nomination troubles me the most. In reviewing your records, Judge, you have questioned the lawfulness of United States v. Nixon, a historic decision in which a unanimous Court said the President had to comply with a grand jury subpoena. You have questioned the correctness of Morrison v. Olson, a 30-year-old precedent, holding that Congress can create an independent counsel with the authority to investigate the President, who the President cannot just fire on a whim. You have questioned whether a President and his aides should be subject to any civil or criminal investigations while in office. And, given these positions about Presidential power, which I view as being at one extreme of the record of circuit judges, we have to confront an uncomfortable but important question about whether President Trump may have selected you, Judge Kavanaugh, with an eye toward protecting himself. So, Judge Kavanaugh, I am going to ask you about these issues, as we did when we met in my office, and I expect you to address them. When we spoke, you agreed that we have a shared concern about the legitimacy of the Supreme Court, that it is critical to our system of rule of law. In my view, it is today in jeopardy. You are participating in a process that has featured unprecedented concealment and partisanship around your record. And a few moments ago, Senator Durbin proposed a bold step, which would be for you to support suspending this hearing until all your records are produced and available to this Committee and the American people, and I encourage you to do this. There are also Members of both parties who have not stated how they will vote on your nomination, and I urge you to answer our questions about your prior work, about your writings, about precedent and the Constitution itself, to trust the American people, and to help build our trust in the Court on which you may well soon serve. I have been to too many hearings in which judicial nominees have told us that they will evenhandedly apply the text of laws or the Constitution only to watch them ascend to the Bench and whittle away the individual rights of Americans or narrow and overturn long-settled precedent. This Supreme Court vacancy comes at a critical time for our country, when our institutions of law and the very foundations of our democracy are being gravely tested. If we are going to safeguard the rule of law in this country, our courtsÑand in particular, our Supreme CourtÑmust be a bulwark against unprecedented violations of law, deprivations of freedom, and abuses of power by anyoneÑincluding our President. No one said it better than our former colleague, Senator McCain, who once asked about America, what makes us exceptional? Is it our wealth, our natural resources, our military power, our big and bountiful country? No, it is our founding ideals and our fidelity to them and our conduct in the world, they are the source of our wealth and power, that we live under the rule of law. That enables us to face threats with confidence that our values make us stronger than our enemies. Judge Kavanaugh, we are here to determine whether you would uphold or undermine those founding ideals and the rule of law. We are here to determine whether you would continue in the traditions of the Court or transform it into a body more conservative than a majority of Americans. We are here to determine whether your confirmation would compromise or undermine the legitimacy of the Court itself. I urge you to answer our questions and to confront these significant challenges. These are weighty questions, and the American people deserve real answers. Thank you, and I look forward to your testimony. [The prepared statement of Senator Coons appears as a submission for the record.]",0.353883440305844,0.197227491033944,-0.504307799853992,-1.20258447886197,0.356226896706295,1.21018707670268,0.741000168821584,-0.497452484204269
311,"b","high",195,"Z","low",50,"X","high",93,"Y","medium",237,"X","high",66,"Y","",213,"Y","low",98,"","","","","07-07-2024","07:15:00","10:35:00","07-07-2024 10:27","How Arnold Palmer, Gary Player and Jack Nicklaus revolutionized golf - CNN","They were golf's band of brothers. ""The Golden Bear,"" ""The King"" and ""The Black Knight"" shared 34 major wins between them and irrevocably changed the sport they played.","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Yes. You can easily get the impression, not just from Senator Coons but other Senators, that somehow you, Judge Kavanaugh, are out of the mainstream in some way. So I looked at your record in the D.C. Circuit and have found that judges have agreed with you and your rulings in an overwhelming majority of matters across the board. Ninety-four percent of the matters Judge Kavanaugh heard were decided unanimously. In 97 percent of the matters Judge Kavanaugh heard, he voted with the majority. Judge Kavanaugh issued dissenting opinions in only 2.7 percent of the matters that you heard. I would also like to clarify what the Presidential Records Act requires. Our documents process has fully complied with the Presidential Records Act. Under the Federal statute, President Bush has the right to request his own administration records. He also has the authority to review his records before the Senate receives them. Indeed, the Archives may not produce them to the Committee without giving President Bush and his statutory representatives an opportunity to review first. This is what President Bush has done, and the National Archives does not have the authority to secondguess President BushÕs decision to release records to us. The National Archives was not cut out of the process. As President BushÕs representative informed the Committee, quote, ÔÔBecause we have sought, received, and followed NARAÕsÕÕÑthat means the ArchivistÕsÑÔÔviews on any documents withheld as personal documents, the resulting productions of documents to the Committee is essentially the same as if the ÔArchivistÕ had conducted its review first, and then sought our views and the current administrationÕs views, as required by law,ÕÕ end of quote.",-0.537171517456553,1.90637617588179,-0.287418772259192,0.370991184281126,-0.574260541385611,-1.4390693363898,-0.0584096037513347,-0.486345677583227
