"id","ExtraCol27","ExtraCol28","ExtraCol29","ExtraCol30","ExtraCol31","ExtraCol32","ExtraCol33","ExtraCol34","ExtraCol35","ExtraCol36","ExtraCol37","storage_class","region","access_tier","other_details","event_date","login_time","logout_time","last_activity_ts","Headline_cnn","Description_cnn","Title_sc","Speaker (Party)(or nominated by)_sc","Speaker and title_sc","Statements_sc","ExtraCol27_custom_bin","ExtraCol27_freq_bin","ExtraCol27_original_freq","ExtraCol29_freq_bin","ExtraCol29_original_freq","ExtraCol30_freq_bin","ExtraCol30_original_freq","ExtraCol32_freq_bin","ExtraCol32_original_freq","ExtraCol27_target_bin","ExtraCol27_target_stat","ExtraCol29_target_bin","ExtraCol29_target_stat","ExtraCol30_target_bin","ExtraCol30_target_stat","ExtraCol32_target_bin","ExtraCol32_target_stat"
643,"medium",201,"Z","high",478,"Y","low",236,"X","Other",435,"STANDARD","europe","","","24-04-2024","19:06:00","22:10:00","24-04-2024 22:06","How ordinary people become 'white supremacists by default' - CNN","It's easy to blame neo-Nazis for violence in Charlottesville. But activists and historians point to four ways millions of ordinary Americans become 'white supremacists by default.'","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Which is a warrantless surveillance program.","Good","medium",359,"Z",353,"high",274,"Y",351,"medium",NA,"Z",NA,"high",NA,"Y",NA
644,"medium",14,"Y","medium",489,"Y","Other",18,"Other","Other",460,"STANDARD","europe","","","29-08-2024","16:14:00","17:47:00","29-08-2024 17:46","What's wrong with too many white men in one place? - CNN","Critics say the Trump's administration is trying to make images of white men wielding all the power seem normal again. If so, can they get away with it?
","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Along with many others, and that isÑyou were asking me about the terrorist surveillance program, TSP, I think he called it. That story was broken. That testimony is a hundred percent accurate. That story was broken in The New York Times. I had not been read into that program, and when it came in The New York Times, I actually still remember my exact reaction when I read that story. And then the President, that Saturday, I believe, did a live radio address to explain to the country what that program was about. There was a huge controversy, and so, everyone was then working on getting the speech together. And you asked me if I learned about it before then. I said ÔÔno,ÕÕ and that is accurate.","Good","medium",359,"Y",282,"medium",340,"Y",351,"medium",NA,"Y",NA,"medium",NA,"Y",NA
645,"high",429,"X","high",58,"Y","Other",369,"Other","low",293,"STANDARD","europe","","","29-06-2024","06:15:00","07:34:00","29-06-2024 07:30","How Trump's victory turns into another 'Lost Cause' - CNN","Here's how Trump's presidential victory becomes another Lost Cause. It starts with ""racial amnesia.""
","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Okay. When you were in the White House, did you ever work with John Yoo on the constitutional implications of any warrantless surveillance program?","Good","high",262,"X",256,"high",274,"Y",351,"high",NA,"X",NA,"high",NA,"Y",NA
646,"low",56,"Z","low",95,"Z","Other",462,"X","Other",40,"STANDARD","europe","","","23-08-2024","11:29:00","14:14:00","23-08-2024 14:05","Raped and wed by 11, woman fights to end child marriage - CNN","For many years, Sherry Johnson kept silent about her forced marriage and the abuse she suffered as a girl. But now her plight may bring an end to child marriage in Florida.","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Well, I cannot rule thatÑright in the wake of September 11th, it was all hands on deck on all fronts, and then we wereÑwe were farming out assignments, but we were all involved. On September 12th when we came inÑlet us just back up. On September 12th when we came into the White House, it wasÑ you know, we have to work on everything. And so, then over time people figured out what issues they were going to work on. You know, the airline bill that I was up here on September 20th when President Bush spoke to Congress that night, as you recall. And then after that, we were in the meeting room together, you and I and others, working on the airline bill, but there were all sorts of other things going on. The Patriot Act was going on.","bad","low",270,"Z",353,"low",277,"Z",258,"low",NA,"Z",NA,"low",NA,"Z",NA
647,"low",309,"Z","low",215,"Y","Other",414,"Other","Other",69,"STANDARD","europe","","","10-02-2024","11:18:00","13:39:00","10-02-2024 13:31","When insurance wouldn't pay, parents funded cancer patient's $95,000 lifesaving treatment - CNN","Kate Weissman's parents paid $95,000 for her cancer treatment after UnitedHealthcare denied coverage. She's now cancer-free. One medical director who denied coverage isn't board-certified  ""gynecologic oncology.""","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. I was involved with all of thoseÑÑ","bad","low",270,"Z",353,"low",277,"Y",351,"low",NA,"Z",NA,"low",NA,"Y",NA
648,"medium",141,"Z","high",457,"X","low",435,"Other","low",306,"STANDARD","europe","","","10-09-2024","12:37:00","13:24:00","10-09-2024 13:18","Three ways MLK speaks to our time
 - CNN","Many Americans have turned MLK into a safe holiday mascot, but some say King still speaks to three contemporary issues in America that go beyond civil rights.","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Yes, I knowÑÑ","Good","medium",359,"Z",353,"high",274,"X",282,"medium",NA,"Z",NA,"high",NA,"X",NA
649,"medium",285,"Z","high",287,"Y","low",431,"X","Other",288,"STANDARD","europe","","","06-01-2024","17:37:00","21:02:00","06-01-2024 20:54","Baltimore violence and the lack of black men in the city - CNN","It's a surreal to see your old neighborhood go up in flames. But when I returned to Baltimore this week, the rage made sense. The older black men were gone.","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY [continuing]. And I remember the discussions. But what I want to know, did you ever raise questions about warrantless surveillance?","Good","medium",359,"Z",353,"high",274,"Y",351,"medium",NA,"Z",NA,"high",NA,"Y",NA
650,"medium",413,"Z","low",228,"X","Other",342,"X","Other",40,"STANDARD","europe","","","02-10-2024","14:34:00","14:58:00","02-10-2024 14:57","How Easter became a #MeToo Moment - CNN","Easter isn't just about a risen savior. The resurrection stories can also be seen as a #MeToo moment, some say. ","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. I cannot rule anything out like that. There was so much going on in the wake of September 11th, Senator, as you recall, up here, too, but in the White House, in particular, and in the CounselÕs Office, in particular. We had eight lawyers in there. Eight or nine as I recall. And there were so many issues to consider for the President and for the legal team, and those issuesÑlike I said, for President Bush, every day for the next 7 years was September 12th, 2001. You know, for the legal team there was a lotÑÑ","Good","medium",359,"Z",353,"low",277,"X",282,"medium",NA,"Z",NA,"low",NA,"X",NA
651,"medium",156,"Y","high",462,"Y","low",460,"X","Other",269,"STANDARD","europe","","","15-12-2024","21:34:00","23:52:00","15-12-2024 23:46","After ICE raid, more than 500 kids miss school - CNN","Teachers in local schools suddenly found themselves on the front lines of a crisis after immigration authorities swept through a Tennessee meatpacking plant.","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. For a lot of us it was.","Good","medium",359,"Y",282,"high",274,"Y",351,"medium",NA,"Y",NA,"high",NA,"Y",NA
652,"medium",8,"Y","low",331,"Y","Other",170,"Other","Other",340,"STANDARD","europe","","","02-01-2024","20:20:00","22:48:00","02-01-2024 22:45","The US rescued her. Now it wants to return her to Haiti. - CNN","Dady Jean and her daughter, Schnaika, were brought to the United States after a 2010 quake injured the girl. Now they're among nearly 60,000 Haitians facing deportation.

","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Yes.","Good","medium",359,"Y",282,"low",277,"Y",351,"medium",NA,"Y",NA,"low",NA,"Y",NA
653,"medium",331,"Y","high",492,"Y","low",372,"Other","Other",207,"STANDARD","europe","","","07-06-2024","16:09:00","18:45:00","07-06-2024 18:39","Inside the secret lives of  functioning heroin addicts - CNN","They're not slumped over in alleyways. They haven't lost everything. They are the heroin addicts living next door and fooling their families. ","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Mr. Chairman, I sent a letter, along with Senators Feinstein and Durbin, August 16th of this year, asking we make documents related to this issue public. Without them being public, it is not fair to me and it is not fair to Judge Kavanaugh that I cannot hand him the actual documents, which I think would refresh his memory. And I would ask again, you might look at that before my next turn, can we make those public?","Good","medium",359,"Y",282,"high",274,"Y",351,"medium",NA,"Y",NA,"high",NA,"Y",NA
654,"high",266,"Y","low",431,"Y","Other",46,"X","Other",333,"STANDARD","europe","","","10-12-2024","10:43:00","12:20:00","10-12-2024 12:13","Medic who documented Nazi camp horror dies at 93 - CNN","Anthony C. Acevedo, a World War II medic and one of 350 US soldiers held in a Nazi slave labor camp, has died at 93. His final words: ""How life tells a story.""","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. You tell us what documents you want, and I will make them available to you, but I cannot say that they can be made public. Just as I said last year during Justice GorsuchÕs confirmation, I put a process in place that will allow my colleagues to obtain the public release of confidential documents for use dur- ing the hearing. All I ask was my colleagues to identify the documents they intended to use, and I would work to get the Depart- ment of Justice and former President Bush to agree to waive restrictions on the documents. Senator Feinstein secured the public release of 19 documents last year under this process, and Senator Klobuchar secured the release of four documents this year. If my colleagues truly believe that other committee confidential documents should have been made public, they never told me about that.","Good","high",262,"Y",282,"low",277,"Y",351,"high",NA,"Y",NA,"low",NA,"Y",NA
655,"low",69,"Z","medium",499,"X","Other",263,"Other","Other",372,"STANDARD","europe","","","09-08-2024","16:41:00","19:02:00","09-08-2024 19:00","'Folks don't feel safe' - CNN","In Winston-Salem, North Carolina, people on opposite sides of the immigration debate have one thing in common: fear.
","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. WellÑÑ","bad","low",270,"Z",353,"medium",340,"X",282,"low",NA,"Z",NA,"medium",NA,"X",NA
656,"medium",24,"Y","high",278,"X","low",145,"Other","Other",294,"STANDARD","europe","","","08-03-2024","16:51:00","19:33:00","08-03-2024 19:28","The spiritual message hidden in 'Star Wars'  - CNN","Is ""The Last Jedi"" a warning about the end of organized religion in America, or a parable about spiritual renewal? ","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. So, let us know what you want, and then you canÑyou can go ahead and we will get them for you.","Good","medium",359,"Y",282,"high",274,"X",282,"medium",NA,"Y",NA,"high",NA,"X",NA
657,"high",262,"X","high",187,"Z","Other",469,"Other","Other",199,"STANDARD","europe","","","20-02-2024","15:42:00","19:28:00","20-02-2024 19:27","A Bible museum mystery: Are its Dead Sea Scrolls fake? - CNN","Some scholars say the artifacts date to the days of Jesus. But others say they're forgeries meant to dupe Christians, including the new Museum of the Bible.","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. I want the same thing that I requested in AugustÑon August 16th because it is directly relevant to Judge KavanaughÕs testimony, directly relevant to hisÑto the questions I have been asking here, and directly relevant to his own emails with John Yoo. So, I wouldÑbefore my next turn, if we could take a look at that.","Good","high",262,"X",256,"high",274,"Z",258,"high",NA,"X",NA,"high",NA,"Z",NA
658,"low",306,"Y","medium",30,"Y","Other",218,"Other","low",132,"STANDARD","europe","","","19-11-2024","09:17:00","12:29:00","19-11-2024 12:22","What are Donald Trump's religious beliefs?  - CNNPolitics","Some Christians call Donald Trump a believer, others an ""idolater"" What does he really believe? His pastor offers some clues.  ","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Okay. Well, we will get them for you for your next turn tomorrow.","bad","low",270,"Y",282,"medium",340,"Y",351,"low",NA,"Y",NA,"medium",NA,"Y",NA
659,"medium",58,"Z","low",364,"X","low",236,"Other","Other",330,"STANDARD","europe","","","09-03-2024","21:21:00","00:45:00","10-03-2024 00:36","Toxic tensions in the heart of 'Cancer Alley' - CNN","The EPA says this Louisiana town has the nation's highest risk of developing cancer from air toxins. The plant emitting the toxins says otherwise. Locals are outraged.","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Now, mayÑyou said everyone agrees the pardon prerogatives of a President, absolute, unfettered, unchecked power to pardon every violator of every Federal law. If the President issued a pardon in exchange for a bribe, ÔÔyesÕÕ or ÔÔnoÕÕ?","Good","medium",359,"Z",353,"low",277,"X",282,"medium",NA,"Z",NA,"low",NA,"X",NA
660,"high",299,"X","high",132,"Z","low",284,"X","Other",40,"STANDARD","europe","","","15-04-2024","16:45:00","18:31:00","15-04-2024 18:21","The secret costs of Islamophobia - CNN","Islamophobia didn't start on 9/11. It's rooted in one of America's oldest prejudices -- and it's more dangerous than you think.  ","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Senator, I think that question has been litigated before, and I do not want to comment aboutÑÑ","Good","high",262,"X",256,"high",274,"Z",258,"high",NA,"X",NA,"high",NA,"Z",NA
661,"medium",222,"Y","high",5,"X","low",38,"X","low",40,"STANDARD","europe","","","07-07-2024","21:49:00","01:48:00","08-07-2024 01:42","Where Trump support and Obamacare use soar - CNN","Grant County, Nebraska, has the highest rate of Obamacare enrollees in the US. It also voted overwhelmingly for President Trump. A disconnect? Not to residents.","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Well, let me ask you this.","Good","medium",359,"Y",282,"high",274,"X",282,"medium",NA,"Y",NA,"high",NA,"X",NA
662,"medium",68,"Z","medium",401,"Y","low",63,"X","Other",251,"STANDARD","europe","","","03-07-2024","16:46:00","20:18:00","03-07-2024 20:13","The journey of bringing formerly conjoined twins home - CNN","Jadon and Anias McDonald, the once-conjoined twins whose separation surgery last year captivated millions, have returned home after nine months of rehabilitation.","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Scope of the pardon, the scope aboutÑthere are a coupleÑthere are a couple of things involved in that question. One is what is the scopeÑwhat is the effect of the pardon, and the other question is, can you be separately charged with the bribery crime, both the briber and the bribee, and those are two distinct questions. You would want toÑyou would want to keep those two questions separate in thinking about how the hypotheticalÑÑ","Good","medium",359,"Z",353,"medium",340,"Y",351,"medium",NA,"Z",NA,"medium",NA,"Y",NA
663,"low",308,"X","low",212,"Z","Other",215,"Other","Other",456,"STANDARD","europe","","","04-07-2024","13:25:00","15:34:00","04-07-2024 15:29","The Bishop Eddie Long I knew - CNN","The late Bishop Eddie Long was a megachurch pastor whose career was derailed by scandal. I saw his rise and fall, up close and personal.","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Well, then in that, theÑÑ [Gavel is tapped.] Senator LEAHY. Mr. Chairman, you know, I got interrupted an awful lot during myÑÑ","bad","low",270,"X",256,"low",277,"Z",258,"low",NA,"X",NA,"low",NA,"Z",NA
664,"low",322,"Z","medium",276,"Y","low",315,"Other","Other",148,"STANDARD","europe","","","14-04-2024","17:09:00","20:58:00","14-04-2024 20:50","Understanding why a visa can be so coveted and reviled  - CNN","The H-1B visa was meant to bring the world's smartest people to America but that's not how it always works. Under Trump, the program faces fresh scrutiny.","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Yes, okay.","bad","low",270,"Z",353,"medium",340,"Y",351,"low",NA,"Z",NA,"medium",NA,"Y",NA
665,"low",77,"Z","medium",391,"Z","low",291,"Other","Other",403,"STANDARD","europe","","","08-07-2024","12:21:00","14:17:00","08-07-2024 14:15","From Gandhi to guns: An Indian woman at the NRA  - CNN","Guns are not a part of the culture of my homeland, except perhaps for the occasional Bollywood movie in which the bad guy meets his demise staring down the wrong end of a barrel. ","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. I just want to finish this question.","bad","low",270,"Z",353,"medium",340,"Z",258,"low",NA,"Z",NA,"medium",NA,"Z",NA
666,"high",336,"X","medium",164,"Y","Other",27,"Other","Other",127,"STANDARD","europe","","","09-02-2024","20:48:00","23:13:00","09-02-2024 23:11","The sacred land at the heart of Dakota pipeline fight - CNN","Corporate greed and potential environmental disaster are arguments against the Dakota Access Pipeline. But a big issue for the Standing Rock Sioux and other Native Americans is the threat to sacred land.","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. But IÑbut I made sure that if the timer did not treatÑwell, give him another minute. [Laughter.]","Good","high",262,"X",256,"medium",340,"Y",351,"high",NA,"X",NA,"medium",NA,"Y",NA
667,"low",111,"Z","low",408,"Y","Other",339,"Other","Other",128,"STANDARD","europe","","","10-08-2024","15:18:00","15:49:00","10-08-2024 15:46","Halted MH370 search is not an end for one man - CNN","K.S. Narendran is disappointed the search for MH370 was suspended,  but his personal journey to live life without his wife continues.","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Thank you. God bless you. I will be forever thankful. [Laughter.] Senator LEAHY. President Trump claims he has an absolute right to pardon himself. Does he?","bad","low",270,"Z",353,"low",277,"Y",351,"low",NA,"Z",NA,"low",NA,"Y",NA
668,"high",298,"Y","high",291,"Y","low",236,"Other","low",140,"STANDARD","europe","","","28-12-2024","13:53:00","16:32:00","28-12-2024 16:26","Heroin in America: The scarring of the next generation - CNN","Heroin's shattering force hit Huntington, WV, in a span of 5 hours: 28 overdoses, 2 deaths. Here is the story of the day when ""all hell broke loose.""","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. The question of self-pardons is something I have never analyzed. It is a question that I have not written about. It is a question, therefore, that is a hypothetical question that I cannot begin to answer in this context as a sitting judge and as a nominee to the Supreme Court.","Good","high",262,"Y",282,"high",274,"Y",351,"high",NA,"Y",NA,"high",NA,"Y",NA
669,"high",406,"X","high",283,"Y","Other",407,"Other","low",26,"STANDARD","europe","","","05-11-2024","11:26:00","13:03:00","05-11-2024 12:56","'I had an abortion': 'Pro-voice' replaces judgment with conversation - CNN","Forget about the politics of abortion and labels like ""pro-life"" and ""pro-choice."" The ""pro-voice"" philosophy says the divide has kept people from listening, and it's time to change. ","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. And the other half of that is the obvious one. Does the President have the ability to pardon somebody in ex- change for a promise from that person they would not testify against him?","Good","high",262,"X",256,"high",274,"Y",351,"high",NA,"X",NA,"high",NA,"Y",NA
670,"high",468,"X","low",134,"Y","low",19,"X","low",230,"STANDARD","europe","","","13-03-2024","06:29:00","08:46:00","13-03-2024 08:45","How the Syrian crisis came home to small town Canada - CNN","A small city in Canada welcomes Syrian refugees with open arms.","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Senator, I am not going to answer hypothetical questions of that sort, and there is a good reason for it. When we getÑjudges do notÑwhen we decide, we get briefs and arguments of the parties. We have a record. We have an appendix with all the information. We have amicus briefs and thenÑI neverÑI never decide anything alone. I am on a panel of three, and if I am confirmed to the Supreme Court I would be on a Team of Nine.","Good","high",262,"X",256,"low",277,"Y",351,"high",NA,"X",NA,"low",NA,"Y",NA
671,"high",127,"X","medium",394,"Z","low",13,"Other","Other",176,"STANDARD","europe","","","14-06-2024","13:05:00","14:20:00","14-06-2024 14:12","The first time I discovered I was white - CNN","People of color traditionally told stories of suddenly discovering they were different, of not fitting in. Now white people are telling the same kind of stories.","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Thank you, Mr. Chairman. I hope for the sake of the country that remains a hypothetical question. Thank you very much.","Good","high",262,"X",256,"medium",340,"Z",258,"high",NA,"X",NA,"medium",NA,"Z",NA
672,"medium",68,"Y","medium",120,"Z","Other",258,"X","Other",115,"STANDARD","europe","","","05-03-2024","19:30:00","20:01:00","05-03-2024 19:51","Go ahead, admit you're a racist - CNN","No one is ever a racist, judging by a parade of public apologies. But what if a person said: ""What I did was racist, and there's no other excuse. I was wrong.""","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. And since I gave you an extra minute, I am not going to let you reserve the 25 seconds. [Laughter.]","Good","medium",359,"Y",282,"medium",340,"Z",258,"medium",NA,"Y",NA,"medium",NA,"Z",NA
673,"medium",47,"X","high",309,"Y","Other",401,"Other","Other",378,"STANDARD","europe","","","03-03-2024","08:01:00","09:40:00","03-03-2024 09:31","Surge in Cuban migrants crossing U.S.-Mexico border - CNN","Thousands of Cubans who say they're fleeing a repressive government and searching for economic opportunity are taking their first steps in the United States.","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. I am done.","Good","medium",359,"X",256,"high",274,"Y",351,"medium",NA,"X",NA,"high",NA,"Y",NA
674,"medium",484,"Y","medium",414,"Y","low",382,"Other","Other",258,"STANDARD","europe","","","04-08-2024","09:03:00","12:36:00","04-08-2024 12:30","Stop texting and start speaking - CNN","We're in a post-verbal world where people tweet and text more than talk to one another. Yet a subculture of storytelling is thriving at places like Toastmasters.","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Senator Graham.","Good","medium",359,"Y",282,"medium",340,"Y",351,"medium",NA,"Y",NA,"medium",NA,"Y",NA
675,"low",165,"Z","high",58,"Y","low",300,"Other","low",97,"STANDARD","europe","","","08-03-2024","20:45:00","00:36:00","09-03-2024 00:27","Honoring the soundtrack of my mother's life - CNN","As my mother lay dying last September, we surrounded her with song. Music had filled her life and often our household. Now it became our way to connect with her, when her deteriorating brain allowed for little else. ","Senator","R","Senator Lindsey Graham (SC)","Senator GRAHAM. Thank you very much. July 21, 1993: ÔÔI certainly do not want you to have to lay out a test here in the abstract which might determine what your vote or your test would be in a case you have yet to see that may well come before the Supreme Court.ÕÕ That was wise counsel by Senator Leahy in the Ginsburg confirmation. Very directly, did you ever knowingly participate in stealing anything from Senator Leahy or any other Senator?","bad","low",270,"Z",353,"high",274,"Y",351,"low",NA,"Z",NA,"high",NA,"Y",NA
676,"high",401,"Z","high",200,"Z","low",89,"Other","Other",96,"STANDARD","europe","","","02-04-2024","21:21:00","23:42:00","02-04-2024 23:37","What is Neil Gorsuch's religion? It's complicated  - CNNPolitics","Supreme Court nominee Neil Gorsuch was raised Catholic but attends an Episcopal church.  Would he be the court's sixth Catholic justice or its only Protestant?","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. No.","Good","high",262,"Z",353,"high",274,"Z",258,"high",NA,"Z",NA,"high",NA,"Z",NA
677,"high",467,"Z","medium",338,"Y","Other",476,"Other","Other",404,"STANDARD","europe","","","27-10-2024","21:35:00","23:11:00","27-10-2024 23:03","Finding peace in a world of terror - CNN","It's a summer camp with a distinction: participants are young people touched by terror. This year 55 gathered together and found solace in their common bond.","Senator","R","Senator Lindsey Graham (SC)","Senator GRAHAM. Did you ever know that you were dealing with anything that was stolen property?","Good","high",262,"Z",353,"medium",340,"Y",351,"high",NA,"Z",NA,"medium",NA,"Y",NA
678,"high",237,"Y","medium",136,"Y","Other",10,"X","low",135,"STANDARD","europe","","","07-04-2024","14:32:00","15:44:00","07-04-2024 15:42","10 siblings lost their dad on 9/11, then they lost mom to cancer - CNN","The 10 Palombo siblings lost their father during the terrorist attacks of 9/11. When their mother died several years later, they agreed to raise each other. ","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. No.","Good","high",262,"Y",282,"medium",340,"Y",351,"high",NA,"Y",NA,"medium",NA,"Y",NA
679,"medium",346,"Z","high",13,"Y","Other",173,"Other","Other",197,"STANDARD","europe","","","02-02-2024","19:20:00","22:04:00","02-02-2024 22:01","Bound by terror: 'I've got you' - CNN","The friendship between an American teen and a young French woman is unlikely except one thing: they both lost their fathers to terrorism. And their bond is deep.","Senator","R","Senator Lindsey Graham (SC)","Senator GRAHAM. As to the terrorist surveillance program, did you help create this program?","Good","medium",359,"Z",353,"high",274,"Y",351,"medium",NA,"Z",NA,"high",NA,"Y",NA
680,"low",236,"Y","medium",204,"Y","low",377,"X","low",59,"STANDARD","europe","","","27-03-2024","09:56:00","12:08:00","27-03-2024 12:05","Why I'm tired of hearing about civil rights - CNN","Here's a dirty little secret about the civil rights movement:. A lot of Americans don't want to hear about it. Ans why should they?","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. No.","bad","low",270,"Y",282,"medium",340,"Y",351,"low",NA,"Y",NA,"medium",NA,"Y",NA
681,"medium",287,"X","high",248,"Y","Other",308,"Other","Other",402,"STANDARD","europe","","","12-06-2024","21:33:00","00:37:00","13-06-2024 00:34","The forgotten victims of gun violence - CNN","When children are killed by guns, the voices of the young brothers and sisters left behind are seldom heard. Theirs is the untold story of this American tragedy.","Senator","R","Senator Lindsey Graham (SC)","Senator GRAHAM. Did you give legal advice about it?","Good","medium",359,"X",256,"high",274,"Y",351,"medium",NA,"X",NA,"high",NA,"Y",NA
682,"high",124,"Z","low",460,"Z","Other",395,"Other","low",178,"STANDARD","europe","","","07-06-2024","20:50:00","00:36:00","08-06-2024 00:35","Orlando shooting: 'I knew 17' who died - CNN","He's 6-foot-9 and built like a redwood. Everyone calls him ""Tree."" On Tuesday afternoon, he tattoed the names of eight fallen friends on his arm. He knew 17.","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. No. We are referring to the same program I was talking about?","Good","high",262,"Z",353,"low",277,"Z",258,"high",NA,"Z",NA,"low",NA,"Z",NA
683,"high",420,"X","medium",403,"Z","Other",383,"X","Other",352,"STANDARD","europe","","","07-03-2024","19:17:00","19:37:00","07-03-2024 19:29","The massacre that didn't happen - CNN","A landmark case in Minnesota probes what happens when a school massacre is foiled, and the legal system wrestles with what to do next.","Senator","R","Senator Lindsey Graham (SC)","Senator GRAHAM. Yes, yes. The one that the article was about. So a bit of a kind of run-through here. You are probably going to get 55 votes, I do not know, 54 to 56 or 57. I do not know what the number will be. There were 11 undecided Senators before the hearing, 3 of them RepublicansÑI like your chancesÑ8 of them are Democrat. You are in play with about five or six of them. And I just want you and your family to know that in other times someone like you would probably get 90 votes. I want your daughters to know that what happened yesterday is unique to the times that we live in. And I want to give you a chance to say some things to the people who have attended this hearing. I think there is a father of a Parkland student who was killed. I think there is a mother of a child who has got terrible health care problems. And there are many other people here with personal situations. What would you like to say to them, if anything, about your job as a Supreme Court Justice?","Good","high",262,"X",256,"medium",340,"Z",258,"high",NA,"X",NA,"medium",NA,"Z",NA
684,"medium",61,"Z","medium",90,"X","Other",469,"X","Other",202,"STANDARD","europe","","","20-02-2024","21:48:00","23:58:00","20-02-2024 23:56","Richmond, California: Paying kids not to kill - CNN","Richmond, California, has seen a dramatic drop in homicides after a program was introduced that offers violent youth a $1,000 monthly stipend to stop their ways.","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Senator, I understand the real-world effects of our decisions. In my job as a judge for the last 12 years, I have gone out of my way in my opinions and in oral arguments, if you listen to oral arguments, to make clear to everyone before me that I understand the situation, the circumstances, the facts, for example, as I was saying to Senator Feinstein earlier, in the Heller II case about the facts in DC. And I want to reassure everyone that I base my decisions on the law, but I do so with an awareness of the facts and an awareness of the real-world consequences, and I have not lived in a bubble, and I understand how passionately people feel about particular issues, and I understand how personally people are affected by issues. And I understand the difficulties that people have in America. I understand, for exampleÑwell, to start, I understand the situation of homeless people because I see them on a regular basis when I am serving meals andÑÑ","Good","medium",359,"Z",353,"medium",340,"X",282,"medium",NA,"Z",NA,"medium",NA,"X",NA
685,"high",68,"Z","medium",138,"X","Other",258,"Other","Other",400,"STANDARD","europe","","","15-03-2024","13:58:00","14:22:00","15-03-2024 14:12","Savannah, Georgia: Southern charm, deadly streets - CNN","The city of Savannah, Georgia, has seen a surge in gun violence. And despite a new initiative to stop the killings, the shootings have not abated. ","Senator","R","Senator Lindsey Graham (SC)","Senator GRAHAM. So tell me about that. What interaction do you have with homeless people?","Good","high",262,"Z",353,"medium",340,"X",282,"high",NA,"Z",NA,"medium",NA,"X",NA
686,"low",459,"Z","high",92,"Z","Other",410,"Other","low",201,"STANDARD","europe","","","15-05-2024","11:00:00","13:23:00","15-05-2024 13:16","This is how the NRA loses - CNNPolitics","The NRA may seem unstoppable, but four examples from American history show that even seemngly invincible political groups can suffer stunning defeats.","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Senator, I regularly serve meals at Catholic Charities at 10th and G with Father John Enzler, who is the head of Catholic Charities DC, and I have known since I was 9 years old when I was an altar boy. He was at Little Flower Parish. And what you learn when you areÑI said, I am a Matthew 25, try to follow the lesson of serving the least fortunate among us. You know, when I was hungry, you gave me food; thirsty, you gave me drink; stranger and you welcomed me; naked and you clothed me; sick and you cared for me; imprisoned and you visited me. Six groups thatÑthat is not exclusive, but that is a good place to start with your charitable works in your private time.","bad","low",270,"Z",353,"high",274,"Z",258,"low",NA,"Z",NA,"high",NA,"Z",NA
