id,ExtraCol19,ExtraCol20,ExtraCol21,ExtraCol22,ExtraCol23,ExtraCol24,ExtraCol25,ExtraCol26,ExtraCol27,ExtraCol28,ExtraCol29,ExtraCol30,ExtraCol31,ExtraCol32,ExtraCol33,ExtraCol34,ExtraCol35,ExtraCol36,ExtraCol37,storage_class,region,access_tier,other_details,event_date,login_time,logout_time,last_activity_ts,Headline_cnn,Description_cnn,Title_sc,Speaker (Party)(or nominated by)_sc,Speaker and title_sc,Statements_sc
400,455.0,X,medium,94.0,Z,medium,38.0,Z,medium,216.0,Y,low,162.0,X,high,133.0,,low,221.0,,,,,06-01-2024,12:11:00,12:45:00,06-01-2024 12:37,Assassination Question,International Women,Chairman,R,Senator Chuck Grassley (IA),Analyze Senator
401,94.0,,low,365.0,Y,high,201.0,Y,medium,241.0,Y,medium,420.0,X,medium,144.0,X,low,237.0,,,,,12-12-2024,20:44:00,21:59:00,12-12-2024 21:58,Abortion Travel,International Women,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
402,170.0,X,medium,160.0,Y,high,,Z,medium,191.0,Y,high,83.0,Z,low,467.0,Y,low,337.0,,,,,04-06-2024,10:46:00,11:52:00,04-06-2024 11:48,Making Racism,Beating Forecasts Covid,Chairman,R,Senator Chuck Grassley (IA),Analyze Senator
403,427.0,Z,high,114.0,X,medium,386.0,X,low,365.0,Y,,82.0,Z,high,343.0,X,low,283.0,,,,,25-01-2024,13:29:00,15:34:00,25-01-2024 15:31,Cnn Montana Nonprofit,Coronavirus Pandemic Late,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
404,25.0,Y,low,2.0,X,medium,393.0,Z,medium,50.0,X,low,203.0,,medium,76.0,Y,high,390.0,,,,,26-04-2024,12:31:00,15:28:00,26-04-2024 15:18,Abortion Travel,International Women,Chairman,R,Senator Chuck Grassley (IA),Kavanaugh Dissents President
405,414.0,Y,medium,420.0,Z,low,,Z,medium,20.0,Z,high,209.0,X,high,67.0,Y,low,11.0,,,,,26-11-2024,19:13:00,20:53:00,26-11-2024 20:48,Abortion Travel,International Women,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
406,472.0,,high,197.0,X,high,,Z,medium,480.0,X,low,358.0,X,low,35.0,Y,medium,56.0,,,,,13-09-2024,06:46:00,07:33:00,13-09-2024 07:28,Assassination Question,International Women,Chairman,R,Senator Chuck Grassley (IA),Kavanaugh Dissents President
407,49.0,Y,medium,174.0,X,low,245.0,Y,medium,159.0,Z,high,323.0,Z,high,123.0,X,medium,476.0,,,,,13-09-2024,07:32:00,09:43:00,13-09-2024 09:37,Abortion Travel,Said Alicia Keys,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
408,,Z,medium,185.0,X,medium,13.0,Z,medium,17.0,X,medium,496.0,Y,high,369.0,Y,low,217.0,,,,,12-01-2024,09:41:00,12:50:00,12-01-2024 12:42,New Covid Lockdowns,Coronavirus Pandemic Late,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
409,342.0,,low,299.0,X,high,411.0,Z,medium,,Z,low,,X,,30.0,Z,high,411.0,,,,,10-02-2024,18:09:00,18:40:00,10-02-2024 18:39,New Covid Lockdowns,Coronavirus Pandemic Late,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
410,237.0,X,low,240.0,Y,high,151.0,Z,medium,199.0,X,medium,101.0,X,low,124.0,Y,high,428.0,,,,,28-10-2024,12:01:00,15:14:00,28-10-2024 15:09,Assassination Question,International Women,Chairman,R,Senator Chuck Grassley (IA),Analyze Senator
411,493.0,Y,medium,272.0,Z,medium,233.0,Z,low,115.0,Z,,44.0,Z,medium,20.0,X,low,60.0,,,,,22-07-2024,08:45:00,11:01:00,22-07-2024 10:56,Voice Cnn Masai,International Women,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
412,272.0,Y,,138.0,X,medium,341.0,X,high,217.0,X,high,132.0,Z,,324.0,Y,low,,,,,,30-12-2024,10:20:00,13:29:00,30-12-2024 13:21,Abortion Travel,International Women,Chairman,R,Senator Chuck Grassley (IA),Chairman Ask Question
413,327.0,Y,low,148.0,Y,low,388.0,Y,high,225.0,Y,medium,491.0,Y,low,407.0,Y,low,86.0,,,,,18-02-2024,11:58:00,15:47:00,18-02-2024 15:42,Abortion Travel,Niger State Television,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
414,118.0,Z,low,431.0,X,medium,43.0,Z,medium,,Y,high,384.0,X,medium,264.0,,low,76.0,,,,,09-08-2024,10:29:00,13:44:00,09-08-2024 13:35,Abortion Travel,International Women,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
415,,Y,high,219.0,Y,low,383.0,Z,high,,X,low,370.0,X,low,452.0,Y,,122.0,,,,,28-12-2024,19:13:00,22:59:00,28-12-2024 22:54,Abortion Travel,International Women,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
416,88.0,X,high,,X,high,187.0,,medium,440.0,Y,high,136.0,X,high,344.0,,low,,,,,,28-07-2024,18:58:00,20:51:00,28-07-2024 20:47,Abortion Travel,International Women,Chairman,R,Senator Chuck Grassley (IA),Guns Roe Wade
417,73.0,Y,low,422.0,Y,high,,Y,low,413.0,X,low,234.0,Z,high,381.0,Y,medium,46.0,,,,,05-04-2024,11:51:00,14:43:00,05-04-2024 14:38,Assassination Question,International Women,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
418,56.0,Y,medium,355.0,,low,66.0,X,high,246.0,Y,medium,351.0,Z,high,156.0,Z,medium,333.0,,,,,26-11-2024,17:03:00,17:33:00,26-11-2024 17:23,Abortion Travel,Said Alicia Keys,Chairman,R,Senator Chuck Grassley (IA),Chairman Senator Feinstein
419,446.0,X,medium,274.0,Y,low,358.0,,low,278.0,Y,high,473.0,X,low,432.0,X,low,190.0,,,,,26-11-2024,06:44:00,09:26:00,26-11-2024 09:16,Abortion Travel,International Women,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
420,34.0,,low,418.0,X,medium,,X,medium,66.0,,high,291.0,Z,high,315.0,X,medium,132.0,,,,,25-01-2024,09:57:00,12:41:00,25-01-2024 12:33,Abortion Travel,International Women,Chairman,R,Senator Chuck Grassley (IA),Kavanaugh Dissents President
421,258.0,X,low,27.0,X,medium,51.0,Z,medium,288.0,Z,high,10.0,Z,medium,43.0,Y,medium,119.0,,,,,12-12-2024,10:08:00,12:12:00,12-12-2024 12:08,Abortion Travel,Niger State Television,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
422,254.0,X,low,249.0,X,medium,70.0,X,medium,335.0,Y,high,427.0,Z,low,41.0,X,low,172.0,,,,,17-09-2024,12:14:00,12:34:00,17-09-2024 12:27,Assassination Question,International Women,Chairman,R,Senator Chuck Grassley (IA),Kavanaugh Dissents President
423,27.0,Y,,356.0,Z,low,,,low,443.0,Z,high,466.0,Z,medium,449.0,Z,low,,,,,,03-10-2024,17:31:00,19:18:00,03-10-2024 19:09,Abortion Travel,International Women,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
424,421.0,X,low,54.0,X,high,54.0,X,high,23.0,Z,,16.0,Y,medium,137.0,Z,high,157.0,,,,,02-12-2024,20:40:00,00:24:00,03-12-2024 00:20,Abortion Travel,Rwigara Mother Adeline,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
425,250.0,Z,medium,91.0,Y,low,260.0,Z,medium,431.0,X,high,196.0,Z,medium,233.0,Y,,259.0,,,,,01-09-2024,14:01:00,14:31:00,01-09-2024 14:28,Assassination Question,Rwigara Mother Adeline,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
426,63.0,X,low,32.0,Y,medium,348.0,Z,medium,259.0,X,medium,489.0,Z,high,380.0,Z,low,496.0,,,,,16-02-2024,12:22:00,12:45:00,16-02-2024 12:37,Assassination Question,Rwigara Mother Adeline,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
427,64.0,Y,low,243.0,Y,high,456.0,Y,medium,,Z,medium,476.0,Z,low,384.0,Z,high,225.0,,,,,22-04-2024,12:22:00,15:54:00,22-04-2024 15:47,Abortion Travel,International Women,Senator,D,Senator Dianne Feinstein (CA),Guns Roe Wade
428,350.0,X,low,270.0,X,high,,Z,high,,X,low,482.0,Y,medium,13.0,X,medium,91.0,,,,,13-10-2024,19:15:00,22:54:00,13-10-2024 22:52,Assassination Question,Rwigara Mother Adeline,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
429,309.0,Y,medium,234.0,Y,medium,147.0,,medium,232.0,X,medium,487.0,X,low,307.0,Y,high,305.0,,,,,13-04-2024,21:12:00,21:44:00,13-04-2024 21:42,Assassination Question,Rwigara Mother Adeline,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
430,206.0,Z,low,27.0,Z,low,77.0,Z,medium,205.0,Y,low,11.0,Y,high,456.0,Y,low,414.0,,,,,07-05-2024,18:07:00,18:46:00,07-05-2024 18:36,Abortion Travel,International Women,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
431,,Y,low,243.0,Z,high,,Y,high,95.0,Z,high,,,medium,174.0,Z,low,299.0,,,,,17-10-2024,16:34:00,20:21:00,17-10-2024 20:15,Assassination Question,Said Alicia Keys,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
432,17.0,Y,low,444.0,X,low,296.0,Y,medium,36.0,X,low,249.0,Y,high,271.0,X,medium,265.0,,,,,01-03-2024,10:27:00,13:28:00,01-03-2024 13:24,Abortion Travel,International Women,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
433,15.0,X,high,15.0,Y,low,491.0,X,low,41.0,Y,low,301.0,Z,low,132.0,X,low,334.0,,,,,29-03-2024,11:01:00,12:42:00,29-03-2024 12:41,Voice Cnn Masai,Said Alicia Keys,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
434,267.0,X,medium,387.0,X,low,21.0,Z,low,133.0,Y,low,200.0,Y,low,360.0,Z,medium,440.0,,,,,25-01-2024,16:38:00,20:03:00,25-01-2024 19:56,Abortion Travel,International Women,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
435,181.0,Y,high,136.0,Z,high,352.0,X,low,146.0,Y,low,134.0,X,high,59.0,Z,low,38.0,,,,,02-11-2024,18:42:00,20:24:00,02-11-2024 20:18,Abortion Travel,Said Alicia Keys,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
436,126.0,Y,low,37.0,Y,medium,16.0,Z,low,231.0,Y,high,127.0,X,low,259.0,X,high,490.0,,,,,23-12-2024,10:44:00,12:23:00,23-12-2024 12:21,Assassination Question,International Women,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
437,189.0,X,,25.0,Z,medium,54.0,Z,low,305.0,X,low,301.0,Y,medium,206.0,Y,high,446.0,,,,,06-10-2024,18:41:00,20:11:00,06-10-2024 20:02,Abortion Travel,International Women,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
438,302.0,Z,low,6.0,Z,high,215.0,Z,,495.0,Y,medium,488.0,X,,320.0,Z,high,480.0,,,,,30-10-2024,16:30:00,17:42:00,30-10-2024 17:38,Abortion Travel,International Women,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
439,146.0,Y,low,207.0,X,high,183.0,X,,397.0,X,high,413.0,X,medium,247.0,X,medium,,,,,,12-05-2024,10:46:00,12:10:00,12-05-2024 12:05,Assassination Question,International Women,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
440,174.0,X,low,248.0,Y,high,182.0,Z,low,242.0,Z,medium,87.0,X,high,490.0,Y,medium,427.0,,,,,28-09-2024,06:09:00,08:10:00,28-09-2024 08:05,Abortion Travel,International Women,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
441,141.0,X,low,310.0,Y,low,33.0,Z,medium,456.0,X,medium,74.0,Y,high,491.0,Z,medium,40.0,,,,,16-05-2024,15:57:00,17:59:00,16-05-2024 17:51,Abortion Travel,International Women,Senator,D,Senator Dianne Feinstein (CA),Guns Roe Wade
442,333.0,Y,low,40.0,,,272.0,Y,medium,278.0,Z,medium,131.0,Y,medium,142.0,Z,low,206.0,,,,,08-08-2024,07:59:00,09:13:00,08-08-2024 09:10,Assassination Question,International Women,Nominee,R,Brett M. Kavanaugh,Guns Roe Wade
443,27.0,Y,low,327.0,Z,medium,170.0,Y,low,211.0,X,medium,366.0,Y,medium,18.0,X,medium,439.0,,,,,08-04-2024,19:17:00,20:16:00,08-04-2024 20:14,Abortion Travel,Said Alicia Keys,Senator,D,Senator Dianne Feinstein (CA),Guns Roe Wade
444,459.0,Z,low,369.0,Y,high,496.0,X,low,108.0,Y,high,4.0,X,low,246.0,Z,low,135.0,,,,,13-04-2024,12:32:00,15:02:00,13-04-2024 14:53,Abortion Travel,Niger State Television,Nominee,R,Brett M. Kavanaugh,Guns Roe Wade
445,277.0,Y,high,32.0,X,medium,394.0,Y,high,211.0,X,medium,352.0,X,low,295.0,Y,high,381.0,,,,,07-02-2024,14:46:00,17:16:00,07-02-2024 17:07,Abortion Travel,Niger State Television,Senator,D,Senator Dianne Feinstein (CA),Guns Roe Wade
446,122.0,Y,low,,Y,low,217.0,Z,low,20.0,Y,high,290.0,Z,high,375.0,Y,low,159.0,,,,,20-06-2024,11:45:00,15:45:00,20-06-2024 15:40,Abortion Travel,Ravaged Nicaragua Category,Nominee,R,Brett M. Kavanaugh,Guns Roe Wade
447,379.0,Z,,59.0,Z,,382.0,,low,76.0,Z,high,329.0,Z,,262.0,X,low,294.0,,,,,10-09-2024,14:26:00,16:23:00,10-09-2024 16:19,Cnn Montana Nonprofit,Actor Bob Odenkirk,Senator,D,Senator Dianne Feinstein (CA),Guns Roe Wade
448,469.0,Y,medium,219.0,Y,medium,288.0,Z,medium,472.0,Z,low,,X,,293.0,Z,high,326.0,,,,,22-02-2024,11:10:00,15:01:00,22-02-2024 14:57,Abortion Travel,International Women,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
449,29.0,Z,medium,330.0,Z,high,247.0,X,low,97.0,Z,low,295.0,Z,high,11.0,X,low,438.0,,,,,08-11-2024,19:37:00,20:05:00,08-11-2024 20:04,Abortion Travel,International Women,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
450,102.0,Y,,435.0,Z,medium,459.0,Z,medium,283.0,,medium,310.0,Y,medium,381.0,Z,medium,170.0,,,,,17-01-2024,09:33:00,11:26:00,17-01-2024 11:19,Voice Cnn Masai,International Women,Nominee,R,Brett M. Kavanaugh,Guns Roe Wade
451,71.0,Z,medium,265.0,Y,medium,293.0,Y,high,51.0,Y,medium,240.0,X,low,164.0,X,,393.0,,,,,07-04-2024,15:31:00,15:55:00,07-04-2024 15:45,Assassination Question,Rwigara Mother Adeline,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
452,35.0,Y,low,217.0,Z,low,241.0,X,medium,300.0,Z,low,,Y,medium,,Z,low,217.0,,,,,22-09-2024,06:59:00,09:42:00,22-09-2024 09:38,Abortion Travel,International Women,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
453,,Z,low,,Y,low,283.0,Y,low,487.0,Z,high,190.0,X,medium,211.0,X,medium,196.0,,,,,19-02-2024,19:50:00,22:23:00,19-02-2024 22:14,Voice Cnn Masai,International Women,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
454,96.0,Z,low,108.0,Y,low,390.0,X,high,228.0,Z,,33.0,Y,medium,35.0,Y,high,39.0,,,,,23-06-2024,14:24:00,16:50:00,23-06-2024 16:46,Voice Cnn Masai,International Women,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
455,191.0,Y,high,102.0,Z,low,370.0,Y,,63.0,X,medium,12.0,Z,low,247.0,X,low,38.0,,,,,08-01-2024,18:52:00,21:22:00,08-01-2024 21:21,Abortion Travel,International Women,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
456,407.0,X,medium,233.0,X,,274.0,Y,low,11.0,X,,357.0,Z,low,190.0,X,medium,385.0,,,,,01-12-2024,07:15:00,09:55:00,01-12-2024 09:48,Voice Cnn Masai,International Women,Nominee,R,Brett M. Kavanaugh,Guns Roe Wade
457,,X,low,60.0,Z,low,88.0,Y,low,378.0,X,medium,318.0,X,high,116.0,X,high,52.0,,,,,20-01-2024,17:30:00,19:15:00,20-01-2024 19:13,Abortion Travel,International Women,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
458,338.0,X,,11.0,Y,low,318.0,,low,51.0,,,204.0,Z,high,122.0,Z,,55.0,,,,,10-03-2024,06:54:00,08:21:00,10-03-2024 08:18,Abortion Travel,Said Alicia Keys,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
459,48.0,X,medium,181.0,Y,high,215.0,X,high,158.0,Z,low,373.0,Y,medium,17.0,X,high,92.0,,,,,28-08-2024,17:25:00,21:09:00,28-08-2024 21:00,Abortion Travel,Said Alicia Keys,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
460,485.0,Y,low,76.0,Z,high,466.0,Z,high,421.0,X,high,236.0,X,high,443.0,X,high,168.0,,,,,10-07-2024,10:28:00,11:27:00,10-07-2024 11:19,Amid Inflation,Niger State Television,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
461,41.0,X,,318.0,Y,low,454.0,Y,medium,268.0,Z,high,127.0,Z,high,146.0,Y,high,81.0,,,,,06-11-2024,11:15:00,12:25:00,06-11-2024 12:22,Companies Pulling Russia,Help Russia,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
462,354.0,X,high,274.0,Z,high,0.0,,high,436.0,Z,high,292.0,,high,437.0,Z,medium,295.0,,,,,04-09-2024,18:29:00,20:55:00,04-09-2024 20:53,Abortion Travel,Niger State Television,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
463,319.0,X,medium,242.0,Y,low,499.0,X,high,436.0,Y,medium,188.0,X,high,418.0,X,high,411.0,,,,,12-12-2024,17:56:00,21:10:00,12-12-2024 21:07,Voice Cnn Masai,International Women,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
464,206.0,X,high,248.0,X,low,450.0,Z,medium,330.0,X,low,487.0,X,high,228.0,X,high,265.0,,,,,14-05-2024,06:50:00,09:42:00,14-05-2024 09:37,Assassination Question,Actor Bob Odenkirk,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
465,419.0,Y,low,49.0,Y,medium,453.0,X,high,468.0,X,high,360.0,X,high,403.0,,medium,332.0,,,,,01-09-2024,12:23:00,16:23:00,01-09-2024 16:16,Assassination Question,Actor Bob Odenkirk,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
466,446.0,Z,high,201.0,X,low,248.0,,medium,18.0,Z,medium,374.0,Z,low,105.0,,low,446.0,,,,,29-05-2024,09:02:00,12:23:00,29-05-2024 12:22,Apology Cnn Vatican,Turned Movie Different,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
467,35.0,Z,medium,35.0,Z,low,135.0,Z,high,120.0,Z,high,343.0,,high,90.0,X,high,447.0,,,,,12-06-2024,14:57:00,15:51:00,12-06-2024 15:41,Cnn Montana Nonprofit,Said Alicia Keys,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
468,479.0,Z,high,177.0,X,high,303.0,X,high,138.0,,low,341.0,,,449.0,Z,low,329.0,,,,,31-12-2024,14:36:00,16:27:00,31-12-2024 16:20,Basketball Legend Says,Point Tally Nba,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
469,120.0,Z,high,338.0,Y,high,441.0,X,high,,,high,386.0,X,,323.0,Y,high,34.0,,,,,11-01-2024,09:34:00,11:49:00,11-01-2024 11:43,Making Racism,Coronavirus Pandemic Late,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
470,395.0,Z,medium,493.0,Z,low,225.0,X,medium,310.0,Z,high,215.0,X,,344.0,Z,medium,394.0,,,,,06-03-2024,07:28:00,10:23:00,06-03-2024 10:22,Making Racism,Turned Movie Different,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
471,410.0,X,low,148.0,,low,492.0,X,,126.0,Z,low,410.0,Y,low,461.0,,medium,378.0,,,,,07-11-2024,11:39:00,13:22:00,07-11-2024 13:17,Amid Inflation,Turned Movie Different,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
472,278.0,X,high,132.0,Y,high,130.0,Z,low,104.0,,medium,17.0,Z,high,6.0,Y,high,151.0,,,,,07-04-2024,12:51:00,14:30:00,07-04-2024 14:23,Amid Inflation,Beating Forecasts Covid,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
473,431.0,Y,medium,334.0,Y,high,426.0,Y,medium,,X,medium,333.0,X,,,Z,medium,81.0,,,,,04-10-2024,17:51:00,20:23:00,04-10-2024 20:19,Amid Inflation,Turned Movie Different,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
474,412.0,X,medium,458.0,Y,low,,Y,low,429.0,X,medium,269.0,Z,low,480.0,X,high,66.0,,,,,24-08-2024,14:30:00,18:10:00,24-08-2024 18:04,Voice Cnn Masai,Said Alicia Keys,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
475,,X,high,147.0,Z,high,419.0,Y,medium,7.0,Y,low,4.0,Z,high,64.0,Z,high,138.0,,,,,17-10-2024,18:41:00,21:03:00,17-10-2024 21:02,Basketball Legend Says,Point Tally Nba,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
476,89.0,Z,high,419.0,X,low,472.0,Z,low,182.0,Y,low,330.0,Z,high,224.0,X,low,371.0,,,,,01-10-2024,17:46:00,21:19:00,01-10-2024 21:13,Making Racism,Actor Bob Odenkirk,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
477,217.0,Y,low,157.0,Y,medium,351.0,Z,medium,267.0,Y,,1.0,Z,low,11.0,X,high,472.0,,,,,25-10-2024,16:27:00,17:26:00,25-10-2024 17:16,New Covid Lockdowns,Coronavirus Pandemic Late,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
478,450.0,Z,medium,319.0,X,high,311.0,X,high,117.0,Y,medium,352.0,,medium,162.0,X,low,76.0,,,,,30-08-2024,12:41:00,15:25:00,30-08-2024 15:21,Voice Cnn Masai,Turned Movie Different,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
479,101.0,Y,high,104.0,Y,medium,205.0,Z,low,362.0,Z,low,262.0,X,low,86.0,Y,,207.0,,,,,17-11-2024,20:31:00,22:52:00,17-11-2024 22:43,Abortion Travel,Said Alicia Keys,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
480,499.0,Y,,131.0,Z,medium,436.0,Y,medium,378.0,Z,medium,303.0,Z,high,127.0,,low,417.0,,,,,21-06-2024,13:13:00,14:36:00,21-06-2024 14:34,Abortion Travel,Niger State Television,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
481,,X,medium,491.0,X,high,63.0,Z,low,419.0,Z,medium,304.0,Y,high,406.0,Y,low,42.0,,,,,19-05-2024,14:52:00,15:36:00,19-05-2024 15:32,Abortion Travel,Said Alicia Keys,Senator,R,Senator Orrin Hatch (UT),Kavanaugh Dissents President
482,332.0,X,low,194.0,Y,medium,145.0,Z,,393.0,Z,high,150.0,Y,medium,137.0,Y,,471.0,,,,,19-02-2024,09:44:00,13:35:00,19-02-2024 13:29,Voice Cnn Masai,Actor Bob Odenkirk,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
483,320.0,X,low,8.0,X,high,65.0,Y,low,420.0,Y,medium,311.0,Y,,406.0,Y,high,9.0,,,,,29-10-2024,07:42:00,10:13:00,29-10-2024 10:05,Cnn Montana Nonprofit,Niger State Television,Senator,R,Senator Orrin Hatch (UT),Analyze Senator
484,97.0,Z,medium,386.0,X,high,138.0,Y,low,182.0,Y,low,110.0,X,high,447.0,X,medium,141.0,,,,,03-01-2024,19:45:00,22:27:00,03-01-2024 22:21,Cnn Montana Nonprofit,Turned Movie Different,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
485,236.0,Z,high,63.0,Z,low,261.0,Y,medium,149.0,Y,medium,379.0,Y,low,270.0,Z,medium,16.0,,,,,16-02-2024,21:11:00,22:17:00,16-02-2024 22:09,Cnn Montana Nonprofit,Ravaged Nicaragua Category,Senator,R,Senator Orrin Hatch (UT),Kozinski Phone Senator
486,72.0,X,medium,55.0,Z,high,167.0,X,low,158.0,Z,low,45.0,Z,medium,269.0,Y,medium,380.0,,,,,21-01-2024,21:31:00,22:28:00,21-01-2024 22:27,Apology Cnn Vatican,Coronavirus Pandemic Late,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
487,182.0,Y,low,418.0,Z,high,210.0,X,high,426.0,Z,low,70.0,Y,high,166.0,X,medium,213.0,,,,,12-08-2024,12:21:00,13:46:00,12-08-2024 13:40,Cnn Montana Nonprofit,Coronavirus Pandemic Late,Senator,R,Senator Orrin Hatch (UT),Kozinski Phone Senator
488,479.0,Y,high,174.0,Y,high,115.0,Y,high,324.0,Y,high,351.0,Y,medium,333.0,Z,high,218.0,,,,,16-12-2024,11:55:00,13:20:00,16-12-2024 13:13,Making Racism,Said Alicia Keys,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
489,27.0,Y,low,69.0,Y,medium,176.0,Z,low,161.0,Z,low,28.0,X,low,,Y,high,273.0,,,,,06-02-2024,17:24:00,19:37:00,06-02-2024 19:34,Amid Inflation,Ravaged Nicaragua Category,Senator,R,Senator Orrin Hatch (UT),Executive Privilege Limit
490,435.0,X,low,,Z,medium,248.0,Y,high,360.0,X,low,485.0,Y,high,431.0,Z,low,149.0,,,,,16-01-2024,19:09:00,22:16:00,16-01-2024 22:06,Abortion Travel,Niger State Television,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
491,338.0,X,medium,140.0,Y,medium,106.0,Y,medium,116.0,Y,medium,15.0,X,medium,97.0,Y,medium,378.0,,,,,10-04-2024,07:54:00,10:13:00,10-04-2024 10:03,Voice Cnn Masai,Turned Movie Different,Senator,R,Senator Orrin Hatch (UT),Kozinski Phone Senator
492,374.0,X,high,316.0,Z,high,,Y,medium,133.0,Z,medium,262.0,Y,low,343.0,Y,low,215.0,,,,,20-03-2024,08:28:00,10:04:00,20-03-2024 09:54,Voice Cnn Masai,International Women,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
493,141.0,X,low,131.0,X,medium,448.0,X,high,0.0,Z,high,492.0,X,high,69.0,Z,low,397.0,,,,,27-02-2024,16:14:00,20:07:00,27-02-2024 20:00,Amid Inflation,Niger State Television,Senator,R,Senator Orrin Hatch (UT),Executive Privilege Limit
494,474.0,X,,290.0,X,low,438.0,Y,,483.0,Y,high,336.0,Z,high,245.0,Z,low,323.0,,,,,12-05-2024,18:51:00,20:08:00,12-05-2024 20:02,Cnn Montana Nonprofit,Niger State Television,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
495,126.0,Y,high,348.0,Y,high,0.0,Y,low,117.0,X,low,316.0,X,medium,44.0,Z,high,337.0,,,,,22-04-2024,13:23:00,15:33:00,22-04-2024 15:29,Climate Action Opinion,Warming Caused Humans,Senator,R,Senator Orrin Hatch (UT),Kavanaugh Dissents President
