id,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,ExtraCol1,ExtraCol2,ExtraCol3,ExtraCol4,ExtraCol5,ExtraCol6,ExtraCol7,ExtraCol8,ExtraCol9,ExtraCol10,ExtraCol11,ExtraCol21,ExtraCol22,ExtraCol23,ExtraCol24,ExtraCol25,ExtraCol26,ExtraCol27,ExtraCol28,ExtraCol29,ExtraCol30,ExtraCol31,ExtraCol32,ExtraCol33,ExtraCol34,ExtraCol35,ExtraCol36,ExtraCol37,storage_class,region,access_tier,other_details,event_date,login_time,logout_time
152,female,22,1,0,113776,66.6,C2,S,28,C,medium,88,B,medium,4,C,,19,Z,high,279,Z,medium,105,X,low,453,Z,high,472,Z,medium,96,X,high,84,NEARLINE,asia,OCCASIONAL_ACCESS,"{""sku_id"":""772C-28AE-ABAE"",""description"":""nearline storage seoul"",""original_region"":""asia-northeast3""}",30-05-2024,09:15:00,11:57:00
153,male,55.5,0,0,A.5. 11206,8.05,,S,91,D,unknown,,,medium,1,A,high,60,X,medium,343,Z,medium,78,,high,13,,high,122,X,low,74,X,low,349,COLDLINE,europe,RARE_ACCESS,"{""sku_id"":""DCF3-6CFB-DC70"",""description"":""coldline storage frankfurt"",""original_region"":""europe-west3""}",17-08-2024,14:36:00,15:21:00
154,male,40.5,0,2,A/5. 851,14.5,,S,29,,low,,,,,D,unknown,,X,medium,239,X,low,423,Y,medium,411,Y,medium,387,Y,high,299,X,low,431,COLDLINE,europe,RARE_ACCESS,"{""sku_id"":""BD2C-E25F-A1BA"",""description"":""coldline storage berlin dual-region"",""original_region"":""europe-west10""}",27-12-2024,13:35:00,16:48:00
155,male,,0,0,Fa 265302,7.3125,,S,43,D,unknown,53,,,44,C,,,X,high,171,Y,low,130,X,low,69,Z,medium,106,X,medium,403,Y,high,203,NEARLINE,north_america,OCCASIONAL_ACCESS,"{""sku_id"":""81A5-ECF2-4B80"",""description"":""nearline storage day0 (alabama)"",""original_region"":""us-east7""}",21-07-2024,08:15:00,12:11:00
156,male,51,0,1,PC 17597,61.3792,,C,66,C,low,2,A,,7,C,unknown,7,Y,high,256,Y,medium,181,X,medium,75,Z,low,370,Y,high,488,X,medium,97,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""D529-048F-1545"",""description"":""autoclass standard storage eu multi-region"",""original_region"":""eu""}",08-11-2024,13:24:00,14:27:00
157,female,16,0,0,35851,7.7333,,Q,12,,low,61,D,low,83,,low,69,X,high,75,Y,medium,128,Z,medium,264,Z,high,79,Z,low,16,X,high,260,NEARLINE,asia,OCCASIONAL_ACCESS,"{""sku_id"":""870D-3A16-D708"",""description"":""nearline storage tel aviv"",""original_region"":""me-west1""}",14-02-2024,12:07:00,13:20:00
158,male,30,0,0,SOTON/OQ 392090,8.05,,S,55,,high,15,D,medium,,D,low,3,Z,high,24,Z,,407,X,high,40,Y,high,152,Z,low,0,Z,high,490,COLDLINE,north_america,RARE_ACCESS,"{""sku_id"":""D716-3E59-667B"",""description"":""coldline storage iowa"",""original_region"":""us-central1""}",27-02-2024,21:56:00,23:29:00
159,male,,0,0,315037,8.6625,,S,50,,high,7,A,high,34,D,medium,10,X,high,78,Y,high,332,Y,medium,38,Z,high,235,X,high,339,Y,medium,258,ARCHIVE,europe,ARCHIVE,"{""sku_id"":""8881-EDBB-6F06"",""description"":""archive storage stockholm"",""original_region"":""europe-north2""}",19-04-2024,11:53:00,12:13:00
160,male,,8,2,CA. 2343,69.55,,S,78,B,unknown,67,C,,45,A,medium,28,Y,high,27,,high,236,X,low,387,Y,medium,244,Z,medium,134,,medium,224,ARCHIVE,asia,ARCHIVE,"{""sku_id"":""91A8-C2FD-83CC"",""description"":""archive storage mumbai dual-region"",""original_region"":""asia-south1""}",30-09-2024,20:07:00,22:43:00
161,male,44,0,1,371362,16.1,,S,99,C,,,D,unknown,,C,low,,X,high,384,Y,low,399,Y,high,,Z,low,,,low,237,X,medium,219,COLDLINE,north_america,RARE_ACCESS,"{""sku_id"":""ADD1-821E-E0DA"",""description"":""coldline storage columbus"",""original_region"":""us-east5""}",15-03-2024,07:49:00,10:18:00
162,female,40,0,0,C.A. 33595,15.75,,S,,,low,,,,93,,medium,0,X,high,304,Z,low,35,Z,medium,298,Y,low,,Y,,39,Y,high,366,COLDLINE,europe,RARE_ACCESS,"{""sku_id"":""C1D5-B464-7C66"",""description"":""coldline storage milan"",""original_region"":""europe-west8""}",09-08-2024,09:56:00,11:32:00
163,male,26,0,0,347068,7.775,,S,40,C,,10,B,high,78,B,unknown,,X,,93,Z,medium,339,Y,low,59,Z,low,3,Z,medium,37,,medium,170,ARCHIVE,asia,ARCHIVE,"{""sku_id"":""8DFA-F1E2-A9BF"",""description"":""archive storage tel aviv"",""original_region"":""me-west1""}",23-10-2024,08:51:00,12:02:00
164,male,17,0,0,315093,8.6625,,S,40,D,,74,D,,19,,high,78,Z,low,,Z,medium,180,Y,low,42,X,low,440,X,high,264,X,medium,364,ARCHIVE,asia,ARCHIVE,"{""sku_id"":""8E50-F3F3-15C5"",""description"":""archive storage dammam"",""original_region"":""me-central2""}",21-07-2024,09:47:00,11:30:00
165,male,1,4,1,3101295,39.6875,,S,41,,,76,C,medium,73,,high,45,Z,medium,242,X,high,189,X,medium,334,X,low,103,X,medium,344,,medium,493,ARCHIVE,europe,ARCHIVE,"{""sku_id"":""F55D-740B-7F5B"",""description"":""archive storage finland dual-region"",""original_region"":""europe-north1""}",24-11-2024,19:54:00,21:44:00
166,male,9,0,2,363291,20.525,,S,81,A,,,,,17,B,low,19,X,high,55,X,high,79,X,high,196,X,medium,355,Z,high,443,X,low,386,ARCHIVE,europe,ARCHIVE,"{""sku_id"":""8F97-AEF5-DFFF"",""description"":""archive storage london"",""original_region"":""europe-west2""}",29-08-2024,17:57:00,21:54:00
167,female,,0,1,113505,55,E33,S,32,,unknown,83,A,high,45,C,low,42,X,high,485,X,high,48,X,high,9,Z,low,355,Z,medium,241,Z,medium,464,NEARLINE,europe,OCCASIONAL_ACCESS,"{""sku_id"":""BDF5-445D-55FB"",""description"":""nearline storage madrid dual-region"",""original_region"":""europe-southwest1""}",20-01-2024,21:38:00,00:46:00
168,female,45,1,4,347088,27.9,,S,16,B,unknown,43,C,low,,,medium,69,Z,medium,468,X,low,346,Y,low,340,Z,low,228,Z,medium,322,Z,medium,394,ARCHIVE,asia,ARCHIVE,"{""sku_id"":""DF77-0EDE-4A82"",""description"":""archive storage taiwan dual-region"",""original_region"":""asia-east1""}",25-12-2024,06:50:00,10:42:00
169,male,,0,0,PC 17318,25.925,,S,,C,high,18,,unknown,3,A,,73,Y,,379,Z,medium,425,Z,medium,484,X,high,268,X,,430,Z,low,421,COLDLINE,europe,RARE_ACCESS,"{""sku_id"":""F252-25C0-60F6"",""description"":""coldline storage madrid dual-region"",""original_region"":""europe-southwest1""}",22-09-2024,14:18:00,14:46:00
170,male,28,0,0,1601,56.4958,,S,2,,,,,,,A,unknown,,X,low,404,Z,low,455,X,high,280,Y,medium,36,X,low,215,Y,high,19,ARCHIVE,asia,ARCHIVE,"{""sku_id"":""97DE-FF9D-7B7F"",""description"":""archive storage osaka"",""original_region"":""asia-northeast2""}",10-03-2024,10:01:00,12:23:00
171,male,61,0,0,111240,33.5,B19,S,10,B,high,21,A,medium,22,,,16,X,medium,273,X,medium,121,,medium,190,Y,high,450,Y,high,104,Z,high,176,ARCHIVE,north_america,ARCHIVE,"{""sku_id"":""A386-C234-21D1"",""description"":""archive storage northern virginia"",""original_region"":""us-east4""}",18-10-2024,06:00:00,07:46:00
172,male,4,4,1,382652,29.125,,Q,9,B,high,20,B,medium,,A,,95,Y,medium,401,Y,low,381,Z,low,421,Z,low,59,X,medium,412,X,low,136,COLDLINE,africa,RARE_ACCESS,"{""sku_id"":""9A27-B3AE-E1C9"",""description"":""coldline storage johannesburg"",""original_region"":""africa-south1""}",11-12-2024,09:18:00,13:17:00
173,female,1,1,1,347742,11.1333,,S,,B,high,32,D,unknown,49,D,medium,,Y,medium,264,X,high,55,Y,high,168,X,medium,329,Z,low,1,Z,low,431,ARCHIVE,north_america,ARCHIVE,"{""sku_id"":""FA47-FB9E-B287"",""description"":""archive storage los angeles dual-region"",""original_region"":""us-west2""}",18-10-2024,09:04:00,12:22:00
174,male,21,0,0,STON/O 2. 3101280,7.925,,S,,D,high,,,medium,2,C,high,98,Y,low,83,X,medium,389,,,306,Y,,0,Z,medium,137,X,medium,114,NEARLINE,north_america,OCCASIONAL_ACCESS,"{""sku_id"":""9E8A-BB82-26BF"",""description"":""nearline storage us multi-region"",""original_region"":""us""}",04-05-2024,10:07:00,12:53:00
175,male,56,0,0,17764,30.6958,A7,C,69,B,medium,,B,medium,,,low,,X,low,83,Y,high,283,Y,medium,237,X,high,372,Z,medium,65,X,low,483,NEARLINE,europe,OCCASIONAL_ACCESS,"{""sku_id"":""A5D0-60CC-E116"",""description"":""nearline storage netherlands"",""original_region"":""europe-west4""}",27-11-2024,12:43:00,13:53:00
176,male,18,1,1,350404,7.8542,,S,46,,high,,,low,,B,,11,Y,medium,427,X,low,430,Y,high,363,,medium,179,Z,high,321,X,low,349,COLDLINE,asia,RARE_ACCESS,"{""sku_id"":""A082-619E-F48D"",""description"":""coldline storage taiwan dual-region"",""original_region"":""asia-east1""}",10-10-2024,20:23:00,22:44:00
177,male,,3,1,4133,25.4667,,S,71,B,unknown,62,B,medium,95,B,,,X,medium,223,Z,high,33,Z,medium,258,Z,high,,X,medium,134,,medium,61,COLDLINE,asia,RARE_ACCESS,"{""sku_id"":""A554-EBBE-0961"",""description"":""coldline storage hong kong"",""original_region"":""asia-east2""}",03-08-2024,06:57:00,08:32:00
178,female,50,0,0,PC 17595,28.7125,C49,C,16,A,unknown,33,C,low,,,,32,Y,high,364,Z,medium,388,Y,low,240,Z,high,11,,medium,172,X,high,,ARCHIVE,europe,ARCHIVE,"{""sku_id"":""D9F7-D25F-B0EF"",""description"":""archive storage frankfurt"",""original_region"":""europe-west3""}",12-04-2024,12:33:00,14:02:00
179,male,30,0,0,250653,13,,S,90,B,high,,B,,19,,unknown,,X,low,72,Y,low,233,Z,high,210,Z,low,109,X,low,326,X,low,171,COLDLINE,oceania,RARE_ACCESS,"{""sku_id"":""C95F-F64A-E99D"",""description"":""coldline storage sydney"",""original_region"":""australia-southeast1""}",07-03-2024,12:58:00,13:39:00
180,male,36,0,0,LINE,0,,S,50,A,low,51,,unknown,60,,,71,X,medium,223,X,,284,Z,low,147,Z,low,217,X,medium,148,X,medium,148,COLDLINE,asia,RARE_ACCESS,"{""sku_id"":""AD24-C6C3-2558"",""description"":""coldline storage seoul"",""original_region"":""asia-northeast3""}",31-03-2024,17:11:00,18:28:00
181,female,,8,2,CA. 2343,69.55,,S,93,A,,,C,,36,,high,,Z,high,41,Y,low,269,X,low,243,Z,low,358,X,low,181,X,medium,497,ARCHIVE,europe,ARCHIVE,"{""sku_id"":""D1E2-71BA-61C9"",""description"":""archive storage berlin"",""original_region"":""europe-west10""}",22-02-2024,06:08:00,08:36:00
182,male,,0,0,SC/PARIS 2131,15.05,,C,,,medium,43,D,unknown,60,A,,58,Y,low,110,Z,low,357,X,medium,30,Y,high,298,Z,medium,249,Z,low,,NEARLINE,oceania,OCCASIONAL_ACCESS,"{""sku_id"":""FA57-D1B5-D5AD"",""description"":""nearline storage melbourne"",""original_region"":""australia-southeast2""}",23-01-2024,14:37:00,17:13:00
183,male,9,4,2,347077,31.3875,,S,49,A,low,29,B,unknown,,C,unknown,,Y,low,,X,low,299,,,169,X,high,130,Z,high,59,X,,381,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""EC40-8747-D6FF"",""description"":""standard storage europe multi-region"",""original_region"":""europe""}",15-08-2024,20:32:00,21:07:00
184,male,1,2,1,230136,39,F4,S,69,,,,,,29,C,low,61,X,low,104,Z,high,207,Y,medium,38,Z,medium,297,Y,high,467,X,medium,155,COLDLINE,europe,RARE_ACCESS,"{""sku_id"":""B7BF-2911-04C8"",""description"":""coldline storage zurich"",""original_region"":""europe-west6""}",05-09-2024,15:01:00,16:25:00
185,female,4,0,2,315153,22.025,,S,49,D,high,,A,high,65,C,unknown,39,X,medium,303,X,high,217,Y,medium,161,,high,111,X,low,490,X,low,331,COLDLINE,asia,RARE_ACCESS,"{""sku_id"":""B8B9-DCE6-7FE0"",""description"":""coldline storage tel aviv"",""original_region"":""me-west1""}",19-05-2024,15:50:00,18:25:00
186,male,,0,0,113767,50,A32,S,44,C,unknown,,D,high,26,B,unknown,,Z,high,2,X,medium,35,Y,high,175,,high,277,,medium,,Y,high,171,NEARLINE,north_america,OCCASIONAL_ACCESS,"{""sku_id"":""BAAE-61A8-B81F"",""description"":""nearline storage mexico"",""original_region"":""northamerica-south1""}",13-05-2024,19:24:00,21:46:00
187,female,,1,0,370365,15.5,,Q,,B,,,,medium,90,A,,71,Z,medium,96,Y,high,362,Z,low,13,Z,low,270,Y,high,54,Z,low,301,ARCHIVE,south_america,ARCHIVE,"{""sku_id"":""BCE0-EC75-B79A"",""description"":""archive storage sao paulo"",""original_region"":""southamerica-east1""}",31-01-2024,15:17:00,16:34:00
188,male,45,0,0,111428,26.55,,S,38,A,,47,A,,94,B,unknown,29,Y,medium,345,Y,low,352,Z,medium,148,Z,high,113,,,236,Y,medium,199,ARCHIVE,europe,ARCHIVE,"{""sku_id"":""BEBC-B447-8957"",""description"":""archive storage finland/netherlands dual-region"",""original_region"":""eur4""}",06-06-2024,09:24:00,12:43:00
189,male,40,1,1,364849,15.5,,Q,,D,,,A,medium,,B,high,19,X,high,74,X,low,283,Z,,335,Z,medium,100,Y,medium,177,X,low,304,NEARLINE,africa,OCCASIONAL_ACCESS,"{""sku_id"":""C056-22B3-40B3"",""description"":""nearline storage johannesburg"",""original_region"":""africa-south1""}",29-06-2024,09:20:00,13:17:00
190,male,36,0,0,349247,7.8958,,S,,D,high,,A,low,72,,,70,Y,medium,277,Z,low,360,X,low,484,Y,medium,259,X,medium,83,X,medium,372,ARCHIVE,north_america,ARCHIVE,"{""sku_id"":""C068-E2BC-8F0B"",""description"":""archive storage phoenix"",""original_region"":""us-west8""}",28-12-2024,15:40:00,19:38:00
191,female,32,0,0,234604,13,,S,68,C,,90,B,high,,D,low,,X,medium,433,Z,high,134,,,308,Z,low,293,Y,low,438,Z,medium,157,ARCHIVE,europe,ARCHIVE,"{""sku_id"":""C226-3E29-7EDB"",""description"":""archive storage frankfurt/zurich dual-region"",""original_region"":""eur8""}",05-01-2024,15:25:00,18:17:00
192,male,19,0,0,28424,13,,S,63,A,unknown,67,D,low,,B,low,44,X,high,390,Y,high,111,Z,high,355,X,high,489,Z,medium,207,Y,low,5,COLDLINE,asia,RARE_ACCESS,"{""sku_id"":""C23E-2383-9F73"",""description"":""coldline storage tokyo"",""original_region"":""asia-northeast1""}",25-04-2024,16:05:00,18:16:00
193,female,19,1,0,350046,7.8542,,S,60,,unknown,,A,,73,,low,,X,low,61,Y,high,462,Z,high,334,X,medium,247,Y,low,326,Y,low,48,ARCHIVE,north_america,ARCHIVE,"{""sku_id"":""C798-FD00-712C"",""description"":""archive storage day0 (alabama)"",""original_region"":""us-east7""}",02-12-2024,08:46:00,11:34:00
194,male,3,1,1,230080,26,F2,S,36,,unknown,96,D,,93,C,low,18,Y,high,73,X,high,,Y,low,472,Y,low,222,X,low,345,Z,high,453,NEARLINE,north_america,OCCASIONAL_ACCESS,"{""sku_id"":""DF79-C2F4-6459"",""description"":""nearline storage dallas"",""original_region"":""us-south1""}",28-10-2024,13:43:00,14:05:00
195,female,44,0,0,PC 17610,27.7208,B4,C,95,A,medium,71,,high,22,D,unknown,81,Y,low,352,Y,low,426,Y,high,470,X,medium,237,Y,low,159,Z,high,479,NEARLINE,europe,OCCASIONAL_ACCESS,"{""sku_id"":""EBC2-A551-2247"",""description"":""nearline storage milan dual-region"",""original_region"":""europe-west8""}",25-07-2024,19:29:00,23:00:00
196,female,58,0,0,PC 17569,146.5208,B80,C,8,D,,5,C,medium,,B,low,98,Y,medium,173,X,,26,Y,medium,57,Y,low,437,Y,high,174,X,low,,ARCHIVE,europe,ARCHIVE,"{""sku_id"":""CF64-DDCB-E351"",""description"":""archive storage frankfurt/london dual-region"",""original_region"":""eur7""}",21-07-2024,13:44:00,15:07:00
197,male,,0,0,368703,7.75,,Q,,A,,72,B,medium,,,,,Z,low,,X,medium,274,Y,low,236,Y,low,153,Y,high,485,Z,,53,ARCHIVE,africa,ARCHIVE,"{""sku_id"":""D145-9D81-101D"",""description"":""archive storage johannesburg"",""original_region"":""africa-south1""}",29-06-2024,21:35:00,23:23:00
198,male,42,0,1,4579,8.4042,,S,,,unknown,,D,low,33,A,,14,X,medium,238,Z,high,367,X,high,453,X,medium,190,Y,low,412,Z,high,293,COLDLINE,north_america,RARE_ACCESS,"{""sku_id"":""DEB7-C375-8A8E"",""description"":""coldline storage montreal dual-region"",""original_region"":""northamerica-northeast1""}",15-02-2024,07:34:00,08:04:00
199,female,,0,0,370370,7.75,,Q,33,D,,,,medium,23,C,,,X,medium,289,Y,high,18,Y,medium,440,Z,high,184,Y,low,250,Z,medium,216,COLDLINE,south_america,RARE_ACCESS,"{""sku_id"":""D359-4780-9DF6"",""description"":""coldline storage santiago"",""original_region"":""southamerica-west1""}",31-05-2024,11:48:00,13:44:00
200,female,24,0,0,248747,13,,S,96,D,,48,B,high,,A,unknown,86,Z,low,224,Z,medium,484,X,high,267,Y,low,311,X,medium,266,X,low,118,NEARLINE,europe,OCCASIONAL_ACCESS,"{""sku_id"":""D528-FE50-EB4C"",""description"":""nearline storage belgium/london dual-region"",""original_region"":""eur5""}",31-03-2024,11:16:00,14:16:00
201,male,28,0,0,345770,9.5,,S,,A,low,51,A,,33,A,unknown,8,X,high,11,X,low,393,Z,low,221,Z,medium,349,Y,low,,Z,low,189,COLDLINE,asia,RARE_ACCESS,"{""sku_id"":""D695-04DF-5EB6"",""description"":""coldline storage osaka/tokyo dual-region"",""original_region"":""asia1""}",09-01-2024,20:28:00,21:38:00
202,male,,8,2,CA. 2343,69.55,,S,90,,,31,D,medium,72,,,,X,high,47,Y,high,,Z,low,29,X,low,240,X,medium,102,X,high,,ARCHIVE,south_america,ARCHIVE,"{""sku_id"":""DB02-FF60-E0AB"",""description"":""archive storage santiago"",""original_region"":""southamerica-west1""}",07-02-2024,15:09:00,15:48:00
203,male,34,0,0,3101264,6.4958,,S,49,C,low,,B,,37,,unknown,,Z,low,,X,high,253,X,high,238,Z,high,131,Y,medium,3,Y,low,498,COLDLINE,europe,RARE_ACCESS,"{""sku_id"":""DE73-C395-1FEF"",""description"":""coldline storage belgium dual-region"",""original_region"":""europe-west1""}",18-02-2024,20:12:00,21:53:00
204,male,45.5,0,0,2628,7.225,,C,,C,unknown,61,B,high,37,A,,3,,medium,132,X,high,456,X,low,253,Z,high,344,Y,medium,402,X,high,436,ARCHIVE,north_america,ARCHIVE,"{""sku_id"":""DC66-8442-8C3E"",""description"":""archive storage mexico"",""original_region"":""northamerica-south1""}",28-03-2024,11:05:00,11:31:00
205,male,18,0,0,A/5 3540,8.05,,S,45,,high,,C,high,94,,low,,,high,408,,low,426,Y,medium,316,X,medium,137,Y,medium,470,Y,low,,ARCHIVE,asia,ARCHIVE,"{""sku_id"":""DD17-059C-BC8A"",""description"":""archive storage seoul"",""original_region"":""asia-northeast3""}",21-11-2024,15:25:00,18:27:00
206,female,2,0,1,347054,10.4625,G6,S,26,D,medium,89,C,low,,D,,7,Z,high,485,,low,413,Z,medium,,Y,high,448,Y,medium,81,Z,high,250,NEARLINE,europe,OCCASIONAL_ACCESS,"{""sku_id"":""DEB9-6FEE-A424"",""description"":""nearline storage frankfurt/london dual-region"",""original_region"":""eur7""}",16-11-2024,20:25:00,20:51:00
207,male,32,1,0,3101278,15.85,,S,76,D,high,77,C,high,92,C,medium,17,Y,low,237,Y,high,491,X,,,,,312,Z,low,140,Y,low,264,NEARLINE,asia,OCCASIONAL_ACCESS,"{""sku_id"":""DEEA-BC30-584C"",""description"":""nearline storage asia multi-region"",""original_region"":""asia""}",30-08-2024,17:09:00,17:51:00
208,male,26,0,0,2699,18.7875,,C,,,high,60,B,low,71,,high,48,X,low,13,Z,high,372,Y,medium,484,X,medium,220,,high,176,Y,,146,COLDLINE,europe,RARE_ACCESS,"{""sku_id"":""E689-022A-1A47"",""description"":""coldline storage frankfurt/london dual-region"",""original_region"":""eur7""}",23-10-2024,06:43:00,10:18:00
209,female,16,0,0,367231,7.75,,Q,26,,high,,A,medium,,D,unknown,,Z,medium,35,Z,high,467,X,high,108,Z,low,116,Y,high,406,X,high,217,ARCHIVE,oceania,ARCHIVE,"{""sku_id"":""F00F-7CD9-FA68"",""description"":""archive storage sydney"",""original_region"":""australia-southeast1""}",30-06-2024,10:51:00,12:55:00
210,male,40,0,0,112277,31,A31,C,77,C,high,33,,high,,B,,,X,medium,407,X,medium,476,Z,high,191,Z,high,378,Y,low,203,Z,high,190,COLDLINE,asia,RARE_ACCESS,"{""sku_id"":""EA16-9877-BC89"",""description"":""coldline storage doha"",""original_region"":""me-central1""}",30-07-2024,06:58:00,08:18:00
211,male,24,0,0,SOTON/O.Q. 3101311,7.05,,S,26,A,,76,A,,93,D,low,,Z,,171,Y,high,9,Z,high,254,Z,low,304,Y,medium,21,Z,low,34,ARCHIVE,europe,ARCHIVE,"{""sku_id"":""ED7A-CB32-823B"",""description"":""archive storage zurich"",""original_region"":""europe-west6""}",25-01-2024,16:13:00,18:51:00
212,female,35,0,0,F.C.C. 13528,21,,S,,,medium,31,,high,94,,medium,20,Y,medium,440,Z,low,327,X,medium,146,Y,high,441,Y,low,292,X,medium,208,COLDLINE,europe,RARE_ACCESS,"{""sku_id"":""EE38-38A9-BA49"",""description"":""coldline storage finland/netherlands dual-region"",""original_region"":""eur4""}",08-04-2024,19:08:00,21:02:00
213,male,22,0,0,A/5 21174,7.25,,S,78,A,,26,,unknown,4,,,87,Z,medium,253,X,high,166,X,low,,Z,high,353,X,medium,73,X,low,,NEARLINE,north_america,OCCASIONAL_ACCESS,"{""sku_id"":""F26E-DA3A-2CD0"",""description"":""nearline storage phoenix"",""original_region"":""us-west8""}",30-04-2024,11:42:00,15:21:00
214,male,30,0,0,250646,13,,S,44,D,,86,C,,35,A,unknown,,Z,medium,439,Z,medium,247,X,low,305,Z,high,394,X,high,322,Y,low,152,COLDLINE,south_america,RARE_ACCESS,"{""sku_id"":""F53F-3D3B-0326"",""description"":""coldline storage sao paulo"",""original_region"":""southamerica-east1""}",27-08-2024,07:23:00,09:11:00
215,male,,1,0,367229,7.75,,Q,,,,,D,unknown,41,,,,Z,medium,,Y,low,83,Z,medium,118,Z,medium,46,X,medium,428,Y,high,306,,,,,14-05-2024,17:22:00,19:10:00
216,female,31,1,0,35273,113.275,D36,C,27,A,low,,A,,,A,,72,X,high,429,X,high,337,Z,medium,439,Y,medium,12,X,high,33,X,high,356,,,,,24-08-2024,18:50:00,19:09:00
217,female,27,0,0,STON/O2. 3101283,7.925,,S,,A,unknown,86,D,medium,77,A,low,48,Z,high,273,Z,medium,417,Y,low,396,Z,low,329,Z,medium,497,X,,23,,,,,13-11-2024,19:28:00,20:25:00
218,male,42,1,0,243847,27,,S,,A,low,,D,unknown,69,,,41,X,high,218,Z,low,205,X,high,214,X,low,,X,low,331,X,high,171,,,,,08-08-2024,12:01:00,12:53:00
219,female,32,0,0,11813,76.2917,D15,C,44,C,low,,C,medium,21,D,unknown,75,X,low,264,X,high,349,Y,medium,231,Y,high,445,Z,high,25,Z,medium,15,,,,,31-08-2024,13:32:00,15:48:00
220,male,30,0,0,W/C 14208,10.5,,S,90,B,,52,C,low,,,low,,Y,medium,163,Z,,162,Z,high,474,X,low,441,Z,low,110,Y,medium,410,,,,,04-01-2024,06:55:00,10:34:00
221,male,16,0,0,SOTON/OQ 392089,8.05,,S,12,D,low,,,,,,,82,X,low,301,Z,low,374,Z,medium,13,Y,high,292,X,medium,83,X,medium,463,,,,,24-03-2024,10:26:00,10:54:00
222,male,27,0,0,220367,13,,S,45,B,medium,,A,,44,D,,68,Y,high,385,Y,high,41,Y,medium,189,Z,high,364,,high,,X,high,231,,,,,18-04-2024,06:29:00,08:32:00
223,male,51,0,0,21440,8.05,,S,,,medium,,,,,A,low,76,X,medium,405,Y,high,440,Z,low,30,X,low,210,Y,high,361,Z,low,472,,,,,18-03-2024,18:37:00,20:51:00
224,male,,0,0,349234,7.8958,,S,20,C,,,,,,,low,42,Y,low,489,X,low,189,Z,low,69,,high,479,Y,low,186,Y,high,314,,,,,13-06-2024,16:16:00,20:09:00
225,male,38,1,0,19943,90,C93,S,,C,,79,,high,92,,medium,38,Y,high,,Y,medium,252,Z,medium,,X,low,17,Y,high,264,Y,,434,,,,,17-07-2024,08:11:00,10:06:00
226,male,22,0,0,PP 4348,9.35,,S,30,,high,59,A,low,90,D,high,57,Y,medium,384,Z,high,401,,medium,50,Z,low,146,Y,high,174,Y,high,473,,,,,24-09-2024,08:51:00,10:26:00
227,male,19,0,0,SW/PP 751,10.5,,S,80,,low,,A,high,1,,high,64,,low,444,Z,low,14,X,high,478,Z,medium,348,Z,high,202,X,medium,293,,,,,01-05-2024,10:52:00,14:01:00
228,male,20.5,0,0,A/5 21173,7.25,,S,57,C,high,40,A,high,,C,high,92,Z,low,8,Y,high,472,Y,medium,391,X,low,393,Y,,319,Z,medium,223,,,,,24-07-2024,20:26:00,21:23:00
229,male,18,0,0,236171,13,,S,54,,high,38,C,unknown,,A,,85,X,high,237,X,medium,307,Y,,320,X,low,121,X,,97,X,medium,370,,,,,21-08-2024,15:19:00,15:49:00
230,female,,3,1,4133,25.4667,,S,17,,high,42,C,,82,C,medium,5,Z,low,350,Z,,487,Z,high,370,Z,medium,400,Y,low,379,Z,medium,85,,,,,11-05-2024,07:13:00,07:59:00
231,female,35,1,0,36973,83.475,C83,S,46,,high,99,,,80,C,medium,15,Y,medium,228,Z,high,,Z,medium,92,Y,high,230,Z,medium,472,Y,low,148,,,,,18-08-2024,14:45:00,18:31:00
232,male,29,0,0,347067,7.775,,S,85,C,,,A,low,,D,medium,94,Y,high,50,X,medium,103,Z,high,58,Y,low,428,Z,low,487,X,high,274,,,,,22-10-2024,06:29:00,07:00:00
233,male,59,0,0,237442,13.5,,S,,D,,15,A,high,6,,,,Y,low,327,Z,medium,291,Z,high,,X,,133,X,low,86,Y,medium,100,,,,,18-04-2024,12:05:00,12:56:00
234,female,5,4,2,347077,31.3875,,S,75,C,,4,A,unknown,,A,low,,X,low,203,,medium,285,Y,high,382,Z,medium,346,Y,high,205,X,low,248,,,,,17-06-2024,18:30:00,22:19:00
235,male,24,0,0,C.A. 29566,10.5,,S,,,high,51,,low,,A,,5,Z,low,308,Z,medium,460,Z,low,152,X,low,103,Z,high,132,Z,high,427,,,,,05-09-2024,07:09:00,10:38:00
236,female,,0,0,W./C. 6609,7.55,,S,,,unknown,80,,medium,,D,unknown,,X,high,0,Z,high,287,Y,medium,87,X,low,69,X,low,317,Y,medium,,,,,,07-07-2024,08:52:00,10:13:00
237,male,44,1,0,26707,26,,S,,B,high,,B,,8,A,,40,Z,medium,5,Y,medium,203,Z,low,392,Y,medium,352,X,medium,162,Z,low,445,,,,,07-03-2024,21:48:00,01:42:00
238,female,8,0,2,C.A. 31921,26.25,,S,43,A,low,56,,,,D,,,X,low,301,,medium,,,high,,Z,high,340,X,medium,197,X,medium,430,,,,,02-09-2024,20:24:00,00:24:00
239,male,19,0,0,28665,10.5,,S,30,A,medium,79,B,,43,B,medium,77,Z,low,491,X,high,162,X,high,268,Y,low,146,X,low,69,Y,medium,166,,,,,26-04-2024,10:50:00,11:31:00
