id,Fare,Cabin,Embarked,ExtraCol1,ExtraCol2,ExtraCol3,ExtraCol4,ExtraCol5,ExtraCol6,ExtraCol7,ExtraCol8,ExtraCol9,ExtraCol10,ExtraCol11,ExtraCol12,ExtraCol13,ExtraCol14,ExtraCol15,ExtraCol16,ExtraCol17,ExtraCol18,ExtraCol19,ExtraCol20,ExtraCol21,ExtraCol22,ExtraCol23,ExtraCol24,ExtraCol25,ExtraCol26,ExtraCol1_ef_bin,ExtraCol1_ef_bin_num,ExtraCol4_ef_bin,ExtraCol4_ef_bin_num,ExtraCol7_ef_bin,ExtraCol7_ef_bin_num,ExtraCol10_ef_bin,ExtraCol10_ef_bin_num,ExtraCol13_ef_bin,ExtraCol13_ef_bin_num,ExtraCol5_freq,ExtraCol6_freq,ExtraCol7_freq,ExtraCol8_freq,ExtraCol9_freq,ExtraCol10_freq
186,50,A32,S,44,C,unknown,51,D,high,26,B,unknown,NA,Z,high,342,Z,high,315,Y,medium,126,Y,high,2,X,medium,35,Y,ExtraCol1_3,3,ExtraCol4_2,2,ExtraCol7_2,2,NA,NA,ExtraCol13_4,4,163,162,7,137,169,0
187,15.5,B96 B98,Q,43,B,high,51,NA,medium,90,A,NA,71,Z,NA,NA,Z,low,174,Z,medium,457,X,medium,96,Y,high,362,Z,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_5,5,ExtraCol10_4,4,NA,NA,0,165,5,178,0,7
188,26.55,B96 B98,S,38,A,high,47,A,NA,94,B,unknown,29,Y,low,310,X,low,NA,Z,low,280,Y,medium,345,Y,low,352,Z,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_5,5,ExtraCol10_2,2,ExtraCol13_3,3,144,0,11,137,169,4
189,15.5,B96 B98,Q,43,D,high,51,A,medium,NA,B,high,19,X,high,1,NA,high,400,Y,low,336,Z,high,74,X,low,283,Z,ExtraCol1_2,2,ExtraCol4_2,2,NA,NA,ExtraCol10_2,2,ExtraCol13_1,1,144,165,0,137,142,5
190,7.8958,B96 B98,S,43,D,high,51,A,low,72,NA,NA,70,Y,low,365,X,low,210,X,high,374,Y,medium,277,Z,low,360,X,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_4,4,ExtraCol10_4,4,ExtraCol13_4,4,144,140,7,0,0,13
191,13,B96 B98,S,68,C,high,90,B,high,NA,D,low,NA,X,high,396,Y,high,NA,X,medium,204,Y,medium,433,Z,high,134,NA,ExtraCol1_4,4,ExtraCol4_4,4,NA,NA,NA,NA,ExtraCol13_4,4,147,162,0,147,149,0
192,13,B96 B98,S,63,A,unknown,67,D,low,NA,B,low,44,X,high,396,X,high,407,Z,medium,367,Z,high,390,Y,high,111,Z,ExtraCol1_4,4,ExtraCol4_3,3,NA,NA,ExtraCol10_3,3,ExtraCol13_4,4,163,140,0,137,149,6
193,7.8542,B96 B98,S,60,A,unknown,51,A,NA,73,NA,low,NA,X,high,14,Z,high,117,Z,medium,481,Z,low,61,Y,high,462,Z,ExtraCol1_4,4,ExtraCol4_2,2,ExtraCol7_4,4,NA,NA,ExtraCol13_1,1,144,0,5,0,149,0
194,26,F2,S,36,A,unknown,96,D,NA,93,C,low,18,Y,medium,455,X,high,111,Y,NA,362,Y,high,73,X,high,NA,Y,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_5,5,ExtraCol10_2,2,ExtraCol13_5,5,163,0,13,166,149,4
195,27.7208,B4,C,95,A,medium,71,NA,high,22,D,unknown,81,Y,high,217,Y,medium,26,Z,high,148,Z,low,352,Y,low,426,Y,ExtraCol1_5,5,ExtraCol4_4,4,ExtraCol7_2,2,ExtraCol10_5,5,ExtraCol13_2,2,0,162,6,147,169,5
196,146.5208,B80,C,8,D,high,5,C,medium,NA,B,low,98,Y,high,40,Z,medium,NA,Z,medium,389,Y,medium,173,X,NA,26,Y,ExtraCol1_1,1,ExtraCol4_1,1,NA,NA,ExtraCol10_5,5,ExtraCol13_1,1,152,165,0,137,149,7
197,7.75,B96 B98,Q,43,A,high,72,B,medium,NA,NA,NA,NA,Z,high,267,X,medium,308,Y,NA,NA,Y,low,NA,X,medium,274,Y,ExtraCol1_2,2,ExtraCol4_4,4,NA,NA,NA,NA,ExtraCol13_3,3,147,165,0,0,0,0
198,8.4042,B96 B98,S,43,A,unknown,51,D,low,33,A,NA,14,X,medium,285,X,medium,251,Z,high,36,Z,medium,238,Z,high,367,X,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_2,2,ExtraCol10_1,1,ExtraCol13_3,3,163,140,6,178,0,11
199,7.75,B96 B98,Q,33,D,high,51,NA,medium,23,C,NA,NA,X,medium,201,Z,high,148,Z,low,222,X,medium,289,Y,high,18,Y,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_2,2,NA,NA,ExtraCol13_2,2,0,165,10,166,0,0
200,13,B96 B98,S,96,D,high,48,B,high,NA,A,unknown,86,Z,high,374,X,medium,105,Y,high,NA,X,low,224,Z,medium,484,X,ExtraCol1_5,5,ExtraCol4_2,2,NA,NA,ExtraCol10_5,5,ExtraCol13_4,4,147,162,0,178,169,7
201,9.5,B96 B98,S,43,A,low,51,A,NA,33,A,unknown,8,X,low,271,NA,medium,347,X,medium,234,X,high,11,X,low,393,Z,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_2,2,ExtraCol10_1,1,ExtraCol13_3,3,144,0,6,178,169,7
202,69.55,B96 B98,S,90,A,high,31,D,medium,72,NA,NA,NA,X,low,108,X,high,42,Z,low,130,Z,high,47,Y,high,NA,Z,ExtraCol1_5,5,ExtraCol4_2,2,ExtraCol7_4,4,NA,NA,ExtraCol13_1,1,163,165,7,0,0,0
203,6.4958,B96 B98,S,49,C,low,51,B,NA,37,NA,unknown,NA,Z,medium,310,X,low,350,Y,high,136,X,low,NA,X,high,253,X,ExtraCol1_4,4,ExtraCol4_2,2,ExtraCol7_2,2,NA,NA,ExtraCol13_3,3,147,0,8,0,169,0
204,7.225,B96 B98,C,43,C,unknown,61,B,high,37,A,NA,3,NA,medium,131,Y,medium,452,Y,high,460,Z,medium,132,X,high,456,X,ExtraCol1_2,2,ExtraCol4_3,3,ExtraCol7_2,2,ExtraCol10_1,1,ExtraCol13_2,2,147,162,8,178,0,7
205,8.05,B96 B98,S,45,A,high,51,C,high,94,NA,low,NA,NA,high,59,Y,high,227,Z,low,145,Z,high,408,NA,low,426,Y,ExtraCol1_4,4,ExtraCol4_2,2,ExtraCol7_5,5,NA,NA,ExtraCol13_1,1,152,162,11,0,149,0
206,10.4625,G6,S,26,D,medium,89,C,low,NA,D,NA,7,Z,high,133,Y,high,247,Z,high,391,Z,high,485,NA,low,413,Z,ExtraCol1_1,1,ExtraCol4_4,4,NA,NA,ExtraCol10_1,1,ExtraCol13_2,2,152,140,0,147,0,8
207,15.85,B96 B98,S,76,D,high,77,C,high,92,C,medium,17,Y,low,452,Z,low,NA,X,low,NA,Z,low,237,Y,high,491,X,ExtraCol1_5,5,ExtraCol4_4,4,ExtraCol7_5,5,ExtraCol10_1,1,ExtraCol13_5,5,152,162,8,166,140,5
208,18.7875,B96 B98,C,43,A,high,60,B,low,71,NA,high,48,X,NA,286,X,low,47,Z,NA,53,Z,low,13,Z,high,372,Y,ExtraCol1_2,2,ExtraCol4_3,3,ExtraCol7_4,4,ExtraCol10_3,3,ExtraCol13_3,3,147,140,5,0,142,7
209,7.75,B96 B98,Q,26,A,high,51,A,medium,NA,D,unknown,NA,Z,high,158,Y,low,313,X,high,31,X,medium,35,Z,high,467,X,ExtraCol1_1,1,ExtraCol4_2,2,NA,NA,NA,NA,ExtraCol13_2,2,144,165,0,147,169,0
210,31,A31,C,77,C,high,33,NA,high,NA,B,NA,NA,X,medium,183,NA,high,182,Y,high,121,Z,medium,407,X,medium,476,Z,ExtraCol1_5,5,ExtraCol4_2,2,NA,NA,NA,NA,ExtraCol13_2,2,0,162,0,137,0,0
211,7.05,B96 B98,S,26,A,high,76,A,NA,93,D,low,NA,Z,low,429,Z,low,234,Z,high,420,X,NA,171,Y,high,9,Z,ExtraCol1_1,1,ExtraCol4_4,4,ExtraCol7_5,5,NA,NA,ExtraCol13_5,5,144,0,13,147,149,0
212,21,B96 B98,S,43,A,medium,31,NA,high,94,NA,medium,20,Y,medium,333,Y,low,11,X,medium,227,Y,medium,440,Z,low,327,X,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_5,5,ExtraCol10_2,2,ExtraCol13_4,4,0,162,11,0,140,6
213,7.25,B96 B98,S,78,A,high,26,NA,unknown,4,NA,NA,87,Z,high,386,Z,medium,438,X,low,347,Z,medium,253,X,high,166,X,ExtraCol1_5,5,ExtraCol4_1,1,ExtraCol7_1,1,ExtraCol10_5,5,ExtraCol13_4,4,0,159,5,0,0,8
214,13,B96 B98,S,44,D,high,86,C,NA,35,A,unknown,NA,Z,medium,305,X,high,166,Z,medium,481,X,medium,439,Z,medium,247,X,ExtraCol1_3,3,ExtraCol4_4,4,ExtraCol7_2,2,NA,NA,ExtraCol13_3,3,152,0,5,178,169,0
215,7.75,B96 B98,Q,43,A,high,51,D,unknown,41,NA,NA,NA,Z,medium,496,Y,low,37,Y,medium,24,X,medium,NA,Y,low,83,Z,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_3,3,NA,NA,ExtraCol13_5,5,163,159,9,0,0,0
216,113.275,D36,C,27,A,low,51,A,NA,NA,A,NA,72,X,medium,328,X,low,NA,Z,low,54,Z,high,429,X,high,337,Z,ExtraCol1_1,1,ExtraCol4_2,2,NA,NA,ExtraCol10_4,4,ExtraCol13_4,4,144,0,0,178,0,8
217,7.925,B96 B98,S,43,A,unknown,86,D,medium,77,A,low,48,Z,high,200,X,low,489,Y,medium,460,NA,high,273,Z,medium,417,Y,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_4,4,ExtraCol10_3,3,ExtraCol13_2,2,163,165,6,178,149,7
218,27,B96 B98,S,43,A,low,51,D,unknown,69,NA,NA,41,X,medium,126,Z,low,259,NA,low,283,X,high,218,Z,low,205,X,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_4,4,ExtraCol10_3,3,ExtraCol13_2,2,163,159,6,0,0,12
219,76.2917,D15,C,44,C,low,51,C,medium,21,D,unknown,75,X,high,23,Z,low,16,Y,NA,308,X,low,264,X,high,349,Y,ExtraCol1_3,3,ExtraCol4_2,2,ExtraCol7_2,2,ExtraCol10_4,4,ExtraCol13_1,1,152,165,7,147,169,6
220,10.5,B96 B98,S,90,B,high,52,C,low,NA,NA,low,NA,Y,high,383,X,low,495,Z,low,170,X,medium,163,Z,NA,162,Z,ExtraCol1_5,5,ExtraCol4_3,3,NA,NA,NA,NA,ExtraCol13_4,4,152,140,0,0,149,0
221,8.05,B96 B98,S,12,D,low,51,NA,NA,NA,NA,NA,82,X,medium,466,Y,medium,104,Y,low,413,Y,low,301,Z,low,374,Z,ExtraCol1_1,1,ExtraCol4_2,2,NA,NA,ExtraCol10_5,5,ExtraCol13_5,5,0,0,0,0,0,1
222,13,B96 B98,S,45,B,medium,51,A,NA,44,D,NA,68,Y,medium,332,Z,low,NA,NA,low,323,NA,high,385,Y,high,41,Y,ExtraCol1_4,4,ExtraCol4_2,2,ExtraCol7_3,3,ExtraCol10_4,4,ExtraCol13_4,4,144,0,5,147,0,5
223,8.05,B96 B98,S,43,A,medium,51,NA,NA,NA,A,low,76,X,high,243,X,medium,354,Y,high,128,Y,medium,405,Y,high,440,Z,ExtraCol1_2,2,ExtraCol4_2,2,NA,NA,ExtraCol10_4,4,ExtraCol13_3,3,0,0,0,178,149,10
224,7.8958,B96 B98,S,20,C,high,51,NA,NA,NA,NA,low,42,Y,low,65,Z,medium,165,Y,high,324,X,low,489,X,low,189,Z,ExtraCol1_1,1,ExtraCol4_2,2,NA,NA,ExtraCol10_3,3,ExtraCol13_1,1,0,0,0,0,149,8
225,90,C93,S,43,C,high,79,NA,high,92,NA,medium,38,Y,low,321,X,medium,42,Y,medium,1,Z,high,NA,Y,medium,252,Z,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_5,5,ExtraCol10_2,2,ExtraCol13_3,3,0,162,8,0,140,7
226,9.35,B96 B98,S,30,A,high,59,A,low,90,D,high,57,Y,low,NA,Y,medium,341,Y,medium,120,Y,medium,384,Z,high,401,NA,ExtraCol1_2,2,ExtraCol4_3,3,ExtraCol7_5,5,ExtraCol10_3,3,NA,NA,144,140,5,147,142,4
227,10.5,B96 B98,S,80,A,low,51,A,high,1,NA,high,64,NA,NA,311,Z,medium,131,Z,low,101,X,low,444,Z,low,14,X,ExtraCol1_5,5,ExtraCol4_2,2,ExtraCol7_1,1,ExtraCol10_4,4,ExtraCol13_3,3,144,162,6,0,142,6
228,7.25,B96 B98,S,57,C,high,40,A,high,NA,C,high,92,Z,high,150,Z,high,430,X,high,392,Y,low,8,Y,high,472,Y,ExtraCol1_4,4,ExtraCol4_2,2,NA,NA,ExtraCol10_5,5,ExtraCol13_2,2,144,162,0,166,142,5
229,13,B96 B98,S,54,A,high,38,C,unknown,NA,A,NA,85,X,high,432,X,low,76,Y,high,367,X,high,237,X,medium,307,Y,ExtraCol1_4,4,ExtraCol4_2,2,NA,NA,ExtraCol10_5,5,ExtraCol13_5,5,152,159,0,178,0,5
230,25.4667,B96 B98,S,17,A,high,42,C,NA,82,C,medium,5,Z,low,468,X,medium,453,NA,high,45,Y,low,350,Z,NA,487,Z,ExtraCol1_1,1,ExtraCol4_2,2,ExtraCol7_5,5,ExtraCol10_1,1,ExtraCol13_5,5,152,0,7,166,140,12
231,83.475,C83,S,46,A,high,99,NA,NA,80,C,medium,15,Y,low,117,X,medium,361,Z,medium,453,Z,medium,228,Z,high,NA,Z,ExtraCol1_4,4,ExtraCol4_4,4,ExtraCol7_4,4,ExtraCol10_1,1,ExtraCol13_2,2,0,0,6,166,140,9
232,7.775,B96 B98,S,85,C,high,51,A,low,NA,D,medium,94,Y,low,163,Y,medium,119,Y,low,NA,Y,high,50,X,medium,103,Z,ExtraCol1_5,5,ExtraCol4_2,2,NA,NA,ExtraCol10_5,5,ExtraCol13_2,2,144,140,0,147,140,2
233,13.5,B96 B98,S,43,D,high,15,A,high,6,NA,NA,NA,Y,low,NA,X,low,289,Y,NA,217,Z,low,327,Z,medium,291,Z,ExtraCol1_2,2,ExtraCol4_1,1,ExtraCol7_1,1,NA,NA,NA,NA,144,162,5,0,0,0
234,31.3875,B96 B98,S,75,C,high,4,A,unknown,NA,A,low,NA,X,NA,9,Z,low,469,X,medium,105,Z,low,203,NA,medium,285,Y,ExtraCol1_5,5,ExtraCol4_1,1,NA,NA,NA,NA,ExtraCol13_1,1,144,159,0,178,149,0
235,10.5,B96 B98,S,43,A,high,51,NA,low,NA,A,NA,5,Z,medium,258,X,high,32,Y,NA,210,Y,low,308,Z,medium,460,Z,ExtraCol1_2,2,ExtraCol4_2,2,NA,NA,ExtraCol10_1,1,ExtraCol13_3,3,0,140,0,178,0,12
236,7.55,B96 B98,S,43,A,unknown,80,NA,medium,NA,D,unknown,NA,X,high,70,Y,high,409,X,low,294,NA,high,0,Z,high,287,Y,ExtraCol1_2,2,ExtraCol4_4,4,NA,NA,NA,NA,ExtraCol13_1,1,0,165,0,147,169,0
237,26,B96 B98,S,43,B,high,51,B,NA,8,A,NA,40,Z,low,216,Z,medium,230,X,low,315,Z,medium,5,Y,medium,203,Z,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_1,1,ExtraCol10_3,3,ExtraCol13_2,2,147,0,5,178,0,4
238,26.25,B96 B98,S,43,A,low,56,NA,NA,NA,D,NA,NA,X,high,16,Y,low,474,Z,high,173,Y,low,301,NA,medium,NA,NA,ExtraCol1_2,2,ExtraCol4_3,3,NA,NA,NA,NA,ExtraCol13_1,1,0,0,0,147,0,0
239,10.5,B96 B98,S,30,A,medium,79,B,NA,43,B,medium,77,Z,high,70,Y,medium,104,Y,low,50,Z,low,491,X,high,162,X,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_3,3,ExtraCol10_5,5,ExtraCol13_1,1,147,0,4,137,140,5
240,12.275,B96 B98,S,62,A,high,51,D,medium,76,NA,high,89,Y,low,201,X,low,359,Z,high,304,Y,high,319,X,high,290,NA,ExtraCol1_4,4,ExtraCol4_2,2,ExtraCol7_4,4,ExtraCol10_5,5,ExtraCol13_2,2,163,165,3,0,142,6
241,14.4542,B96 B98,C,14,A,low,90,NA,medium,31,D,high,NA,Y,low,NA,Z,low,483,X,high,352,Z,low,471,X,medium,184,X,ExtraCol1_1,1,ExtraCol4_4,4,ExtraCol7_2,2,NA,NA,NA,NA,0,165,8,147,142,0
242,15.5,B96 B98,Q,58,A,unknown,63,NA,unknown,NA,C,NA,NA,Z,medium,398,NA,low,171,Z,low,133,X,low,423,Z,medium,181,NA,ExtraCol1_4,4,ExtraCol4_3,3,NA,NA,NA,NA,ExtraCol13_4,4,0,159,0,166,0,0
243,10.5,B96 B98,S,9,B,unknown,73,B,NA,NA,C,low,54,X,high,289,Z,low,53,Y,medium,319,Y,medium,140,Y,medium,7,Z,ExtraCol1_1,1,ExtraCol4_4,4,NA,NA,ExtraCol10_3,3,ExtraCol13_3,3,147,0,0,166,149,5
244,7.125,B96 B98,S,64,C,unknown,78,A,low,NA,D,NA,54,Y,high,225,X,low,196,X,low,284,X,medium,51,X,medium,471,X,ExtraCol1_4,4,ExtraCol4_4,4,NA,NA,ExtraCol10_3,3,ExtraCol13_3,3,144,140,0,147,0,5
245,7.225,B96 B98,C,43,D,low,62,D,unknown,29,D,high,3,Z,high,236,Y,low,299,Y,high,250,X,medium,279,NA,medium,418,Y,ExtraCol1_2,2,ExtraCol4_3,3,ExtraCol7_2,2,ExtraCol10_1,1,ExtraCol13_3,3,163,159,11,147,142,7
246,90,C78,Q,8,D,high,5,NA,medium,25,C,low,NA,X,low,419,Z,medium,315,Z,medium,4,Y,high,310,Z,NA,127,Z,ExtraCol1_1,1,ExtraCol4_1,1,ExtraCol7_2,2,NA,NA,ExtraCol13_5,5,0,165,5,166,149,0
247,7.775,B96 B98,S,43,B,high,42,NA,unknown,NA,B,high,NA,X,high,422,Z,high,240,Z,low,153,X,low,385,Y,medium,68,Z,ExtraCol1_2,2,ExtraCol4_2,2,NA,NA,NA,NA,ExtraCol13_5,5,0,159,0,137,142,0
248,14.5,B96 B98,S,41,B,high,14,A,NA,28,D,NA,NA,Y,high,23,NA,low,466,NA,high,187,X,medium,260,Z,medium,417,Y,ExtraCol1_2,2,ExtraCol4_1,1,ExtraCol7_2,2,NA,NA,ExtraCol13_1,1,144,0,5,147,0,0
249,52.5542,D35,S,78,A,unknown,51,B,NA,68,C,NA,NA,X,NA,342,Z,low,289,Z,high,416,Z,low,NA,X,low,418,Y,ExtraCol1_5,5,ExtraCol4_2,2,ExtraCol7_4,4,NA,NA,ExtraCol13_4,4,147,0,10,166,0,0
250,26,B96 B98,S,4,A,high,51,NA,low,NA,NA,high,44,Z,low,234,X,low,320,X,high,413,X,medium,421,X,high,448,X,ExtraCol1_1,1,ExtraCol4_2,2,NA,NA,ExtraCol10_3,3,ExtraCol13_3,3,0,140,0,0,142,6
251,7.25,B96 B98,S,17,C,high,51,C,unknown,NA,NA,NA,NA,Z,low,391,Z,medium,478,X,medium,436,Z,low,292,Y,high,273,Z,ExtraCol1_1,1,ExtraCol4_2,2,NA,NA,NA,NA,ExtraCol13_4,4,152,159,0,0,0,0
252,10.4625,G6,S,49,B,high,51,A,high,NA,C,NA,NA,X,low,393,Y,high,469,Z,high,231,X,high,275,Y,low,367,X,ExtraCol1_4,4,ExtraCol4_2,2,NA,NA,NA,NA,ExtraCol13_4,4,144,162,0,166,0,0
253,26.55,C87,S,18,A,high,2,C,medium,NA,B,low,70,X,high,354,NA,low,170,Y,medium,163,Y,high,9,Z,low,364,Z,ExtraCol1_1,1,ExtraCol4_1,1,NA,NA,ExtraCol10_4,4,ExtraCol13_4,4,152,165,0,137,149,13
254,16.1,B96 B98,S,43,C,unknown,51,D,unknown,58,D,medium,63,Z,low,337,Y,low,143,Y,medium,249,X,high,390,Z,medium,NA,Z,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_3,3,ExtraCol10_4,4,ExtraCol13_4,4,163,159,5,147,140,9
255,20.2125,B96 B98,S,43,B,high,50,D,unknown,NA,NA,high,10,Y,high,105,Y,low,374,Z,medium,395,X,low,340,X,high,261,X,ExtraCol1_2,2,ExtraCol4_2,2,NA,NA,ExtraCol10_1,1,ExtraCol13_1,1,163,159,0,0,142,7
256,15.2458,B96 B98,C,14,A,unknown,7,NA,NA,25,NA,medium,29,Z,low,426,Z,medium,262,Z,low,NA,Z,low,448,NA,medium,130,Y,ExtraCol1_1,1,ExtraCol4_1,1,ExtraCol7_2,2,ExtraCol10_2,2,ExtraCol13_5,5,0,0,5,0,140,4
257,79.2,B96 B98,C,43,C,low,51,NA,NA,98,C,unknown,84,Z,high,350,Z,medium,223,Z,medium,300,X,high,46,X,high,376,Z,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_5,5,ExtraCol10_5,5,ExtraCol13_4,4,0,0,5,166,169,5
258,86.5,B77,S,10,A,high,75,C,high,20,C,unknown,NA,Y,high,136,Z,medium,349,NA,high,217,Z,medium,73,Y,low,485,Y,ExtraCol1_1,1,ExtraCol4_4,4,ExtraCol7_1,1,NA,NA,ExtraCol13_2,2,152,162,8,166,169,0
259,512.3292,B96 B98,C,43,A,high,70,A,medium,13,C,unknown,NA,X,medium,116,X,low,330,Z,low,348,Y,low,335,Z,medium,38,X,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_1,1,NA,NA,ExtraCol13_2,2,144,165,4,166,169,0
260,26,B96 B98,S,58,A,low,17,A,NA,82,D,low,52,Y,medium,250,Y,high,456,X,medium,433,Y,medium,244,Z,high,37,X,ExtraCol1_4,4,ExtraCol4_1,1,ExtraCol7_5,5,ExtraCol10_3,3,ExtraCol13_3,3,144,0,7,147,149,6
261,7.75,B96 B98,Q,79,B,medium,51,D,NA,89,B,NA,11,Y,low,171,Z,medium,182,NA,low,333,Z,high,293,X,high,132,Y,ExtraCol1_5,5,ExtraCol4_2,2,ExtraCol7_5,5,ExtraCol10_1,1,ExtraCol13_2,2,163,0,8,137,0,12
262,31.3875,B96 B98,S,17,D,high,63,NA,NA,9,D,low,12,Y,low,338,NA,high,NA,Y,medium,201,NA,high,217,Y,low,58,X,ExtraCol1_1,1,ExtraCol4_3,3,ExtraCol7_1,1,ExtraCol10_1,1,ExtraCol13_4,4,0,0,6,147,149,4
263,79.65,E67,S,29,A,high,39,NA,NA,59,NA,high,98,X,high,203,Y,high,113,Y,high,419,Y,low,320,Z,high,4,Z,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_3,3,ExtraCol10_5,5,ExtraCol13_2,2,0,0,9,0,142,7
264,0,B94,S,92,A,low,0,NA,NA,NA,A,medium,3,X,high,84,Z,low,468,X,high,471,Y,NA,329,NA,low,489,Z,ExtraCol1_5,5,ExtraCol4_1,1,NA,NA,ExtraCol10_1,1,ExtraCol13_1,1,0,0,0,178,140,7
265,7.75,B96 B98,Q,98,C,medium,51,NA,NA,22,C,NA,2,NA,high,197,Y,low,41,Z,low,398,Y,NA,94,Z,low,291,X,ExtraCol1_5,5,ExtraCol4_2,2,ExtraCol7_2,2,ExtraCol10_1,1,ExtraCol13_2,2,0,0,6,166,0,4
266,10.5,B96 B98,S,58,D,high,79,C,medium,NA,A,NA,1,Y,medium,407,X,high,375,X,high,438,Z,medium,380,Y,high,388,X,ExtraCol1_4,4,ExtraCol4_4,4,NA,NA,ExtraCol10_1,1,ExtraCol13_4,4,152,165,0,178,0,7
267,39.6875,B96 B98,S,44,A,high,3,C,low,68,D,low,62,Y,low,415,Z,high,50,Y,low,132,Y,high,246,X,high,283,X,ExtraCol1_3,3,ExtraCol4_1,1,ExtraCol7_4,4,ExtraCol10_4,4,ExtraCol13_5,5,152,140,10,147,149,9
268,7.775,B96 B98,S,34,C,medium,51,D,unknown,57,NA,high,NA,X,low,155,Y,medium,440,X,low,210,X,high,287,X,low,NA,Y,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_3,3,NA,NA,ExtraCol13_2,2,163,159,10,0,142,0
269,153.4625,C125,S,61,D,high,38,D,high,51,NA,high,NA,Z,high,397,Y,low,479,Z,high,124,Z,medium,308,Z,high,343,Z,ExtraCol1_4,4,ExtraCol4_2,2,ExtraCol7_3,3,NA,NA,ExtraCol13_4,4,163,162,4,0,142,0
270,135.6333,C99,S,43,A,high,51,A,high,88,C,high,79,Z,low,46,X,low,408,X,low,182,Y,medium,372,Y,high,80,X,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_5,5,ExtraCol10_5,5,ExtraCol13_1,1,144,162,7,166,142,9
271,31,B96 B98,S,29,A,high,47,NA,low,NA,B,medium,71,Z,low,492,X,high,394,Z,low,366,Z,medium,150,Z,low,75,Z,ExtraCol1_2,2,ExtraCol4_2,2,NA,NA,ExtraCol10_4,4,ExtraCol13_5,5,0,140,0,137,140,7
272,0,B96 B98,S,43,D,high,42,A,low,62,B,NA,NA,Z,low,382,Y,high,239,Z,low,338,Y,medium,3,Y,low,244,Z,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_4,4,NA,NA,ExtraCol13_4,4,144,140,8,137,0,0
273,19.5,B96 B98,S,15,A,unknown,51,B,low,31,D,NA,7,Y,medium,20,Z,NA,122,Y,medium,1,X,low,90,Y,low,185,X,ExtraCol1_1,1,ExtraCol4_2,2,ExtraCol7_2,2,ExtraCol10_1,1,ExtraCol13_1,1,147,140,8,147,0,8
274,29.7,C118,C,95,C,low,5,B,NA,97,NA,NA,48,X,high,352,X,NA,492,X,medium,377,Z,high,482,Z,high,420,X,ExtraCol1_5,5,ExtraCol4_1,1,ExtraCol7_5,5,ExtraCol10_3,3,ExtraCol13_4,4,147,0,11,0,0,7
275,7.75,B96 B98,Q,41,B,high,3,D,unknown,25,D,unknown,8,Y,medium,247,Z,low,264,X,high,96,NA,medium,111,Z,medium,153,Z,ExtraCol1_2,2,ExtraCol4_1,1,ExtraCol7_2,2,ExtraCol10_1,1,ExtraCol13_3,3,163,159,5,147,169,7
276,77.9583,D7,S,48,C,low,9,NA,medium,NA,B,medium,11,Y,high,441,Z,low,408,Y,high,92,X,low,124,X,medium,164,Y,ExtraCol1_4,4,ExtraCol4_1,1,NA,NA,ExtraCol10_1,1,ExtraCol13_5,5,0,165,0,137,140,12
277,7.75,B96 B98,S,43,A,low,69,NA,high,63,NA,low,46,Z,medium,119,NA,medium,357,Y,high,271,Z,medium,429,Z,medium,264,Y,ExtraCol1_2,2,ExtraCol4_3,3,ExtraCol7_4,4,ExtraCol10_3,3,ExtraCol13_2,2,0,162,9,0,149,6
278,0,B96 B98,S,78,A,high,78,NA,NA,NA,C,unknown,NA,X,high,446,Z,medium,350,Y,medium,120,X,medium,117,X,medium,96,X,ExtraCol1_5,5,ExtraCol4_4,4,NA,NA,NA,NA,ExtraCol13_5,5,0,0,0,166,169,0
279,29.125,B96 B98,Q,43,C,high,51,B,unknown,75,A,medium,99,X,NA,435,Z,NA,176,X,low,481,Z,high,232,Z,medium,429,Y,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_4,4,ExtraCol10_5,5,ExtraCol13_5,5,147,159,11,178,140,9
280,20.25,B96 B98,S,43,A,high,7,NA,medium,24,A,low,NA,X,medium,139,Z,low,213,NA,high,73,Y,high,185,X,low,5,NA,ExtraCol1_2,2,ExtraCol4_1,1,ExtraCol7_2,2,NA,NA,ExtraCol13_2,2,0,165,3,178,149,0
